年季,公司代號,公司名稱,現金及約當現金,存放央行及拆借銀行同業,公平價值變動列入損益之金融資產-淨額,附賣回票券及債券投資,應收款項-淨額,待出售資產,貼現及放款-淨額,備供出售金融資產-淨額,持有至到期日金融資產-淨額,採權益法之股權投資-淨額,其他金融資產-淨額,固定資產-淨額,無形資產,其他資產,資產總計,央行及銀行同業存款,應付商業本票-淨額,公平價值變動列入損益之金融負債,附買回票券及債券負債,應付款項,與待出售資產直接相關之負債,存款及匯款,央行及同業融資、應付金融債券,特別股負債,其他負債,負債總計,股本,資本公積,保留盈餘,股東權益其他項目,母公司股東權益合計,少數股權,股東權益總計,母公司暨子公司持有之母公司庫藏股股數（單位：股）,預收股款(股東權益項下)之約當發行股數(單位:股),每股淨值
101/04,2801,彰化銀行,     40180362,    103411156,     35613670,              0,     17986233,              0,  1129128128,     63427594,    170696300,              0,      8048820,     23932997,         86991,     17101707,  1609613958,    100530198,              0,      1912629,      5629554,     33010957,              0,  1316088990,     38451937,              0,     10180788,  1505805053,     72421114,              0,     20888598,     10499193,    103808905,              0,    103808905,              0,              0,             14.33
101/04,2809,京城銀行,      3830476,     46241065,      3635308,      1523695,        830544,              0,     96547359,     11041064,      6361532,              0,     20661190,      2564546,              0,        883154,    194119933,      8360244,              0,          8456,     16147739,      2745572,              0,    139370025,      6537917,              0,        849625,    174019578,     10512343,        188201,      8388008,      1011803,     20100355,              0,     20100355,              0,              0,             19.12
101/04,2812,台中銀行,     10264038,     66753349,      6545279,              0,      3564983,              0,    324029419,     18519719,      8782945,        126683,        905934,      3349941,              0,      1830648,    444672938,      5151548,              0,         91591,        264045,      8997553,              0,    385510895,     15962482,              0,        613724,    416591838,     23187442,        675537,      4029776,        188345,     28081100,              0,     28081100,              0,              0,             12.11
101/04,2836,高銀,      3166781,     24635414,      1459442,      4967234,        961619,              0,    162044345,     19137095,              0,              0,      1724348,      2135686,         50237,        750636,    221032837,     11935679,              0,            613,         68914,      3964298,              0,    189455479,      4000000,              0,        701669,    210126652,      7069476,      2017724,      1664097,        154888,     10906185,              0,     10906185,              0,              0,             15.43
101/04,2838,聯邦銀行,      9658059,     75378914,      8297349,     21780368,     14311599,              0,    199788512,     10331378,        811872,         54490,     51616913,      7729000,      1985307,      9244551,    410988312,      6422684,        979106,         27417,     28289349,      6429687,              0,    336561067,      5200000,              0,      2769029,    386678339,     20264396,         33811,      4130796,       -355598,     24073405,        236568,     24309973,              0,              0,             11.88
101/04,2845,遠東商銀,      5599451,     82818608,     16110835,     23741992,     20726506,              0,    280219426,     11865864,      2224301,      2372398,     13950681,      2879693,      1868048,      1120509,    465498312,     12644938,              0,      3745032,              0,      5708177,              0,    391933266,     23072123,              0,      1793431,    438896967,     22422596,         31650,      4311768,       -164669,     26601345,              0,     26601345,              0,              0,             11.86
101/04,2849,安泰銀行,      3309584,     73316787,     11098438,      3127990,      7670164,              0,    199926904,     54300018,              0,              0,      1588437,        955125,        262871,      4050275,    359606593,      4870851,              0,     10418121,        689349,      5845343,              0,    299261217,     11190000,      1414865,      1421978,    335111724,     16796775,      1461505,      6355532,       -118943,     24494869,              0,     24494869,              0,              0,             14.58
