年季,公司代號,公司名稱,流動資產,基金與投資,固定資產,無形資產,其他資產,資產總計,流動負債,長期負債,各項準備,其他負債,負債總計,股本,資本公積,保留盈餘,股東權益其他調整項目合計,庫藏股票(自98年第4季起併入「其他項目」表達),共同控制下前手權益,少數股權,股東權益總計,預收股款(股東權益項下)之約當發行股數(單位:股),母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值
100/01,1213,大飲,        325378,         34368,        249297,              0,         96404,        705447,        121458,              0,              0,          4870,        126328,        514751,         21938,         44429,         -1999,              0,              0,              0,        579119,              0.00,              0.00,             11.25
100/01,1215,卜蜂企業,      4066913,      1587416,      1517787,         28634,        116703,      7317453,      2664972,          2814,              0,        384015,      3051801,      2320268,            967,        592714,      1256951,              0,              0,         94752,      4265652,              0.00,              0.00,             17.98
100/01,1216,統一,    118736851,     41225337,    108281671,      5902767,     21924437,    296071063,    111645921,     58326373,      1908314,      9424130,    181304738,     42871402,      6251778,     21399137,        406288,              0,              0,     43837720,    114766325,              0.00,              0.00,             16.54
100/01,1217,愛之味,      2347194,      2762130,      3581615,         58064,      1162478,      9911481,      1968433,      2325094,         79974,        243358,      4616859,      4476893,         83592,        109933,        174142,              0,              0,        450062,      5294622,              0.00,              0.00,             10.82
100/01,1218,泰山企業,      3718989,      2051822,      2695297,         31707,        296387,      8794202,      2658363,      1818204,        229042,        223981,      4929590,      3330531,         45953,        288735,        164984,              0,              0,         34409,      3864612,              0.00,     13044134.00,             11.97
100/01,1219,福壽實業,      3489230,        271239,      2143814,         12430,         83176,      5999889,      1151410,        331651,        505261,        250378,      2238700,      2839087,        215710,        394042,        300116,              0,              0,         12234,      3761189,              0.00,              0.00,             13.20
100/01,1220,台榮,      1654188,        101066,        991431,         14030,        130685,      2891400,        551000,          1695,        157271,        113180,        823146,      1770779,            537,       -123908,        278442,              0,              0,        142404,      2068254,              0.00,              0.00,             10.88
100/01,1225,福懋油,      3336033,        247444,      2742762,         89390,        164462,      6580091,      1877660,      1865385,        100296,         97347,      3940688,      1749049,        152783,        235870,        161663,              0,              0,        340038,      2639403,              0.00,              0.00,             13.15
100/01,1227,佳格,      8510571,        344206,      2121426,         23379,        558072,     11557654,      2994699,        261110,         33685,         34805,      3324299,      3709015,         33947,      4310706,         28275,              0,              0,        151412,      8233355,              0.00,      2703252.00,             21.95
100/01,1229,聯華實業,      2749223,     19840779,      4094104,         55565,        131241,     26870912,      1613264,      3207595,         93673,        198886,      5113418,      8219610,      1076013,      6256701,      6051166,              0,              0,        154004,     21757494,        535300.00,         91000.00,             26.29
100/01,1231,聯華食品,      2372485,          7011,        755455,         44176,        483284,      3662411,        994180,        485394,              0,        110955,      1590529,      1154190,         73042,        843431,        -12031,              0,              0,         13250,      2071882,              0.00,              0.00,             17.84
100/01,1232,大統益,      2876276,         18795,        938208,          1334,         16235,      3850848,        683942,              0,              0,         27768,        711710,      1599749,         23784,      1564160,        -74200,              0,              0,         25645,      3139138,              0.00,              0.00,             19.46
100/01,1233,天仁,        701009,        154851,        802565,          2529,         68246,      1729200,        270843,            133,              0,          8421,        279397,        905919,         60605,        470889,           -201,              0,              0,         12591,      1449803,              0.00,              0.00,             15.86
100/01,1234,黑松,      2786543,      6846296,      2965953,          9688,        749926,     13358406,      1119507,              0,      1915676,        520584,      3555767,      5358281,        184601,      2131847,      2127910,              0,              0,              0,      9802639,              0.00,              0.00,             18.29
100/01,1235,興泰,        974246,        190495,        139969,              0,        137050,      1441760,        478797,              0,         36662,         24058,        539517,        545328,         27674,         98247,        223008,              0,              0,          7986,        902243,              0.00,      2069525.00,             17.05
100/01,1236,宏亞食品,        802619,         21398,      1400359,          5523,         96769,      2326668,        744619,              0,              0,        222131,        966750,        920497,         33396,        409321,         -3296,              0,              0,              0,      1359918,              0.00,              0.00,             14.77
100/01,1301,台塑,    168230132,    129725584,     82800218,      1726237,      8041830,    390524001,     47959531,     41258884,              0,     10198308,     99416723,     61209046,     12827175,    140297962,     76773095,              0,              0,              0,    291107278,              0.00,              0.00,             47.56
100/01,1303,南亞塑膠,    228472712,    110008058,    147187041,      1940113,      4628073,    492235997,     54613742,    103041960,              0,     20548953,    178204655,     78522986,     28105458,    149135831,     45861539,              0,              0,     12405528,    314031342,              0.00,        183235.00,             38.41
100/01,1304,台聚,     37439478,      3361793,     13642167,        772153,      2118102,     57333693,     17624474,      6469349,        800992,      3236122,     28130937,      8639716,        217458,      6437031,        418623,              0,              0,     13489928,     29202756,              0.00,     59097799.00,             19.52
100/01,1305,華夏,      5974946,        449363,      4354247,         22034,        707486,     11508076,      3232831,      1423990,        592084,      1233334,      6482239,      4248035,          9317,        107487,        547174,              0,              0,        113824,      5025837,              0.00,              0.00,             11.56
100/01,1307,三芳化工,      5177407,        140200,      3934036,        131696,         71531,      9454870,      3483263,        218378,         37782,        282033,      4021456,      3119649,        137866,      2528668,       -352769,              0,              0,              0,      5433414,              0.00,              0.00,             17.42
100/01,1308,亞聚,      5984326,      4237218,        580014,          4999,        576007,     11382564,      1883358,              0,         21469,        262910,      2167737,      3131179,         31538,      3855798,      2196312,              0,              0,              0,      9214827,              0.00,              0.00,             29.43
100/01,1309,台達化工,      7576010,        962417,      1779994,         49094,        245794,     10613309,      4148305,      1528788,        143860,        500596,      6321549,      2786155,          4780,        889065,        611760,              0,              0,              0,      4291760,              0.00,              0.00,             15.40
100/01,1310,台苯,      7176065,      2216279,      3059447,        224926,        340285,     13017002,      5730120,        446471,         10420,         34268,      6221279,      5803403,        691765,       -136734,       -412584,              0,              0,        849873,      6795723,              0.00,        265351.00,             10.25
100/01,1312,國喬石化,      5967399,      7563543,      7851501,        716116,        577397,     22675956,      4240061,      1300000,      1062196,        414229,      7016486,      9266203,        184272,      2842563,      1532544,              0,              0,      1833888,     15659470,              0.00,     12424473.00,             15.12
100/01,1313,聯成,     24116957,      4150313,      9341901,        459904,        314650,     38383725,     15336331,      3448961,         99828,        323630,     19208750,     10449208,      1115062,      6573620,        981189,              0,              0,         55896,     19174975,      4472750.00,              0.00,             18.29
100/01,1314,中石化,     16454149,      7059335,     15344365,        125069,      8191106,     47174024,      4756383,      6836930,      3871792,        226862,     15691967,     17949630,        252377,      8763629,      4442000,              0,              0,         74421,     31482057,              0.00,              0.00,             17.50
100/01,1315,達新工業,      4678714,        452157,      1524115,            741,      2115421,      8771148,      1128381,         35214,        710324,        273478,      2147397,      2200000,         29997,        960442,      3411567,              0,              0,         21745,      6623751,              0.00,      7930000.00,             31.13
100/01,1316,上曜,        778065,        153285,        215286,         33039,         25888,      1205563,        308168,          5906,              0,            200,        314274,        651661,        122250,        -50673,         12481,              0,              0,        155570,        891289,              0.00,              0.00,             11.29
100/01,1319,東陽,      9320793,      2609667,     15852616,        802766,        898055,     29483897,      8076530,      4967049,              0,        803708,     13847287,      5185575,      4105154,      4897366,         66209,              0,              0,      1382306,     15636610,              0.00,      2717378.00,             27.63
100/01,1321,大洋,      1854099,        661822,      1341422,         59853,        691754,      4608950,      1159331,        500000,              0,        421776,      2081107,      2272283,        101383,        110227,         43950,              0,              0,              0,      2527843,              0.00,      6542716.00,             11.45
100/01,1323,永裕,      1508168,              0,      1492675,         45072,         20503,      3066418,        880178,        686358,          8767,        113074,      1688377,        827887,         53708,        361477,         19981,              0,              0,        114988,      1378041,              0.00,        354726.00,             15.32
100/01,1324,地球工業,        932259,              0,        453759,              0,         18258,      1404276,        360437,              0,              0,         38541,        398978,        751219,              0,        227826,         26253,              0,              0,              0,      1005298,              0.00,              0.00,             13.38
100/01,1325,恒大,      1005242,         75866,        861057,              0,         99130,      2041295,        199044,              0,         44912,         43537,        287493,        945379,            766,        636490,         60729,              0,              0,        110438,      1753802,              0.00,              0.00,             17.38
100/01,1326,台化,    221398918,    129335726,    157049270,      1017998,      8294796,    517096708,     82229715,     77752636,              0,      7693448,    167675799,     56904721,      9817433,    147787416,     84198504,              0,              0,     50712835,    349420909,              0.00,     17036314.00,             52.65
100/01,1402,遠東新,    102242688,     49344374,    125967936,     19611150,      6178094,    303344242,     86728506,     49596281,      6259136,      4551619,    147135542,     47545799,     10243085,     32159824,     13330330,              0,              0,     52929662,    156208700,              0.00,              0.00,             21.72
100/01,1410,南染,        600271,         55077,        916982,              0,         30859,      1603189,        120524,              0,        145501,         53561,        319586,        900000,         21784,         36708,        278348,              0,              0,         46763,      1283603,              0.00,              0.00,             13.74
100/01,1413,宏洲纖維,      1693932,         15600,      1396439,              0,         81707,      3187678,      1186402,            477,        145598,        239296,      1571773,      1701874,            541,       -604928,        471544,              0,              0,         46874,      1615905,              0.00,      2097951.00,              9.33
100/01,1416,廣豐,      3440289,      1230571,      2331887,          1188,        116866,      7120801,        739558,        714762,        468430,         56810,      1979560,      3848484,      1001374,        175057,        115453,              0,              0,            873,      5141241,              0.00,     28205990.00,             14.41
100/01,1417,嘉裕,      2829053,      1175708,        832655,         12718,        636179,      5486313,        986343,              0,        103078,         96515,      1185936,      3798837,         19571,         44253,        437716,              0,              0,              0,      4300377,              0.00,              0.00,             11.32
100/01,1418,東華,        825409,        105345,      1516609,          1365,        124300,      2573028,        899741,         42700,        297488,         99769,      1339698,      1319276,          1612,       -142287,         54573,              0,              0,            156,      1233330,              0.00,     10933000.00,             10.19
100/01,1419,新紡,      1454992,      2789128,      4909300,              0,         31319,      9184739,      2307351,              0,        763884,         56585,      3127820,      3000413,            595,        802824,      2253087,              0,              0,              0,      6056919,              0.00,        803829.00,             20.24
100/01,1432,大魯閣,        944761,        138918,        685802,          3846,        518414,      2291741,        889841,        258501,        126634,          6473,      1281449,        885642,         38867,        -72753,        137423,              0,              0,         21113,      1010292,              0.00,      3027715.00,             11.56
100/01,1434,福懋興業,     20909211,     40012883,     24278241,        432209,      2053422,     87685966,     12843208,     12440983,              0,      1484262,     26768453,     16846646,        698507,     11939115,     28055409,              0,              0,      3377836,     60917513,              0.00,      3043228.00,             34.22
100/01,1435,中福國際,        324263,        239698,        561238,              0,          2744,      1127943,          2054,              0,        161746,          4754,        168554,      1397801,          1302,       -459148,         19451,              0,              0,            -17,        959389,              0.00,     14424000.00,              7.65
100/01,1436,華友聯,      2814764,        180072,         29011,              0,        607945,      3631792,         11029,              0,              0,         28361,         39390,      3300000,        200058,        219363,       -127019,              0,              0,              0,      3592402,              0.00,     13718014.00,             11.36
100/01,1437,勤益投控,      1297036,        158335,      1621014,          7286,      6210174,      9293845,      1151747,      3776368,        391231,        213328,      5532674,      2039649,        318310,         94790,      1249321,              0,              0,         59101,      3761171,              0.00,              0.00,             18.15
100/01,1440,南紡,     11816608,      4764025,     12677264,          5806,      4444553,     33708256,      4173101,          4585,      3361080,      1727289,      9266055,     15233945,         75446,      6888688,      2172668,              0,              0,         71454,     24442201,              0.00,              0.00,             16.00
100/01,1441,大東紡織,      1002097,        470235,        689856,         15997,         32414,      2210599,        775407,        267805,        161013,        150139,      1354364,        658000,         11329,         85340,        101566,              0,              0,              0,        856235,              0.00,              0.00,             13.01
100/01,1442,名軒,      5843838,        756872,        101641,              0,         21644,      6723995,      3922644,         34814,              0,            540,      3957998,      1728084,         57031,        977292,            -75,              0,              0,          3665,      2765997,              0.00,              0.00,             15.98
100/01,1443,立益紡織,      2215404,        141785,      3164394,         63208,         80944,      5665735,      3183536,              0,        296750,         63198,      3543484,      2912649,        206574,     -1515323,        409259,              0,              0,        109092,      2122251,              0.00,        991257.00,              6.94
100/01,1444,力麗,      8536939,      4574980,      3858648,         17363,        620159,     17608089,      5533389,         91429,          5132,        224028,      5853978,      7833294,        224210,      2632279,        373978,              0,              0,        690350,     11754111,              0.00,     15769200.00,             14.41
100/01,1445,大宇紡織,      1133448,        208858,        932949,              3,          6890,      2282148,        177668,              0,         98272,         71542,        347482,      1386670,        172064,        160201,        215731,              0,              0,              0,      1934666,              0.00,              0.00,             13.95
100/01,1446,宏和,      1499766,        246203,        345840,              0,        949474,      3041283,      1063601,        300000,              0,         16327,      1379928,      1386215,        297632,        -39418,         16926,              0,              0,              0,      1661355,              0.00,              0.00,             11.98
100/01,1447,力鵬,      8033954,      3375553,      4785746,         48390,        143294,     16386937,      4629020,      1251457,              0,        177406,      6057883,      6528665,      1369555,      2112620,       -355871,              0,              0,        674085,     10329054,              0.00,     73175490.00,             16.66
100/01,1449,佳和實業,      2886545,        262905,      2715218,         33111,        319945,      6217724,      4086662,        229561,        523834,        541396,      5381453,      1871941,        431156,     -1075250,       -772906,              0,              0,        381330,        836271,              0.00,     42037151.00,              3.13
100/01,1451,年興紡織,      8612679,      2694539,      4768955,         59402,        437405,     16572980,      2839650,        686000,              0,        500032,      4025682,      5500000,        386640,      6122768,        434632,              0,              0,        103258,     12547298,              0.00,              0.00,             22.63
100/01,1453,大將,        540558,         50988,        323782,              0,         77530,        992858,         62295,              0,         54850,             40,        117185,        709000,            405,         88446,         60507,              0,              0,         17315,        875673,              0.00,              0.00,             12.11
100/01,1454,台富,      1280016,        101076,        894194,          1474,         19659,      2296419,        388306,        112900,              0,         81031,        582237,      1336284,        116104,        174600,         87189,              0,              0,              5,      1714182,              0.00,      8738194.00,             13.73
100/01,1456,怡華,      1126800,        165174,      1502594,              0,         28689,      2823257,      1738039,        231301,        190722,        272716,      2432778,      1675000,         18386,       -493460,       -848147,              0,              0,         38700,        390479,              0.00,      7052326.00,              2.19
100/01,1457,宜進,      2263449,        591591,      2712600,         37437,      1249939,      6855016,      1668761,      1339626,          3944,         40746,      3053077,      2751510,        475760,        261486,        -67673,              0,              0,        380856,      3801939,              0.00,     45653604.00,             14.91
100/01,1459,聯發紡織,      3674006,        880666,      3789545,         94223,        225691,      8664131,      2741558,      1574508,              0,         30972,      4347038,      3320638,        274816,      1093880,       -532889,              0,              0,        160648,      4317093,              0.00,     39890309.00,             14.23
100/01,1460,宏遠,      4664032,         13780,      3678819,         10662,        237373,      8604666,      3054472,      1653710,        165409,        240757,      5114348,      4711891,        119663,     -1375897,         34644,              0,              0,             17,      3490318,              0.00,     33706585.00,              7.98
100/01,1463,強盛染整,      1219593,         76966,        601457,              0,        260817,      2158833,        155490,              0,         67994,         54789,        278273,      1884108,        157475,       -114529,       -135370,              0,              0,         88876,      1880560,              0.00,     26589911.00,             11.07
100/01,1464,得力實業,      2740234,         51525,      1835539,        172298,        245411,      5045007,      1994487,        137500,              0,        146828,      2278815,      1568490,         96329,          7212,         81543,              0,              0,      1012618,      2766192,              0.00,              0.00,             11.18
100/01,1465,偉全實業,      2021506,         14460,        836285,         76688,         20877,      2969816,        600532,              0,              0,         88298,        688830,        863394,        353488,        520188,         26184,              0,              0,        517732,      2280986,              0.00,              0.00,             20.42
100/01,1466,聚隆,      1504521,              0,        963549,          4103,        163760,      2635933,      1022512,        123517,              0,         38597,      1184626,        915978,        237453,        238703,         59173,              0,              0,              0,      1451307,              0.00,         87958.00,             15.86
100/01,1467,南緯實業,      3597583,        269171,      1753015,        347019,        234452,      6201240,      3755624,        269758,         68902,         91132,      4185416,      1649115,         63250,        337399,       -207515,              0,              0,        173575,      2015824,              0.00,              0.00,             11.17
100/01,1468,昶和纖維,      1380670,         30218,      1240609,         47126,        497360,      3195983,      1230720,        452157,         65656,          8920,      1757453,      1604053,         43757,       -587036,        247408,              0,              0,        130348,      1438530,              0.00,              0.00,              8.16
100/01,1469,理隆纖維,        792881,         44097,      1279885,            355,         28798,      2146016,        618410,              0,              0,         15403,        633813,      1246000,        455920,       -169415,        -20322,              0,              0,             20,      1512203,              0.00,              0.00,             12.14
100/01,1471,首利,      2418429,        126637,      1473727,              0,        206675,      4225468,      1344517,              0,              0,          3673,      1348190,      2014677,        967171,       -120177,         15607,              0,              0,              0,      2877278,              0.00,              0.00,             14.28
100/01,1472,三洋紡,        630569,              0,      1047921,            719,         54037,      1733246,        942342,         82241,         37616,         24596,      1086795,        875000,              0,       -313658,         72138,              0,              0,         12971,        646451,              0.00,      5348830.00,              7.71
100/01,1473,台南企業,      5770370,        207062,      1293766,         31335,        258489,      7561022,      2110613,        200000,         37967,        216507,      2565087,      1468220,        834708,      2058521,       -139541,              0,              0,        774027,      4995935,              0.00,        997000.00,             28.95
100/01,1474,弘裕,      2243085,         63348,      1101734,         33407,        126120,      3567694,      1493738,        159375,         39282,          6750,      1699145,      1378744,          6813,        372290,        110702,              0,              0,              0,      1868549,              0.00,      1256402.00,             13.68
100/01,1475,本盟光電,        811874,          7906,        558409,         28449,         70793,      1477431,      1205319,          2514,              0,              0,      1207833,        541946,         23077,       -289214,         16636,              0,              0,        -22847,        269598,              0.00,              0.00,              5.40
100/01,1476,儒鴻,      3552158,              0,      2753193,        131156,        241157,      6677664,      2419149,        182472,              0,        177692,      2779313,      1992848,        293678,      1658111,        -54297,              0,              0,          8011,      3898351,              0.00,              0.00,             19.52
100/01,1477,聚陽實業,      5453436,              0,        881445,              0,        211194,      6546075,      2348203,              0,              0,         70218,      2418421,      1596609,        831286,      1792515,        -97665,              0,              0,          4909,      4127654,              0.00,              0.00,             25.82
100/01,1503,士電,     10731100,      5813611,     10202234,        111593,        146709,     27005247,      7957985,        300000,        950717,      1242409,     10451111,      5209722,      2556723,      6232339,      2329572,              0,              0,        225780,     16554136,              0.00,              0.00,             31.34
100/01,1504,東元電機,     32369532,     16437143,     14949763,        189615,      3195710,     67141763,     15288284,     11297363,      1080247,      1671046,     29336940,     18349659,      5845734,      9763069,      2235393,              0,              0,      1610968,     37804823,      5060000.00,     22365800.00,             19.97
100/01,1506,正道,      1208601,         51626,      1064254,         16131,        508867,      2849479,        991321,        283773,         76990,        256411,      1608495,      1022516,        148334,       -287253,        115017,              0,              0,        242370,      1240984,              0.00,              0.00,              9.77
100/01,1507,永大機電,     10038997,        895440,      3590802,        534020,      1450834,     16510093,      4971080,        100119,          2702,        879253,      5953154,      4108200,        240538,      6052808,        -15507,              0,              0,        170900,     10556939,              0.00,      2129800.00,             25.41
100/01,1512,瑞利,      2743056,              0,      2766200,         82154,        126758,      5718168,      2519119,        772554,         99095,        160867,      3551635,      1818025,         40369,        146423,        108339,              0,              0,         53377,      2166533,              0.00,              0.00,             11.62
100/01,1513,中興電,      7216356,      1220556,      4413902,        370146,        307489,     13528449,      3962690,        850411,        286075,        483888,      5583064,      4800000,        330927,      1296677,        883810,              0,              0,        633971,      7945385,              0.00,     10329917.00,             15.57
100/01,1514,亞力電機,      2799895,        272743,      1056092,         15612,        255095,      4399437,      1573238,         24650,        164401,        107839,      1870128,      2010670,        117372,        104075,        164210,              0,              0,        132982,      2529309,              0.00,      8359112.00,             12.44
100/01,1515,力山,      2509223,        303955,      1768687,         83154,         88339,      4753358,      2177706,        175799,         31782,        242844,      2628131,      2287843,              0,       -379608,        190970,              0,              0,         26022,      2125227,              0.00,              0.00,              9.18
100/01,1517,利奇機械,      3586800,        154126,      1118449,        169602,         30991,      5059968,        793747,        797350,          3442,        123695,      1718234,      2278250,         72891,        639236,         20612,              0,              0,        330745,      3341734,              0.00,              0.00,             13.22
100/01,1519,華城電機,      4637536,         99638,      1480607,         28255,         32011,      6278047,      2742640,              0,         34528,        235489,      3012657,      2610585,         27138,        630358,         -2691,              0,              0,              0,      3265390,              0.00,              0.00,             12.51
100/01,1521,大億,      1820192,        283190,        834120,         10085,         44408,      2991995,      1174045,              0,         66974,         78288,      1319307,        762300,         60472,        858826,         -8910,              0,              0,              0,      1672688,              0.00,              0.00,             21.94
100/01,1522,堤維西,      7507289,        608945,      6991950,        115464,        680256,     15903904,      8191036,      1654312,         38717,        287243,     10171308,      3079850,      1349816,        826269,       -104877,              0,              0,        581538,      5732596,              0.00,      4203270.00,             16.96
100/01,1524,耿鼎企業,      1429912,         64989,      4007784,              0,          4077,      5506762,      1658035,      1695742,         74336,         24748,      3452861,      1624146,        220379,        165899,         43477,              0,              0,              0,      2053901,              0.00,      5249253.00,             13.07
100/01,1525,江申工業,        971056,      1306885,        453803,          1113,          1105,      2733962,        414836,              0,         69799,         93267,        577902,        659480,          1251,      1287648,        207681,              0,              0,              0,      2156060,              0.00,              0.00,             32.69
100/01,1526,日馳,        447799,          5809,        411120,              8,         46612,        911348,        269933,        206273,              0,         29388,        505594,        500000,              0,        -94368,            122,              0,              0,              0,        405754,              0.00,              0.00,              8.12
100/01,1527,鑽全,      7328063,          7129,      1394629,          5858,        638045,      9373724,      6597186,        485000,              0,          6147,      7088333,      1589766,            305,        897534,       -202214,              0,              0,              0,      2285391,              0.00,              0.00,             14.38
100/01,1528,恩德,      3034209,         26747,        830584,         48409,        220855,      4160804,      1485422,        572499,              0,        122807,      2180728,      1279441,        296883,        294421,         81843,              0,              0,         27488,      1980076,              0.00,      2500000.00,             15.57
100/01,1529,樂士,        762013,          1426,        136409,          1225,        128637,      1029710,        300661,         26598,              0,          5394,        332653,      2097089,          2320,     -1408778,              0,              0,              0,          6426,        697057,              0.00,              0.00,              3.29
100/01,1530,亞崴機電,      3094410,        104321,      1136642,         37341,         20966,      4393680,      2312545,         23377,              0,         63537,      2399459,        906080,        239094,        974965,       -125918,              0,              0,              0,      1994221,              0.00,      3718000.00,             22.95
100/01,1531,高林股,      4920497,              0,      1297978,        238166,         12858,      6469499,      1211334,        123480,              0,        298030,      1632844,      1931511,        341177,      1997905,        108193,              0,              0,        457869,      4836655,              0.00,              0.00,             22.67
100/01,1532,勤美,     24241962,      1860259,     11901353,        853315,        123546,     38980435,     16995359,      5351503,              0,        941695,     23288557,      3461271,      2029000,      3800327,        177256,              0,              0,      6224024,     15691878,              0.00,              0.00,             27.35
100/01,1533,車王電,      1928658,        120544,      1109534,         97020,         48145,      3303901,        954549,        566654,              0,         40313,      1561516,        964152,        275871,        526938,        -24589,              0,              0,             13,      1742385,              0.00,              0.00,             18.07
100/01,1535,中宇,      3656241,        705953,        123814,              0,         14569,      4500577,      2053468,              0,         57921,         23141,      2134530,      1130474,        121613,      1083632,         30328,              0,              0,              0,      2366047,              0.00,              0.00,             20.93
100/01,1536,和大工業,      2247365,        176797,      2816245,          4211,         44898,      5289516,      1493673,      1821824,          1417,         99074,      3415988,      2003103,        496511,       -704930,         31293,              0,              0,         47551,      1873528,              0.00,              0.00,              9.12
100/01,1537,廣隆光電,      2329553,         21336,        876432,         71725,         76385,      3375431,      1054305,         32779,              0,         93179,      1180263,        803659,        598004,        901701,       -142592,              0,              0,         34396,      2195168,              0.00,              0.00,             26.89
100/01,1538,正峰新,        597317,              0,      2002057,         21509,        260606,      2881489,        740220,        481328,         18130,         24586,      1264264,      1620115,          6986,       -136675,        126799,              0,              0,              0,      1617225,              0.00,              0.00,              9.98
100/01,1539,巨庭機械,      1004616,          8750,        445333,         29108,         72175,      1559982,        836667,         44577,              0,         16737,        897981,        653700,         45160,        -64494,         27635,              0,              0,              0,        662001,              0.00,              0.00,             10.13
100/01,1540,喬福機械,      1437341,              0,        426947,             57,            426,      1864771,        529044,              0,              0,          5155,        534199,        854736,        147884,        358143,        -30206,              0,              0,             15,      1330572,              0.00,      6105911.00,             16.76
100/01,1541,錩泰,        772326,              0,        589901,        175036,         23245,      1560508,        576978,              0,              0,          3381,        580359,        788000,          1364,        191016,           -231,              0,              0,              0,        980149,              0.00,              0.00,             12.44
100/01,1558,伸興,      1867161,         14919,        898862,         54813,          3030,      2838785,        803727,              0,             87,        106227,        910041,        469788,        266204,      1308128,       -115376,              0,              0,              0,      1928744,              0.00,              0.00,             41.06
100/01,1582,信錦,      6216598,         44180,        747050,        379648,        149198,      7536674,      2796956,        544425,              0,        402228,      3743609,      1360408,      1510601,        905730,        -27854,              0,              0,         44180,      3793065,              0.00,              0.00,             27.56
100/01,1583,程泰,      5697546,        126604,      1960149,        142669,        206757,      8133725,      4314318,        336951,          4733,        100229,      4756231,        950796,        461382,        884249,       -201420,              0,              0,      1282487,      3377494,              0.00,      4071000.00,             23.02
100/01,1590,F-亞德,      3328081,              0,      3123143,        183223,         29871,      6664318,        893093,        598358,              0,        236138,      1727589,      1500000,      2023091,      1395792,       -109016,              0,              0,        126862,      4936729,              0.00,              0.00,             32.07
100/01,1603,華電,      2222249,      1576412,      3015595,              0,        661305,      7475561,      2239936,              0,        726956,         57748,      3024640,      3423000,        412208,       -619544,      1227101,              0,              0,          8156,      4450921,              0.00,     58646089.00,             15.66
100/01,1604,聲寶,      5408216,      3698061,      3713835,        220077,        354499,     13394688,      2990195,      1162800,        846750,        355888,      5355633,      5914731,         60677,        581900,      1479824,              0,              0,          1923,      8039055,              0.00,     12562288.00,             13.88
100/01,1605,華新,     74606383,     26708968,     32010983,      1687674,      1333031,    136347039,     47529411,     18266765,        131132,      2667219,     68594527,     36160002,     20243943,     12536356,     -2964937,              0,              0,      1777148,     67752512,        554727.00,     58966701.00,             18.55
100/01,1608,華榮,      8971623,      1874006,      3488209,         32868,        951966,     15318672,      3792637,              0,        786248,        463087,      5041972,      6327735,         79376,        562862,        819106,              0,              0,      2487621,     10276700,              0.00,    131434824.00,             15.54
100/01,1609,大亞電線,     10397220,      1162083,      4037247,         43524,        797813,     16437887,      5140794,      2345079,        264486,        407183,      8157542,      5744364,        492832,        948182,        106839,              0,              0,        988128,      8280345,              0.00,      7706404.00,             12.87
