年季,公司代號,公司名稱,流動資產,基金與投資,固定資產,無形資產,其他資產,資產總計,流動負債,長期負債,各項準備,其他負債,負債總計,股本,資本公積,保留盈餘,股東權益其他調整項目合計,庫藏股票(自98年第4季起併入「其他項目」表達),共同控制下前手權益,少數股權,股東權益總計,預收股款(股東權益項下)之約當發行股數(單位:股),母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值
99/04,1101,台泥,     82001294,     11826973,    139757877,     12575826,     15909152,    262071122,     60121542,     69619327,      5247536,      2554796,    137543201,     36921759,     15956106,     19219343,     22823863,              0,              0,     29606850,    124527921,              0.00,              0.00,             25.71
99/04,1102,亞泥,     31980063,     62283025,     66510047,      4800297,      4008046,    169581478,     24482403,     50133721,      1466299,      1884529,     77966952,     30753075,      8256848,     23718601,     15912495,              0,              0,     12973507,     91614526,              0.00,              0.00,             25.57
99/04,1103,嘉泥,     11391918,      6329785,     11307731,        501627,        381072,     29912133,      2737827,      7502625,      1291202,        301265,     11832919,      7322354,        737005,      6785915,      1028378,              0,              0,      2205562,     18079214,              0.00,    124564228.00,             26.12
99/04,1104,環球水泥,      4809067,      6521466,      3690104,         13709,      2479462,     17513808,      1699063,      1575000,      1179798,        250155,      4704016,      6038919,        159730,      3260783,      3135687,              0,              0,        214673,     12809792,              0.00,              0.00,             20.86
99/04,1108,幸福水泥,      5160282,        243968,      3018760,          3155,        614651,      9040816,      2878726,      1556500,              0,        492616,      4927842,      4047380,         27420,         28454,          2896,              0,              0,          6824,      4112974,              0.00,              0.00,             10.15
99/04,1109,信大水泥,      2740224,        901441,      4263569,         69409,        234815,      8209458,        290303,        873900,              0,        384968,      1549171,      4210008,         42598,      1693382,        -64952,              0,              0,        779251,      6660287,              0.00,              0.00,             13.97
99/04,1110,東泥,      1615451,      2278465,      4689386,              0,        885100,      9468402,        557053,              0,        242930,        450788,      1250771,      5720008,        183487,      1571844,        738722,              0,              0,          3570,      8217631,              0.00,              0.00,             14.36
99/04,1201,味全公司,     17144663,        163426,      8131009,        296987,        991388,     26727473,      5915171,      9488294,        748907,      1700752,     17853124,      5060629,         37921,      2138566,       -654547,              0,              0,      2291780,      8874349,              0.00,              0.00,             13.01
99/04,1203,味王公司,      2644875,        401204,      4131034,          1328,        783683,      7962124,      1030971,        445286,        879845,        489835,      2845937,      2400000,         45012,        557834,      1241296,              0,              0,        872045,      5116187,              0.00,      2294000.00,             17.85
99/04,1210,大成長城,     16537334,      1785703,      8508833,        752317,        601308,     28185495,     11731542,      1377392,         20754,        272211,     13401899,      4946679,      1829379,      2841591,        355466,              0,              0,      4810481,     14783596,              0.00,     36940633.00,             21.79
99/04,1213,大飲,        340108,         34368,        251229,              0,         98548,        724253,        136514,              0,              0,          4873,        141387,        514751,         21938,         48130,         -1953,              0,              0,              0,        582866,              0.00,              0.00,             11.32
99/04,1215,卜蜂企業,      4224362,      1520232,      1466260,         28524,        115398,      7354776,      2794780,              0,              0,        376047,      3170827,      2320268,            967,        557426,      1186575,              0,              0,        118713,      4183949,              0.00,              0.00,             17.52
99/04,1216,統一,    107275486,     42654942,    107703630,      5854335,     20726857,    284215250,    100779272,     59800954,      1908314,      9002044,    171490584,     42871402,      6251778,     19125009,      1718087,              0,              0,     42758390,    112724666,              0.00,              0.00,             16.32
99/04,1217,愛之味,      2454709,      2638399,      3466114,         59564,      1160739,      9779525,      1718651,      2441806,         79974,        242570,      4483001,      4476893,         86214,         77301,        191457,              0,              0,        464659,      5296524,              0.00,              0.00,             10.79
99/04,1218,泰山企業,      3702756,      2033002,      2705689,         36811,        293606,      8771864,      2138771,      2301508,        229042,        229457,      4898778,      3330531,         45953,        275351,        186589,              0,              0,         34662,      3873086,              0.00,     13044134.00,             11.99
99/04,1219,福壽實業,      3339355,        267239,      2118988,         12430,         81410,      5819422,        935396,        382407,        505261,        248454,      2071518,      2839087,        215710,        380149,        299886,              0,              0,         13072,      3747904,              0.00,              0.00,             13.16
99/04,1220,台榮,      1818791,        100766,        972182,         14534,        141940,      3048213,        747528,          1395,        157271,        113201,      1019395,      1770779,            537,       -169258,        284064,              0,              0,        142696,      2028818,              0.00,              0.00,             10.65
