年季,公司代號,公司名稱,流動資產,基金與投資,固定資產,無形資產,其他資產,資產總計,流動負債,長期負債,各項準備,其他負債,負債總計,股本,資本公積,保留盈餘,股東權益其他調整項目合計,庫藏股票(自98年第4季起併入「其他項目」表達),共同控制下前手權益,少數股權,股東權益總計,預收股款(股東權益項下)之約當發行股數(單位:股),母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值
99/01,1101,台泥,     68129797,     11490676,    128527240,      3135481,      7068151,    218351345,     46716890,     61936871,      5248469,      2291611,    116193841,     32921759,      9361854,     18038893,     20167893,              0,              0,     21667105,    102157504,              0.00,              0.00,             24.45
99/01,1102,亞泥,     37953958,     55211354,     62136032,      3268490,      7377151,    165946985,     27779212,     47413789,      1466299,      1865207,     78524507,     29857355,      8241439,     23896663,     12374845,              0,              0,     13052176,     87422478,              0.00,              0.00,             24.91
99/01,1103,嘉泥,     10367318,      6036902,     11021248,        549485,        642377,     28617330,      2435718,      6263728,      1291202,        606685,     10597333,      7178779,        388504,      6761745,      1532601,              0,              0,      2158368,     18019997,              0.00,    139303165.00,             27.42
99/01,1104,環球水泥,      3064912,      6410481,      6710896,        336931,      2581440,     19104660,      1535610,      3746007,      1169037,        280272,      6730926,      6038919,        162866,      2247231,      3720197,              0,              0,        204521,     12373734,              0.00,              0.00,             20.15
99/01,1108,幸福水泥,      5124757,        252280,      3253257,          1240,        623556,      9255090,      3218913,      1227500,              0,        483869,      4930282,      4047380,         27412,        253948,         -9708,              0,              0,          5776,      4324808,              0.00,              0.00,             10.67
99/01,1109,信大水泥,      3422629,        930618,      2980080,         98749,        202725,      7634801,        355293,              0,              0,        368287,        723580,      4210008,         42598,      1866317,        -29926,              0,              0,        822224,      6911221,              0.00,              0.00,             14.46
99/01,1110,東泥,      1592467,      2336739,      4724652,              0,        884635,      9538493,        466362,              0,        242930,        529218,      1238510,      5720008,        179909,      1654321,        742659,              0,              0,          3086,      8299983,              0.00,      4301932.00,             14.61
99/01,1201,味全公司,      6335881,         99604,      7263697,        226399,      1358496,     15284077,      5413681,      1671834,        748906,      1620341,      9454762,      5060629,         75602,      1000484,       -457422,              0,              0,        150022,      5829315,              0.00,              0.00,             11.22
99/01,1203,味王公司,      2759447,        323184,      4075957,         30183,        761621,      7950392,      1138336,        219140,        879845,        539488,      2776809,      2197164,         36154,        823169,      1211994,              0,              0,        905102,      5173583,              0.00,      2100000.00,             19.61
99/01,1210,大成長城,     15270573,      1596610,      8481115,        341060,      1188598,     26877956,     10104750,      1485960,         20754,        640935,     12252399,      4711123,      1705654,      2802751,        533080,              0,              0,      4872949,     14625557,              0.00,     35181556.00,             22.37
