年季,公司代號,公司名稱,流動資產,基金與投資,固定資產,無形資產,其他資產,資產合計,流動負債,長期負債,其他負債,負債合計,股本,資本公積,保留盈餘,股東權益其他項目,庫藏股票,少數股權,股東權益合計,換算匯率,換算匯率參考依據,是否經當地會計師查核或核閱
101/03,910069,新曄,      6886640,        494975,        426949,        455724,         32412,      8296700,      4840307,        472970,         11123,      5324400,      2557072,        100656,        546715,       -259436,        -22006,         49299,      2972300,23.92,臺灣銀行9/28平均匯率,毋須經會計師查核或核閱
101/03,910322,康師傅,     75643284,      4445221,    139334568,      7717239,      1577248,    228717560,     93166968,     29420394,      5752176,    128339538,        819345,      8319391,     49491390,      9988340,              0,     31759556,    100378022,USD $ 1 :NTD $ 29.3,臺灣銀行101年9月30日即期匯率,毋須經會計師查核或核閱
101/03,9105,泰金寶,     44847106,        168032,     14405292,        364033,        181746,     59966209,     45032485,        123141,              0,     45155626,      3914454,      3029662,      8958612,     -1092145,              0,              0,     14810583,0.96:1(THB:NT),財報日之匯率,經會計師核閱
101/03,910579,歐聖,      1074035,              0,      3446857,         76878,         51248,      4649018,        741475,      1352385,              0,      2093860,      4737827,        851285,     -3020584,        -13370,              0,              0,      2555158,RMB$1:NT$4.67,我國與十六個貿易對手通貨對美元之匯率,毋須經會計師查核或核閱
101/03,910861,神州,     97401946,      4799763,      4657172,      1610687,      1791375,    110260943,     67247999,     11656070,              0,     78904069,        410794,     11729051,     14811746,      1183374,              0,      3221909,     31356874,HKD＄1：3.7570NT$,以101.12.31www.oanda.com網站公佈匯率換算,毋須經會計師查核或核閱
101/03,910948,融達,      4431329,        983097,         87311,          3363,              0,      5505100,      1924450,              0,              0,      1924450,        147656,      1715571,      1567245,        150178,              0,              0,      3580650,USD$1:NT$29.04,臺灣銀行於財務報表日之即期匯率-買賣均價,毋須經會計師查核或核閱
101/03,9110,越南製造,      5153482,         22067,        911644,          5873,        195290,      6288356,      1275256,              0,              0,      1275256,         34072,              0,      4979028,              0,              0,              0,      5013100,USD＄1：NT$29.3,台北外匯經紀股份有限公司,毋須經會計師查核或核閱
101/03,911602,華豐泰國,      1078539,              0,        665372,              0,         12931,      1756842,        304525,              0,         10689,        315214,        632097,        333737,        533657,              0,        -57863,              0,      1441628,Baht＄1：NT$0.96,101/09/30之匯率,經會計師核閱
101/03,911608,明輝環球,      3077212,        203583,        637444,        347343,         70014,      4335596,      1602497,              0,         14615,      1617112,      1039587,              0,      1613093,        -83648,              0,        149452,      2718484,SGD$1:NTD23.92,臺灣銀行於財務報表日之即期匯率,毋須經會計師查核或核閱
101/03,911609,揚子江,    116031089,     12914943,     18967929,     18070278,      6036853,    172021092,     64649952,     17057603,      5041034,     86748589,     29609609,              0,     53265641,       -724319,        -97762,      3219334,     85272503,RMB$1:NT$4.66,銀行期末平均匯率,毋須經會計師查核或核閱
101/03,911610,聯合環境,      5106579,        444787,        729147,         38848,      5128498,     11447859,      2722468,      3836290,        120243,      6679001,      2201578,         62869,      1876078,        419507,              0,        208826,      4768858,SGD＄1：NT$23.76,臺灣銀行於財務報表日之即期匯率,毋須經會計師查核或核閱
101/03,911611,中國泰山,      4715772,              0,      1905988,            504,         33582,      6655846,        984198,              0,              0,        984198,      2621761,         53596,      3018255,              0,        -21964,              0,      5671648,RMB1:NTD4.6642,Bloomberg顯示9月30日閉市匯率,毋須經會計師查核或核閱
101/03,911612,滬安電力,      8575754,              0,      2723246,        571462,         16510,     11886972,      5618749,        999319,              0,      6618068,      3022797,         44154,      2205927,         -3974,              0,              0,      5268904,4.6052,101/09/30www.oanda.com網站公佈之匯率換算,毋須經會計師查核或核閱
101/03,911616,杜康控股,      4661846,        713300,      1792633,        565418,      1218587,      8951784,      1420256,              0,        327737,      1747993,      1310571,      3079787,      3348927,       -535494,              0,              0,      7203791,RMB$1:NT$4.689,2012年3月底,毋須經會計師查核或核閱
101/03,911622,泰聚亨,      3711700,        291378,      5333040,            464,         99209,      9435791,      3178952,        523217,         12318,      3714487,      5793637,              0,        -21989,         -4713,        -45631,              0,      5721304,THB$1：NT$0.96,以臺灣銀行公佈匯率換算,經會計師核閱
101/03,911626,華運中國,      2660855,              0,      1270871,        172793,              0,      4104519,        532028,              0,              0,        532028,        817182,        640405,      2114904,              0,              0,              0,      3572491,CNY$1:NT$4.66,匯率係採用各該期期末之台灣銀行匯率,毋須經會計師查核或核閱
