年季,公司代號,公司名稱,資產,現金及約當現金,存放央行及拆借銀行同業,公平價值變動列入損益之金融資產-淨額,附賣回票券及債券投資,應收款項-淨額,待出售資產,貼現及放款-淨額,備供出售金融資產-淨額,持有至到期日金融資產-淨額,採權益法之股權投資-淨額,其他金融資產-淨額,不動產投資-淨額,固定資產-淨額,無形資產-淨額,其他資產-淨額,資產總計,負債,央行及金融同業存款,央行及同業融資,公平價值變動列入損益之金融負債,附買回票券及債券負債,應付商業本票-淨額,應付款項,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,應付退休金負債,營業及負債準備,其他金融負債,其他負債,負債總計,股東權益,股本,資本公積,保留盈餘,股東權益其他項目,母公司股東權益合計,少數股權,股東權益總計,母公司暨子公司持有之母公司庫藏股股數（單位：股）,預收股款(股東權益項下)之約當發行股數(單位:股),每股淨值(元)
100/01,2880,華南金,,     27907747,     96380491,     34597905,        843870,     45890063,              0,  1270263134,     65313978,    260519419,         92597,     12650970,        465255,     28367599,        582483,     10970146,  1854845657,,     56500682,              0,     29107450,     23248118,      5570181,     38334882,              0,  1530499148,     35750000,      5460000,              0,      1786753,      9624156,      8229379,      8631669,  1752742418,,     66172778,     12408843,     20632229,      2887994,    102101844,          1395,    102103239,              0,              0,             15.43
100/01,2881,富邦金,,    159319821,     70898952,     69602422,     20130397,    116621338,              0,  1106779823,    813166602,    490332853,      2259187,    513414306,     61106671,     25461376,     11543246,     31123330,  3491760324,,     72287534,              0,     47369166,     32067664,      5698525,     79895305,              0,  1267140234,     92577185,      8145000,              0,              0,  1440133629,    206414964,     16148956,  3267878162,,     85640394,     54496745,     62741738,     16069520,    218948397,      4933765,    223882162,     14533513,              0,             25.61
100/01,2882,國泰金,,    728263962,     72923691,     97103389,     35983142,    125851675,              0,  1409356820,    665490587,    602226713,      2574052,    800962678,    130179583,     38005399,      8270758,     62660728,  4779853177,,     49762078,      1470900,     19576357,     13353804,      1560000,     77879837,              0,  1331919292,     63975538,              0,              0,              0,  2674336110,    305471966,     23746505,  4563052387,,    101544213,     78508148,     27597955,      5168187,    212818503,      3982287,    216800790,              0,              0,             20.96
100/01,2883,開發金,,      6608396,     61406369,     51407534,      6607560,     17299943,              0,     75244944,     61188637,              0,      6496707,     40130164,              0,      3990658,              0,     10810754,    341191666,,      5743541,              0,     16589450,     36307022,      7825245,     11274575,              0,     37364563,     45870358,     10773801,              0,              0,              0,     38268978,      1436945,    211454478,,    111407583,      8562513,     10491092,       -952057,    129509131,        228057,    129737188,    289989000,              0,             11.94
100/01,2884,玉山金控,,     12095737,     46999847,     60067054,      1540622,     39461307,              0,    606784992,     40820627,    271920912,              0,      3703541,              0,     15172787,      3971314,      3421379,  1105960119,,     41582605,              0,     16773844,     13554366,      2998471,     10612294,              0,    918574280,     41500000,              0,              0,              0,         14807,      1758257,      1877208,  1049246132,,     38033000,     10578871,      8081200,         20916,     56713987,              0,     56713987,              0,              0,             14.91
100/01,2885,元大金,,     25327804,    111617774,     40626512,      4270615,     96003704,      6671708,    300586496,     13980361,      2689472,        388510,     21007326,              0,      8477497,     10320961,     12037156,    654005896,,     11963541,              0,     10676629,     15705148,     11236578,     44972620,              0,    370590017,     29575991,     14499240,              0,      1149320,        439909,     11081979,     12024019,    533914991,,     81026107,     25570330,     13199260,       -362070,    119433627,        657278,    120090905,     28042000,              0,             14.79
100/01,2886,兆豐金,,    102619589,    113146361,    156873367,      2416770,    134373701,              0,  1382619676,    178186435,    201243268,      2599121,     24117189,        468019,     21032051,        243193,     16246375,  2336185115,,    194699336,     42347653,     23502395,    171210701,     11006644,     66636818,              0,  1523393299,     51350000,      8980832,              0,      1685406,     14166597,     12442189,      9771940,  2131193810,,    110594262,     43426403,     41138678,      9462848,    204622191,        369114,    204991305,              0,              0,             18.50
100/01,2887,台新金控,,     31876080,     99496639,     69610041,      8571841,    103360175,              0,  1612042816,    237633820,    203229832,        242860,     20715718,              0,     41659744,     22044837,     23473242,  2473957645,,    158862243,              0,     15782067,     48705028,        299871,     49436809,              0,  1903162951,     97402457,        437000,              0,              0,        987368,     18473101,      9192023,  2302740918,,     71029859,     19131957,     11950133,         58011,    102169960,     69046767,    171216727,              0,      1405000,             14.39
100/01,2888,新光金,,     83137856,     72004245,     61588141,     30167087,     56427003,        200964,    535193570,    344948027,    143591452,        168019,    620640118,     91053502,     21715363,      4870360,     30040774,  2095746481,,      5547375,              0,      4237625,     28591732,      9846742,     35650665,              0,    396383097,     26950000,      9982308,      1654000,              0,  1344996133,    123904300,      8406670,  1996150647,,     84363876,      8839562,      3544266,    -11596542,     85151162,     14444672,     99595834,              0,              0,             10.09
100/01,2889,國票金控,,      1466423,         60019,    131841470,      5576185,     15234332,              0,              0,     47664099,              0,      1425479,      4371389,              0,      2088217,        528821,      2406568,    212663002,,     12833377,              0,        399565,    155661255,      6761972,      2181792,              0,              0,              0,              0,              0,         73416,      1289230,      1608460,         54290,    180863357,,     23334493,        276362,      4153939,          5961,     27770755,      4028890,     31799645,     30165000,              0,             12.06
