年季,公司代號,公司名稱,流動資產,基金與投資,固定資產,無形資產,其他資產,資產總計,流動負債,長期負債,各項準備,其他負債,負債總計,股本,資本公積,保留盈餘,股東權益其他調整項目合計,庫藏股票(自98年第4季起併入「其他項目」表達),共同控制下前手權益,少數股權,股東權益總計,預收股款(股東權益項下)之約當發行股數(單位:股),母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值
100/02,1101,台泥,     81575502,     11784220,    140256833,     12501264,     17020236,    263138055,     64627951,     64723363,      5247536,      2337965,    136936815,     36921759,     15966491,     15885610,     28275554,              0,              0,     29151826,    126201240,              0.00,              0.00,             26.29
100/02,1102,亞泥,     50314978,     61476432,     65245401,      4771049,      4058464,    185866324,     31676727,     56369577,      1466299,      1963674,     91476277,     31368137,      8591737,     23242184,     17413956,              0,              0,     13774033,     94390047,              0.00,              0.00,             26.21
100/02,1103,嘉泥,     13125754,      8895108,     11139447,        379961,        362618,     33902888,      3418496,      6919345,      1290719,        363988,     11992548,      7542024,        737005,      7008768,      4209274,              0,              0,      2413269,     21910340,              0.00,    124564328.00,             32.08
100/02,1104,環球水泥,      4557995,      6731171,      3663827,         17624,      2432332,     17402949,      2104566,      1220000,      1179798,        248425,      4752789,      6038919,        159730,      2744704,      3501338,              0,              0,        205469,     12650160,              0.00,              0.00,             20.61
100/02,1108,幸福水泥,      5315286,        236908,      2881871,          3155,        606571,      9043791,      3195057,      1367500,              0,        493138,      5055695,      4047380,         27420,        -90842,         -3165,              0,              0,          7303,      3988096,              0.00,              0.00,              9.84
100/02,1109,信大水泥,      2992495,        901441,      4669985,         70559,        223876,      8858356,        405725,      1440100,              0,        390923,      2236748,      4210008,         42598,      1571354,        -58217,              0,              0,        855865,      6621608,              0.00,              0.00,             13.70
100/02,1110,東泥,      1546688,      2393017,      4672694,              0,        907053,      9519452,        520420,              0,        242930,        431721,      1195071,      5720008,        183487,      1576035,        841257,              0,              0,          3594,      8324381,              0.00,              0.00,             14.55
100/02,1201,味全公司,     18947654,        132680,      8357471,        303589,        951659,     28693053,      7886628,      9380265,        748907,      1733353,     19749153,      5060629,         37921,      2197579,       -647467,              0,              0,      2295238,      8943900,              0.00,              0.00,             13.14
100/02,1203,味王公司,      2752286,        375388,      3867437,          1287,        813189,      7809587,      1156664,        467813,        879845,        502886,      3007208,      2400000,         45012,        502824,      1059505,              0,              0,        795038,      4802379,              0.00,      2294000.00,             16.86
100/02,1210,大成長城,     19437052,      1885644,      8488421,        784080,        569458,     31164655,     14381079,      1330909,         20754,        411328,     16144070,      5194013,      1829368,      2610839,        419007,              0,              0,      4967358,     15020585,              0.00,     36940633.00,             21.96
100/02,1213,大飲,        353768,         34368,        247847,              0,         95154,        731137,        147823,              0,              0,          5783,        153606,        514751,         21938,         42809,         -1967,              0,              0,              0,        577531,              0.00,              0.00,             11.22
100/02,1215,卜蜂企業,      4115392,      1749981,      1616196,         28223,        125729,      7635521,      2987135,          2777,              0,        391177,      3381089,      2320268,            967,        421275,      1415037,              0,              0,         96885,      4254432,              0.00,              0.00,             17.92
100/02,1216,統一,    120945630,     43266969,    111268333,      9312251,     21025815,    305818998,    122745495,     61090352,      1908314,     10635372,    196379533,     45443686,      6261733,     15329245,        943824,              0,              0,     41460977,    109439465,              0.00,              0.00,             15.86
100/02,1217,愛之味,      3891639,      2747578,      4051407,         55217,      1293294,     12039135,      3099200,      3134812,         79974,        247920,      6561906,      4512371,        119271,         83337,        173275,              0,              0,        588975,      5477229,      2956510.00,              0.00,             10.85
100/02,1218,泰山企業,      4573170,      1940940,      2523452,         31461,        286626,      9355649,      3065099,      2005055,        222537,        225992,      5518683,      3430447,         49366,        190115,        132978,              0,              0,         34060,      3836966,              0.00,     13044134.00,             11.88
100/02,1219,福壽實業,      4260191,        271459,      1942840,         12430,         81833,      6568753,      1531851,        255564,        448423,        242535,      2478373,      2924260,         59244,        790531,        300057,              0,              0,         16288,      4090380,              0.00,              0.00,             14.35
100/02,1220,台榮,      1581076,        101065,        981356,         13679,        129323,      2806499,        422156,            770,        157271,        113377,        693574,      1770779,            537,        -68039,        265252,              0,              0,        144396,      2112925,              0.00,              0.00,             11.12
100/02,1225,福懋油,      3700457,        234808,      2714043,         86978,        169195,      6905481,      2239260,      1945334,        100296,         99611,      4384501,      1819011,        152783,        106462,        155986,              0,              0,        286738,      2520980,              0.00,              0.00,             12.77
100/02,1227,佳格,      8946194,        378681,      2139741,         40018,        501534,     12006168,      4058016,        147047,         33685,         32977,      4271725,      4636269,         33947,      2929314,          1407,              0,              0,        133506,      7734443,              0.00,      2703252.00,             20.64
100/02,1229,聯華實業,      3950081,     18681630,      4053129,         54617,        135512,     26874969,      3011368,      2955458,         93543,        207471,      6267840,      8468598,      1074537,      5655744,      5255837,              0,              0,        152413,     20607129,        233500.00,         91000.00,             24.88
100/02,1231,聯華食品,      2521874,          7011,        738557,         43731,        573814,      3884987,      1159401,        557101,              0,        111780,      1828282,      1188816,         73042,        796259,        -14095,              0,              0,         12683,      2056705,              0.00,              0.00,             17.71
100/02,1232,大統益,      3436550,         18795,        909447,          1331,         23447,      4389570,      1667013,              0,              0,         30151,      1697164,      1599749,         23784,      1128493,        -85887,              0,              0,         26267,      2692406,              0.00,              0.00,             16.67
100/02,1233,天仁,        795006,        154851,        800688,          2059,         68147,      1820751,        481713,             63,              0,         16076,        497852,        905919,         60605,        344697,           -355,              0,              0,         12033,      1322899,              0.00,              0.00,             14.47
100/02,1234,黑松,      3000288,      6868181,      2955876,          9545,        753039,     13586929,      1503403,              0,      1915676,        534126,      3953205,      5358281,        184601,      1965470,      2125372,              0,              0,              0,      9633724,              0.00,              0.00,             17.98
100/02,1235,興泰,      1068666,        191387,        138416,              0,        137405,      1535874,        557861,              0,         36662,         23595,        618118,        561688,         27674,         81907,        238719,              0,              0,          7768,        917756,              0.00,      2069525.00,             17.35
100/02,1236,宏亞食品,        606235,         25546,      1521713,          5503,        100826,      2259823,        735245,              0,              0,        219247,        954492,        984932,         33396,        291603,         -4600,              0,              0,              0,      1305331,              0.00,              0.00,             14.18
100/02,1301,台塑,    163687441,    132165624,     80735823,      1595125,      7434480,    385618493,     87997053,     37409239,              0,     10660119,    136066411,     61209046,     12829921,    109702186,     65810929,              0,              0,              0,    249552082,              0.00,              0.00,             40.77
100/02,1303,南亞塑膠,    239643836,     99882596,    145395067,      1810360,      4611252,    491343111,     92752240,     96895390,              0,     21741190,    211388820,     78522986,     28138700,    118856844,     42304491,              0,              0,     12131270,    279954291,              0.00,        183235.00,             34.11
100/02,1304,台聚,     35978081,      3286843,     14251756,        766460,      1875166,     56158306,     16716824,      7138398,        800992,      3005749,     27661963,      9935673,        237198,      5246319,         71264,              0,              0,     13005889,     28496343,              0.00,     75852799.00,             19.65
100/02,1305,華夏,      5403898,        448508,      4625237,         22034,        734367,     11234044,      2314208,      1852362,        592084,      1228895,      5987549,      4248035,          9102,        325111,        528358,              0,              0,        135889,      5246495,              0.00,              0.00,             12.03
100/02,1307,三芳化工,      5319359,        131892,      3943319,        128082,         93544,      9616196,      3538784,        654078,         37782,        281634,      4512278,      3431614,        137866,      1959366,       -424928,              0,              0,              0,      5103918,              0.00,              0.00,             16.36
100/02,1308,亞聚,      5743614,      4368808,        659228,          4999,        579519,     11356168,      2310461,              0,         21469,        267235,      2599165,      3913974,         30787,      3113542,      1698700,              0,              0,              0,      8757003,              0.00,              0.00,             27.97
100/02,1309,台達化工,      6862244,        871926,      1782442,         48324,        222231,      9787167,      4459171,        514224,        143860,        508647,      5625902,      3120493,          4459,        532751,        503562,              0,              0,              0,      4161265,              0.00,              0.00,             14.94
100/02,1310,台苯,      7010730,      2001540,      3068710,        226606,        345032,     12652618,      5776125,        688659,         10420,         47687,      6522891,      5803403,        701450,       -682741,       -535268,              0,              0,        842883,      6129727,              0.00,        265351.00,              9.11
100/02,1312,國喬石化,      6100626,      7904334,      8026416,        716220,        527882,     23275478,      5373603,      1300000,      1062196,        375937,      8111736,      9266203,        184272,      2007808,      1767143,              0,              0,      1938316,     15163742,              0.00,     12424473.00,             14.47
100/02,1313,聯成,     23592566,      4243704,      9678467,        453273,        296993,     38265003,     17117262,      3406799,         99828,        327183,     20951072,     10558032,      1120372,      4713674,        867759,              0,              0,         54094,     17313931,      8354150.00,              0.00,             16.38
100/02,1314,中石化,     20387160,     10479265,     15775714,        123765,      8171831,     54937735,      7609251,      6024526,      3871792,         98049,     17603618,     19744593,        223449,      9288564,      8006262,              0,              0,         71249,     37334117,              0.00,              0.00,             20.76
100/02,1315,達新工業,      4608776,        442365,      1505604,            741,      2069637,      8627123,      1533884,         42590,        710324,        264330,      2551128,      2200000,         29997,        760486,      3063545,              0,              0,         21967,      6075995,              0.00,      7930000.00,             28.55
100/02,1316,上曜,      1291801,         80274,        504614,         47517,         29495,      1953701,        628294,          5075,              0,         13263,        646632,        651661,         85002,          4410,        -29483,              0,              0,        595479,      1307069,              0.00,              0.00,             10.92
100/02,1319,東陽,      8183710,      2671294,     16089899,        794812,        954167,     28693882,      6783415,      5561563,              0,        800417,     13145395,      5548565,      4105154,      4577640,        -90096,              0,              0,      1407224,     15548487,              0.00,      2717378.00,             27.41
100/02,1321,大洋,      1807858,        648123,      1397362,         58546,        675000,      4586889,      1211515,        500000,              0,        427120,      2138635,      2272283,        101383,         66988,          7600,              0,              0,              0,      2448254,              0.00,      6542716.00,             11.09
100/02,1323,永裕,      1534275,              0,      1496135,         44663,         20301,      3095374,      1085362,        596850,          8767,        128701,      1819680,        827887,         53708,        262246,         14052,              0,              0,        117801,      1275694,              0.00,        354727.00,             14.05
100/02,1324,地球工業,        916228,              0,        450594,              0,         17565,      1384387,        353863,              0,              0,         38956,        392819,        751219,              0,        216971,         23378,              0,              0,              0,        991568,              0.00,              0.00,             13.20
100/02,1325,恒大,        987188,         75866,        862048,              0,         99595,      2024697,        199635,              0,         44912,         43879,        288426,      1006828,            766,        562631,         58016,              0,              0,        108030,      1736271,              0.00,              0.00,             17.22
100/02,1326,台化,    225368920,    131917251,    155540198,      1039479,      7921310,    521787158,    128723555,     76178062,              0,      7833768,    212735385,     56904721,      9817433,    114941007,     78548118,              0,              0,     48840494,    309051773,              0.00,     17036314.00,             45.86
