年季,公司代號,公司名稱,流動資產,基金與投資,固定資產,無形資產,其他資產,資產總計,流動負債,長期負債,各項準備,其他負債,負債總計,股本,資本公積,保留盈餘,股東權益其他調整項目合計,庫藏股票(自98年第4季起併入「其他項目」表達),共同控制下前手權益,少數股權,股東權益總計,預收股款(股東權益項下)之約當發行股數(單位:股),母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值
95/04,1101,台泥,     42884233,     10642081,    101516511,        453018,      5853661,    161349504,     19604330,     56628946,      5234097,      2364032,     83831405,     31416129,      5259447,     13243608,     17123656,              0,              0,     10475259,     77518099,              0.00,              0.00,             21.34
95/04,1102,亞泥,     20233731,     45481480,     31683093,              0,      9466185,    106864489,      9195287,     32340762,      1466299,      1849120,     44851468,     25321211,      6888054,     18387057,      9088554,              0,              0,      2328145,     62013021,              0.00,              0.00,             23.57
95/04,1103,嘉泥,     12843197,      1722812,     17074891,      2190375,        564296,     34395571,      4713854,      8952269,      1291202,        838473,     15795798,      6745261,      2490960,      5986825,        470113,       -900635,              0,      3807249,     18599773,              0.00,    136667631.00,             27.50
95/04,1104,環球水泥,      4441536,      4903942,      6137933,        393051,      2215700,     18092162,      2680445,      2361430,      1163773,        509007,      6714655,      5083265,        173058,      2221934,      3213398,              0,              0,        685852,     11377507,              0.00,              0.00,             21.03
95/04,1108,幸福水泥,      5831039,        258780,      2550556,         27759,        542772,      9210906,      3872455,        412500,              0,        453268,      4738223,      4047380,         15956,        397356,          9367,              0,              0,          2624,      4472683,              0.00,              0.00,             11.04
95/04,1109,信大水泥,      3852750,      1046577,      2119702,         18464,        240618,      7278111,        523175,              0,              0,        334329,        857504,      4290898,         20743,      1924206,           -484,              0,              0,        185244,      6420607,              0.00,              0.00,             14.53
95/04,1110,東泥,      1341391,      2575327,      5312947,              0,        474014,      9703679,        390653,        147000,        243226,        701195,      1482074,      5760008,        165443,      1705639,        635244,        -48027,              0,          3298,      8221605,              0.00,      4301932.00,             14.38
95/04,1201,味全公司,      4805565,        209865,      6323216,        480506,      1084332,     12903484,      4759114,      1906490,        748907,      1330034,      8744545,      5060629,         97046,       -852506,       -238503,              0,              0,         92273,      4158939,              0.00,              0.00,              8.04
95/04,1203,味王公司,      2640028,         47571,      4256647,        118194,        743831,      7806271,      1914539,        590531,        879848,        426536,      3811454,      2092537,         36154,        -61537,      1219171,         -4951,              0,        713443,      3994817,              0.00,      2000000.00,             15.83
95/04,1210,大成長城,     10507169,      1067407,      5067451,        228284,        407203,     17277514,      8127122,      1222500,         20754,        341852,      9712228,      4020278,        217884,      1691345,        404450,       -357544,              0,      1588873,      7565286,              0.00,     43446822.00,             16.67
95/04,1213,大飲,        387209,              0,        187358,              0,        181142,        755709,        144693,              0,              0,         35622,        180315,        514751,         21938,         39273,           -568,              0,              0,              0,        575394,              0.00,              0.00,             11.18
95/04,1215,卜蜂企業,      2412890,        334693,      1021101,         31302,        105143,      3905129,      1063508,              0,              0,        193667,      1257175,      2320268,            967,        201509,         15009,              0,              0,        110201,      2647954,              0.00,              0.00,             10.94
95/04,1216,統一,     72736758,     44777906,     99137772,      4236379,     16638146,    237526961,     94889341,     59035633,      1773357,      8025582,    163723913,     33541258,        359707,     10367116,      2360572,              0,              0,     27174395,     73803048,              0.00,              0.00,             13.90
95/04,1217,愛之味,      2526805,      2752648,      2702243,         43067,      1265193,      9289956,      2614073,      2325540,         79974,        203386,      5222973,      3776893,         30267,        -66609,        102088,              0,              0,        224344,      4066983,              0.00,              0.00,             10.17
95/04,1218,泰山企業,      3083005,      2452845,      2708684,         61813,        390219,      8696566,      2910309,      1714688,        280756,        395124,      5300877,      3202434,        124894,        -63177,        290382,       -176458,              0,         17614,      3395689,              0.00,     19586429.00,             11.24
95/04,1219,福壽實業,      2696474,        223016,      2167874,         57508,        119585,      5264457,      1007340,        120000,        505262,        211088,      1843690,      2663184,        240427,        159477,        324827,              0,              0,         32852,      3420767,              0.00,              0.00,             12.72
95/04,1220,台榮,      1757285,        110026,        793882,         26892,        127575,      2815660,        717477,              0,          5813,        109285,        832575,      1770779,            537,        -53545,         35354,              0,              0,        229960,      1983085,              0.00,              0.00,              9.90
95/04,1225,福懋油,      2021965,        176721,      2458405,        119353,        136728,      4913172,      1689821,        960671,        100296,         90923,      2841711,      1627000,        120301,        -26272,         73802,              0,              0,        276630,      2071461,              0.00,              0.00,             11.03
95/04,1227,佳格,      3984790,        957394,      2277222,         21451,        457678,      7698535,      2360502,        642500,          2921,         41790,      3047713,      3209184,         17828,      1259449,        106866,        -21182,              0,         78677,      4650822,              0.00,      2338960.00,             14.35
95/04,1229,聯華實業,      2749011,     11791188,      3898466,        120487,        478439,     19037591,      1846888,      1506675,         95377,        161077,      3610017,      6800449,        630480,      3883826,      3168029,        -30848,              0,        975638,     15427574,        931400.00,      3081000.00,             21.33
95/04,1231,聯華食品,      1619065,         58674,        845464,         47849,        207475,      2778527,        753399,        276436,              0,         61364,      1091199,      1154190,         76975,        430171,          2099,              0,              0,         23893,      1687328,              0.00,              0.00,             14.41
95/04,1232,大統益,      2320425,        217985,      1415480,          1544,         31708,      3987142,      1430771,        120000,              0,         13858,      1564629,      1599749,         23784,        785662,         -4361,              0,              0,         17679,      2422513,              0.00,              0.00,             15.03
95/04,1233,天仁,        682357,         21300,        942128,         27781,         98109,      1771675,        445647,              0,              0,        172567,        618214,        879533,         37709,        268833,        -18032,        -24169,              0,          9587,      1153461,              0.00,      2337207.00,             13.36
95/04,1234,黑松,      1632230,      6991420,      3162427,        107370,        667957,     12561404,        807293,              0,      1915676,        584527,      3307496,      5358281,        184601,      1723463,      1986909,              0,              0,            654,      9253908,              0.00,              0.00,             17.27
95/04,1235,興泰,        641143,         86453,        161065,              0,         71191,        959852,        226985,              0,         60144,         22025,        309154,        409908,         48169,         99105,         95580,        -11584,              0,          9520,        650698,              0.00,      1555604.00,             16.26
95/04,1236,宏亞食品,        680653,         20250,        943396,         15564,        115964,      1775827,        586990,              0,              0,        160653,        747643,        811726,         33396,        179905,          3157,              0,              0,              0,      1028184,              0.00,              0.00,             12.67
95/04,1301,台塑,     98972432,    101910484,     97866247,      2299617,      4528859,    305577639,     43585319,     63417451,              0,      6028200,    113030970,     57204716,     11840850,     87210864,     36290239,              0,              0,              0,    192546669,              0.00,              0.00,             33.66
95/04,1303,南亞塑膠,    166095877,    111221435,    148872925,      2621148,      4842739,    433654124,     76805533,     75262535,              0,     17987700,    170055768,     76235909,     24548943,    122870181,     24312614,         -1945,              0,     15632654,    263598356,              0.00,        177899.00,             32.53
95/04,1304,台聚,     26044159,      4009676,     12491776,      1074682,      2235594,     45855887,     12230122,      8945716,        814616,      2583151,     24573605,      7714032,        269364,      2186128,        817342,       -117298,              0,     10412714,     21282282,              0.00,     41503928.00,             14.89
