年季,公司代號,公司名稱,流動資產,貼現及放款,基金與投資,固定資產,無形資產,其他資產,流動負債,存款及匯款,央行及銀行同業融資,長期負債,其他負債,股本,資本公積,保留盈餘,股東權益其他項目,庫藏股票,資產合計,負債合計,少數股權,股東權益合計,預收股款(股東權益項下)之約當發行股數(單位:股),母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值
98/03,1409,新纖,     21878160,     26458377,      9942878,     16674163,         82112,      3302665,     13588894,     33840817,              0,      5546395,      2997799,     14540738,        710178,      1168410,      1193028,        -95892,     78338355,     55973905,      4847988,     22364450,              0,     17842000,             12
98/03,1718,中纖,     80708241,    207920514,     18197231,     11806830,        342419,      7460021,     26143453,    266436544,              0,      5273816,      1553755,     14105902,      1253647,     -1759341,      2239577,     -1572000,    326435256,    299407568,     12759903,     27027688,              0,    299084283,             12
98/03,2514,龍邦國際,     83525281,     32848440,    120732796,      7568087,              0,     42256438,      5881733,              0,              0,      2392614,    268830976,      5277540,        635504,       -505221,         14795,       -644160,    286931042,    277105323,      5047261,      9825719,              0,     57249000,             10
98/03,2905,三商,     31251101,     14002385,     61289260,      7189358,         16735,     16720635,      8377017,              0,              0,      3716816,    108287193,      5479739,        495649,      2941793,       -609484,       -715430,    130469474,    120381026,      2496181,     10088448,              0,     46732000,             15
