年季,公司代號,公司名稱,資產,現金及約當現金,存放央行及拆借銀行同業,公平價值變動列入損益之金融資產-淨額,附賣回票券及債券投資,應收款項-淨額,待出售資產,貼現及放款-淨額,備供出售金融資產-淨額,持有至到期日金融資產-淨額,採權益法之股權投資-淨額,其他金融資產-淨額,不動產投資-淨額,固定資產-淨額,無形資產-淨額,其他資產-淨額,資產總計,負債,央行及金融同業存款,央行及同業融資,公平價值變動列入損益之金融負債,附買回票券及債券負債,應付商業本票-淨額,應付款項,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,應付退休金負債,營業及負債準備,其他金融負債,其他負債,負債總計,股東權益,股本,資本公積,保留盈餘,股東權益其他項目,母公司股東權益合計,少數股權,股東權益總計,母公司暨子公司持有之母公司庫藏股股數（單位：股）,預收股款(股東權益項下)之約當發行股數(單位:股),每股淨值(元)
97/01,2880,華南金,,     19691142,    152302326,     38580150,      3960170,     45105339,              0,  1053451541,    110274148,    185254405,         94276,     10029963,        499212,     25944068,        617727,     18016095,  1663820562,,     83773384,              0,     46235668,     27916704,      6340260,     40427565,              0,  1301397655,     39850000,      4918421,              0,      1142926,      8303579,        747008,      8528618,  1569581788,,     59702086,     12408866,     19857802,      2266026,     94234780,          3994,     94238774,              0,              0,             15.78
97/01,2881,富邦金,,     36177644,    225850091,     65188134,     15725176,    125745990,              0,    855662507,    260323700,      7153755,        573503,    230620846,     13034859,     21416602,      1393340,     17298745,  1876164892,,     64046896,      6435895,     19910173,     64148826,      2347527,     55368998,              0,  1012134665,     75537332,      4962078,              0,              0,    287697741,     96953319,      9421460,  1698964910,,     77190935,     49092515,     39905568,      6657101,    172846119,      4353863,    177199982,              0,              0,             22.39
97/01,2882,國泰金,,    441086893,     59979986,    164614320,     25309930,     81939768,              0,  1313227619,    452543971,    552989667,      3079285,    411697039,    106393300,     40268435,      7390405,     67315792,  3727836410,,     67231050,      1520250,     63816818,     25550539,              0,     44719350,              0,  1029938255,     18212705,              0,              0,              0,  1995716535,    261685642,      7074761,  3515465905,,     92770192,     81971213,     38847823,     -4044676,    209544552,      2825953,    212370505,     66659815,              0,             22.75
97/01,2883,開發金,,      8359639,     37489968,     45177741,      5021232,     24073016,              0,     78294274,     64779479,              0,     14377104,     49139587,              0,      4143821,              0,     13250613,    344106474,,     16189105,              0,     14759771,     41034664,      2673373,     19734971,              0,     22514155,     51654755,     11101705,              0,              0,              0,     21919687,      4022319,    205604505,,    109620627,      9124184,     12375833,      6388706,    137509350,        992619,    138501969,    207890000,              0,             12.79
97/01,2884,玉山金控,,      7796692,     27467814,    125082023,        509773,     31915206,              0,    524134945,     33799718,     13710201,        134126,      9210602,              0,     12908047,      3906791,      6008135,    796584073,,     36290227,              0,     32574763,     33392616,      1839268,      8243334,              0,    598713878,     33400000,              0,              0,              0,              0,      2792046,        973885,    748220017,,     33033000,      9883176,      6435433,       -987553,     48364056,              0,     48364056,              0,              0,             14.64
97/01,2885,元大金,,      1400897,     36437548,    109277213,     17139706,    105199403,      3229944,    227254649,     16439160,      6066545,      5829725,      7736275,              0,     11353638,      9588236,     21007815,    577960754,,     17639649,              0,      4496209,     29169879,     22775505,     36276355,              0,    295535527,     17300000,     20014039,              0,        857592,      1074527,      1122771,     12770395,    459032448,,     83530437,     27619097,      7730762,       -228218,    118652078,        276228,    118928306,              0,              0,             14.20
97/01,2886,兆豐金,,     87163623,    196371618,    198030960,      3728211,    136236636,              0,  1278909475,    242344636,    126685363,      2623882,     29269649,        378128,     23398195,        357449,     10199379,  2335697204,,    360407961,     56528178,     57471719,    251801642,     16906497,     73676332,              0,  1236863627,     36757692,     18290774,              0,      1553759,     11094360,      7995877,     10451969,  2139800387,,    110594262,     43427034,     34764484,      6431126,    195216906,        679911,    195896817,              0,              0,             17.65
97/01,2887,台新金控,,     32718191,    231498556,     90510671,     22288411,    120837162,              0,  1473161465,     97533821,    138200505,        987685,     20207891,              0,     44715256,     20757601,     53747357,  2347164572,,    209711968,              0,     27962126,     82115613,      6119029,     58516182,              0,  1672930102,    107577415,      3550000,              0,              0,      1583361,        524166,     18910246,  2189500208,,     69880779,     19389426,      4577427,       -711079,     93136553,     64527811,    157664364,              0,              0,             13.33
97/01,2888,新光金,,     83747934,     43353021,    146537054,     20057014,     61343682,              0,    462825349,    161227637,    218410314,        430570,    420029056,     79804242,     19850746,      2884640,     30238439,  1750739698,,     10919986,              0,      5493956,     34208372,     10546605,     24343325,              0,    322271718,     30678088,      5544193,              0,              0,  1068422715,    117968432,     19076570,  1649473960,,     53938636,     20295294,      4479888,      6439953,     85153771,     16111967,    101265738,     38680000,              0,             15.90
97/01,2889,國票金控,,        993857,      3060195,    133952514,      8536881,     11589518,              0,              0,     75541199,        320302,      1301912,      5537240,              0,      2139897,              0,      1595159,    244568674,,     12150000,              0,        187604,    195324289,      2287347,      2328425,              0,              0,              0,              0,              0,        146144,      2100208,      1451993,        175021,    216151031,,     21622801,              0,      3276185,       -213514,     24685472,      3732171,     28417643,              0,              0,             11.42
