年季,公司代號,公司名稱,流動資產,基金與投資,固定資產,無形資產,其他資產,資產總計,流動負債,長期負債,各項準備,其他負債,負債總計,股本,資本公積,保留盈餘,股東權益其他調整項目合計,庫藏股票(自98年第4季起併入「其他項目」表達),共同控制下前手權益,少數股權,股東權益總計,預收股款(股東權益項下)之約當發行股數(單位:股),母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值
98/02,1101,台泥,     48975227,      7969664,    127053361,      3195029,      6708573,    193901854,     40125808,     53731017,      5230295,      1825929,    100913049,     32921759,      8579006,     11825910,     20321045,              0,              0,     19341085,     92988805,              0.00,              0.00,             22.37
98/02,1102,亞泥,     39943989,     52204348,     54649919,      2967870,      7313640,    157079766,     28068063,     42444924,      1466299,      1767154,     73746440,     29857355,      8098710,     19973669,     12732091,              0,              0,     12671501,     83333326,              0.00,              0.00,             24.38
98/02,1103,嘉泥,     10762381,      6899628,     10825822,        917743,        384452,     29790026,      2767746,      6078665,      1291202,        927120,     11064733,      7178779,        388322,      6653026,      3110558,       -836936,              0,      2231544,     18725293,              0.00,    139303165.00,             28.51
98/02,1104,環球水泥,      3762643,      6675983,      6676424,        378145,      2563380,     20056575,      3111640,      2914176,      1169037,        519512,      7714365,      6038919,        157181,      1936512,      3995526,              0,              0,        214072,     12342210,              0.00,              0.00,             20.08
98/02,1108,幸福水泥,      5338760,        280328,      3459905,         31135,        616717,      9726845,      3630916,      1359000,              0,        491522,      5481438,      4047380,         15971,        212745,        -33102,              0,              0,          2413,      4245407,              0.00,              0.00,             10.48
98/02,1109,信大水泥,      3560142,        915940,      2130281,         78019,        714329,      7398711,        415357,              0,              0,        371230,        786587,      4210008,         43689,      1825457,        -91462,              0,              0,        624432,      6612124,              0.00,              0.00,             14.22
98/02,1110,東泥,      1849206,      2488146,      4770120,              0,        889080,      9996552,        869463,              0,        243226,        565763,      1678452,      5720008,        179713,      1666471,        796951,        -48026,              0,          2983,      8318100,              0.00,      4301932.00,             14.65
98/02,1201,味全公司,      5440427,        289339,      6520127,        276369,      1233949,     13760211,      4489833,      1642751,        748907,      1596167,      8477658,      5060629,         77114,        458960,       -371852,              0,              0,         57702,      5282553,              0.00,              0.00,             10.32
98/02,1203,味王公司,      2774235,        410222,      3913661,         60213,        776399,      7934730,      1355509,        233252,        879848,        525339,      2993948,      2197164,         36154,        735576,      1214036,         -4951,              0,        762803,      4940782,              0.00,      2000000.00,             20.16
98/02,1210,大成長城,     13256999,      1454197,      8379295,        356936,      1343995,     24791422,      8342694,      1666411,         20754,        700119,     10729978,      4711123,      1655064,      2211315,        846613,       -218792,              0,      4856121,     14061444,              0.00,     33506245.00,             22.17
98/02,1213,大飲,        324804,         30196,        263802,              0,        127994,        746796,        140591,              0,              0,         37539,        178130,        514751,         21938,         34317,         -2340,              0,              0,              0,        568666,              0.00,              0.00,             11.05
98/02,1215,卜蜂企業,      3412882,        292542,      1305902,         35604,        100452,      5147382,      2054549,              0,              0,        298780,      2353329,      2320268,            967,        352992,         14902,              0,              0,        104924,      2794053,              0.00,              0.00,             11.59
98/02,1216,統一,    104398084,     50229311,    101259264,      5561073,     20726855,    282174587,     95484759,     74634732,      1773357,      9143899,    181036747,     38974002,      6142822,     12452701,      4714272,              0,              0,     38854043,    101137840,              0.00,              0.00,             16.68
98/02,1217,愛之味,      2559925,      2257800,      3375347,         59791,      1131231,      9384094,      2555517,      1469761,         79974,        235903,      4341155,      4476893,         26998,        -12110,        152407,              0,              0,        398751,      5042939,              0.00,              0.00,             10.37
98/02,1218,泰山企業,      3679870,      2046065,      2578157,         46306,        239527,      8589925,      2517495,      2060346,        229042,        222571,      5029454,      3202434,         43540,        127408,        292751,       -136243,              0,         30581,      3560471,              0.00,     12208428.00,             11.46
98/02,1219,福壽實業,      3490640,        272768,      2086362,            243,         99143,      5949156,      1155640,        510155,        505262,        224826,      2395883,      2743080,        215710,        244619,        334546,              0,              0,         15318,      3553273,              0.00,              0.00,             12.90
98/02,1220,台榮,      1369267,        112230,        647952,         15008,        160225,      2304682,        521425,          2843,          5813,        105326,        635407,      1770779,            537,       -273700,          7342,              0,              0,        164317,      1669275,              0.00,              0.00,              8.50
98/02,1225,福懋油,      2866903,        229430,      2838415,        109955,        228526,      6273229,      1957740,      1891239,        100296,        101144,      4050419,      1627000,         94698,         20970,        203047,              0,              0,        277095,      2222810,              0.00,              0.00,             11.96
98/02,1227,佳格,      5908819,        500140,      2232918,         23381,        561742,      9227000,      3336125,        619084,         33685,         25346,      4014240,      3225230,         21606,      1750687,        137832,        -21182,              0,         98587,      5212760,              0.00,      2338960.00,             16.05
98/02,1229,聯華實業,      3119802,     11965949,      5501220,        115645,        190475,     20893091,      2102607,      2983231,         93806,        205874,      5385518,      8144742,        831285,      3856997,      1881354,        -20074,              0,        813269,     15507573,              0.00,              0.00,             18.67
98/02,1231,聯華食品,      1668972,          8652,        824542,         48336,        220702,      2771204,        667417,        298500,              0,        127248,      1093165,      1154190,         76975,        430913,         -4825,              0,              0,         20786,      1678039,              0.00,              0.00,             14.36
98/02,1232,大統益,      2800050,        151628,      1148194,            985,         20948,      4121805,      1484146,              0,              0,         15321,      1499467,      1599749,         23784,        993532,        -15709,              0,              0,         20982,      2622338,              0.00,              0.00,             16.26
98/02,1233,天仁,        800176,          3860,        873146,         18805,         78297,      1774284,        365987,            360,              0,        193867,        560214,        905919,         60602,        256424,        -20236,              0,              0,         11361,      1214070,              0.00,              0.00,             13.28
98/02,1234,黑松,      2594265,      6910465,      3044747,         11774,        545795,     13107046,      1333294,              0,      1915676,        493376,      3742346,      5358281,        184601,      1771497,      2050321,              0,              0,              0,      9364700,              0.00,              0.00,             17.48
98/02,1235,興泰,        672918,        123652,        141839,              0,        177308,      1115717,        269145,              0,         36662,         23222,        329029,        529445,         27674,         83349,        147896,        -11584,              0,          9908,        786688,              0.00,      1950727.00,             15.71
98/02,1236,宏亞食品,        497265,         20250,      1017194,         13016,         95993,      1643718,        290477,              0,              0,        201085,        491562,        852312,         33396,        253542,         12906,              0,              0,              0,      1152156,              0.00,              0.00,             13.52
98/02,1301,台塑,     89659880,    106401503,     99923695,      2469871,      7994129,    306449078,     52636660,     58081154,              0,      6765537,    117483351,     61209046,     12814180,     87212333,     27730168,              0,              0,              0,    188965727,              0.00,              0.00,             33.03
98/02,1303,南亞塑膠,    142452549,     93435541,    159549921,      2382337,      6169034,    403989382,     56633571,     90850814,              0,     16540521,    164024906,     78522986,     26050076,     95403039,     27940281,         -1945,              0,     12050039,    239964476,              0.00,        177899.00,             29.90
98/02,1304,台聚,     25073079,      3583944,     13101164,        998513,      3018846,     45775546,     13057890,      6596719,        800992,      2921107,     23376708,      7714032,        201492,      2966142,        703804,       -135345,              0,     10948713,     22398838,              0.00,     46323928.00,             15.79
98/02,1305,華夏,      5883255,        260414,      3853923,        125228,        813973,     10936793,      2269445,      1799881,        592084,      1163809,      5825219,      4248035,         11845,        139266,        584115,              0,              0,        128313,      5111574,              0.00,              0.00,             11.73
98/02,1307,三芳化工,      4179045,        111345,      3245147,        151691,        185750,      7872978,      1938208,        883100,         37782,        288600,      3147690,      2971094,        137866,      1535803,         80525,              0,              0,              0,      4725288,              0.00,              0.00,             17.97
98/02,1308,亞聚,      2993946,      2689197,        564963,         13694,        595727,      6857527,        781800,              0,         21469,        324669,      1127938,      2609316,         25056,      2037395,      1057822,              0,              0,              0,      5729589,              0.00,              0.00,             21.96
98/02,1309,台達化工,      5370867,        556030,      2019838,         60871,        489910,      8497516,      3223774,      1563877,        143860,        455611,      5387122,      2786155,          4994,        -40634,        359879,              0,              0,              0,      3110394,              0.00,              0.00,             11.16
98/02,1310,台苯,      5988189,      1869881,      2367229,         20025,        471476,     10716800,      4594672,        289024,         41452,        260557,      5185705,      5803403,        236847,        -54576,       -706311,              0,              0,        251732,      5531095,              0.00,     78599688.00,             10.52
98/02,1312,國喬石化,      7836348,      2768611,      9801196,        911809,        819101,     22137065,      8490987,      1292889,      1062196,        695832,     11541904,      7844528,        273012,       -411097,      1669342,       -241078,              0,      1460454,     10595161,              0.00,     13516848.00,             12.69
98/02,1313,聯成,     12991683,      4986696,      6972415,        396557,        522759,     25870110,      5816152,      5129708,         99828,        488955,     11534643,      8444883,        414535,      3374613,      2025369,       -148402,              0,        224469,     14335467,      3950500.00,     11787000.00,             16.95
98/02,1314,中石化,     10255678,      7150661,     18375334,         76338,      8595073,     44453084,      4659071,     14362421,      3879784,        757697,     23658973,     17949630,        320140,     -1779589,      4303930,              0,              0,              0,     20794111,              0.00,              0.00,             11.58
98/02,1315,達新工業,      3689683,        379269,      1643677,         29148,      2124341,      7866118,      1642746,         41312,        710324,        274766,      2669148,      2200000,         14137,        889940,      2114668,        -55915,              0,         34140,      5196970,              0.00,      7930000.00,             24.34
98/02,1316,上曜,        520051,        207336,        327370,         43368,         25707,      1123832,         94007,              0,              0,         50138,        144145,        651661,        122111,          4388,         46868,              0,              0,        154659,        979687,              0.00,              0.00,             12.66
98/02,1319,東陽,      8493003,      1529081,     15130900,        542515,      1830372,     27525871,      9832655,      3817189,              0,        558169,     14208013,      4650495,      1302274,      3108860,        550690,       -201345,              0,      3906884,     13317858,              0.00,     14489001.00,             21.53
98/02,1321,大洋,      1738782,        605137,      1367286,         65943,        659233,      4436381,      1206201,        275000,              0,        386820,      1868021,      2272283,        101383,        230270,            613,        -36189,              0,              0,      2568360,              0.00,      6542716.00,             11.64
98/02,1323,永裕,      1179057,              0,      1267032,         50314,         15405,      2511808,        942031,        337265,          8767,         58543,      1346606,        788464,         53298,        159929,         88991,         -2813,              0,         77333,      1165202,              0.00,        337834.00,             13.86
98/02,1324,地球工業,        742673,              0,        487272,              0,         16170,      1246115,        287936,              0,              0,         31159,        319095,        751219,              0,        133619,         42182,              0,              0,              0,        927020,              0.00,              0.00,             12.34
98/02,1325,恒大,        866968,         75866,        610668,          3095,        107572,      1664169,        114545,              0,         44912,         42882,        202339,        917843,          3158,        395461,         30857,              0,              0,        114511,      1461830,              0.00,              0.00,             15.12
98/02,1326,台化,    124630472,    103651146,    173359439,      1681129,     14625304,    417947490,    102651159,     74452388,              0,      7353303,    184456850,     56904721,      9787450,     87156321,     39819009,       -324121,              0,     40147260,    233490640,              0.00,     16540112.00,             35.10
98/02,1402,遠東新,     73538164,     52612397,    117573767,     20048663,      4078448,    267851439,     77490027,     47049231,      6460128,      4290555,    135289941,     46613529,      9838687,     17492641,     12994823,              0,              0,     45621818,    132561498,              0.00,              0.00,             19.02
98/02,1410,南染,        454087,              0,        972463,              0,         60720,      1487270,        139998,              0,        145501,         50573,        336072,        900000,         21784,        -79640,        271430,              0,              0,         37624,      1151198,              0.00,              0.00,             12.37
98/02,1413,宏洲纖維,      1189801,         14611,      1672893,              0,         81471,      2958776,      1122918,              0,        145598,        240510,      1509026,      2836457,            541,     -1811817,        408813,        -15040,              0,         30796,      1449750,              0.00,      3496585.00,              5.06
98/02,1416,廣豐,      4848348,      1325290,      1129078,          7051,        116150,      7425917,        757805,      1072870,        564332,         64262,      2459269,      5497834,      1272530,     -2016180,        297145,        -84694,              0,             13,      4966648,              0.00,     40294273.00,              9.75
98/02,1417,嘉裕,      2312086,      1131050,      1003296,         31782,        711760,      5189974,        882696,              0,        103078,        107660,      1093434,      3798837,         19571,       -127590,        405722,              0,              0,              0,      4096540,              0.00,              0.00,             10.78
98/02,1418,東華,        563205,        140985,      1401083,         25301,        307416,      2437990,        973970,              0,        318434,        103493,      1395897,      1319276,              0,       -417058,        209214,        -69533,              0,            194,      1042093,              0.00,     10933000.00,              8.61
98/02,1419,新紡,        957231,      2306980,      4798703,              0,         50302,      8113216,      2393994,              0,        764326,         90592,      3248912,      3000413,            595,        605897,      1267731,        -10332,              0,              0,      4864304,              0.00,        803829.00,             16.26
98/02,1432,大魯閣,      2044126,        168723,        683766,         11377,        500548,      3408540,      2036407,        226749,        266563,          2736,      2532455,        885642,         27236,       -843814,        568109,       -111902,              0,        350814,        876085,              0.00,      3734716.00,              6.19
98/02,1434,福懋興業,     17871510,     30979385,     23503875,        514835,      2260366,     75129971,     12655249,     13296140,              0,      1196219,     27147608,     16846646,        698555,      6892640,     20883613,        -26488,              0,      2687397,     47982363,              0.00,      3043228.00,             26.94
98/02,1435,中福國際,        304239,        366021,        568516,              0,         15553,      1254329,        431623,              0,        161746,          5270,        598639,      1397801,             96,       -761408,        176174,       -156956,              0,            -17,        655690,              0.00,     14445000.00,              5.23
98/02,1436,華友聯,      2603567,        277501,          2765,          6362,        626640,      3516835,         22356,              0,              0,         27484,         49840,      3300000,        200058,         93956,        -81670,        -45349,              0,              0,      3466995,              0.00,     13718014.00,             10.96
98/02,1437,勤益投控,      1409351,        157811,      2077708,         25298,      3136797,      6806965,        843791,      1962462,        371810,        204818,      3382881,      2039649,        318310,       -146112,      1148892,              0,              0,         63345,      3424084,              0.00,              0.00,             16.48
98/02,1440,南紡,      6518827,      5100301,     14175836,         40640,      4465960,     30301564,      3862786,              0,      3376038,      1284662,      8523486,     14935240,         75446,      3390996,      3318421,              0,              0,         57975,     21778078,              0.00,              0.00,             14.54
98/02,1441,大東紡織,        659876,        350012,        724819,         27607,         77964,      1840278,        914229,         78328,        161013,        159747,      1313317,        679004,          4786,       -267085,        111330,         -1088,              0,             14,        526961,              0.00,        299807.00,              7.80
98/02,1442,名軒,      2731875,        758532,        106278,              0,         20375,      3617060,      1539645,         44834,              0,          1690,      1586169,      1728084,         57031,        238449,           -135,              0,              0,          7462,      2030891,              0.00,              0.00,             11.71
98/02,1443,立益紡織,      2222220,        143843,      3191111,         67870,         82980,      5708024,      3431075,          5358,        227040,         66121,      3729594,      3010900,        188484,     -1430043,        177997,        -21820,              0,         52912,      1978430,              0.00,     10816357.00,              6.63
98/02,1444,力麗,      6170309,      2958700,      3075160,         32367,        835196,     13071732,      4371253,        697383,          5132,        164701,      5238469,      7679700,        223755,        463030,       -719520,       -145375,              0,        331673,      7833263,              0.00,     23988097.00,             10.08
98/02,1445,大宇紡織,      1004824,        300840,        877053,          4235,          7117,      2194069,        223741,              0,         98272,         73277,        395290,      1477510,        148614,         37360,        177256,        -41961,              0,              0,      1798779,              0.00,      6000000.00,             12.69
98/02,1446,宏和,        608593,        267164,        983281,         14774,      1049156,      2922968,        539804,        420726,              0,         19431,        979961,      1386215,        297239,        172486,         87067,              0,              0,              0,      1943007,              0.00,              0.00,             14.02
98/02,1447,力鵬,      4774832,      1605648,      5796096,         77879,        320391,     12574846,      5763799,        568834,              0,        134301,      6466934,      6528665,      1274457,        209133,     -1376700,       -616569,              0,         88926,      6107912,              0.00,     54369092.00,             10.06
98/02,1449,佳和實業,      3913065,        280752,      2737229,         13909,        605117,      7550072,      3134995,      1694702,        523835,        557035,      5910567,      2495921,        400297,     -1175093,       -394233,       -303480,              0,        616093,      1639505,              0.00,     63707738.00,              5.51
98/02,1451,年興紡織,      6213702,      2287361,      6331007,         35353,        190308,     15057731,      2843330,        695330,              0,        483043,      4021703,      5906431,        384870,      4255880,        488480,              0,              0,            367,     11036028,              0.00,              0.00,             18.68
98/02,1453,大將,        453370,         60855,        246710,              0,         45184,        806119,        254014,              0,         54850,             31,        308895,        409000,              0,         24497,         52100,         -5952,              0,         17579,        497224,              0.00,         98863.00,             11.76
98/02,1454,台富,        922400,        266330,        891937,              0,         24623,      2105290,        439975,        141000,              0,         74958,        655933,      1336284,        112544,        -18052,         61290,        -42710,              0,              1,      1449357,              0.00,     10301194.00,             11.75
98/02,1456,怡華,      1451888,        149339,      1591839,              0,         41008,      3234074,      1672463,        545424,              0,        315690,      2533577,      1675000,         18386,       -226257,       -807595,         -6209,              0,         47172,        700497,              0.00,      4208935.00,              4.00
98/02,1457,宜進,      1668655,        384883,      1947563,         41660,      1607543,      5650304,      1829967,        759553,          3944,         48133,      2641597,      2370000,        398090,       -130881,        153708,       -180184,              0,        397974,      3008707,              0.00,     41907132.00,             13.38
98/02,1459,聯發紡織,      1845509,        859084,      4064807,        104868,        235814,      7110082,      1635213,      2357694,              0,         49182,      4042089,      3311299,        364726,        169241,       -607382,       -302373,              0,        132482,      3067993,              0.00,     43547875.00,             10.21
98/02,1460,宏遠,      4568418,         95537,      3984868,         11122,        165266,      8825211,      2158482,      1365789,        165409,        213827,      3903507,      4825781,         67772,         62810,        256749,       -291428,              0,             20,      4921704,              0.00,     45095585.00,             11.25
98/02,1463,強盛染整,      1312513,         80352,        689683,              0,        170337,      2252885,        361837,              0,         67994,         52973,        482804,      1884108,        157475,       -257785,         56330,       -122468,              0,         52421,      1770081,              0.00,     26589911.00,             10.61
98/02,1464,得力實業,      1833465,         36125,      2109990,         56194,        103428,      4139202,      1246684,              0,              0,        164694,      1411378,      1568490,         73452,         20828,        131019,        -14477,              0,        948512,      2727824,              0.00,      3406000.00,             11.60
98/02,1465,偉全實業,      1640683,         13490,      1112778,         88661,         33152,      2888764,        672586,         68272,              0,         52694,        793552,        863394,        353488,        296711,         60131,              0,              0,        521488,      2095212,              0.00,              0.00,             18.23
98/02,1466,聚隆,        785934,              0,        676013,              0,        183223,      1645170,        832769,        280578,              0,         44077,      1157424,        715978,              0,       -227579,              0,           -653,              0,              0,        487746,              0.00,         87958.00,              6.82
98/02,1467,南緯實業,      2837399,        328865,      1265124,        370522,        320056,      5121966,      1695608,      1350226,         68902,        115562,      3230298,      1649115,         64986,         66811,        -58279,              0,              0,        169035,      1891668,              0.00,              0.00,             10.45
98/02,1468,昶和纖維,      1410971,         29612,      1855009,         60715,         65140,      3421447,      1042394,        419928,         48130,          5726,      1516178,      1604053,         43757,       -168813,        251096,              0,              0,        175176,      1905269,              0.00,              0.00,             10.79
98/02,1469,理隆纖維,        857015,         45728,      1284216,          1064,         36640,      2224663,        763503,              0,              0,          9561,        773064,      1246000,        455920,       -241141,         -9197,              0,              0,             17,      1451599,              0.00,              0.00,             11.65
98/02,1471,首利,      2462705,         18726,      1517738,              0,        135331,      4134500,      2107643,         15818,              0,          4019,      2127480,      1554520,        487694,       -115994,        115729,        -34929,              0,              0,      2007020,              0.00,      1600000.00,             13.05
98/02,1472,三洋紡,        477688,              0,      1181340,          1240,         49846,      1710114,        762036,        121949,         37616,         35442,        957043,        875000,              0,       -219250,        100655,        -37637,              0,         34303,        753071,              0.00,      5348830.00,              8.75
98/02,1473,台南企業,      5125657,        110815,      1478925,         37449,        221006,      6973852,      1947465,        200000,         37967,        304238,      2489670,      1468220,        830586,      1435752,        157686,              0,              0,        591938,      4484182,              0.00,              0.00,             27.84
98/02,1474,弘裕,      1702728,         97025,      1157996,         47711,        146419,      3151879,        974731,        366068,         39283,         10816,      1390898,      1378744,          2610,        221715,        157432,              0,              0,            480,      1760981,              0.00,              0.00,             12.77
98/02,1475,本盟光電,        665287,          2365,        818035,              0,         68265,      1553952,      1208694,              0,              0,              0,      1208694,        465023,              0,       -148183,         14285,              0,              0,         14133,        345258,              0.00,              0.00,              7.12
98/02,1476,儒鴻,      1944249,          2523,      2699222,        113500,        229351,      4988845,      1672908,        283251,              0,        108540,      2064699,      1934803,        293678,        741115,        -51747,              0,              0,          6297,      2924146,              0.00,              0.00,             15.38
98/02,1477,聚陽實業,      4797610,              0,      1114442,              0,        189393,      6101445,      2435219,        530992,              0,         30174,      2996385,      1517106,        605396,        922345,         54526,              0,              0,          5687,      3105060,              0.00,              0.00,             20.43
98/02,1503,士電,      9318622,      4993989,     10743930,        134485,        141176,     25332202,      7261008,        450000,        950717,        990319,      9652044,      5209722,      2556723,      5495083,      2223163,              0,              0,        195467,     15680158,              0.00,              0.00,             29.72
98/02,1504,東元電機,     28963530,     17027385,     15586948,        245582,      3504423,     65327868,     14933700,     12752009,      1080247,      1766728,     30532684,     18231659,      5769052,      6321239,      3649774,       -360122,              0,      1183582,     34795184,              0.00,     23186800.00,             18.67
98/02,1506,正道,      1108307,        128264,      1186518,         22545,        491644,      2937278,      1482398,         66330,         86444,        265555,      1900727,      1022516,         88334,       -434312,        128083,              0,              0,        231930,      1036551,              0.00,              0.00,              7.87
98/02,1507,永大機電,      9604923,        977151,      2943945,        571730,      1060040,     15157789,      4928704,        179937,          2702,        733044,      5844387,      4108200,        219446,      4424957,        439539,        -26551,              0,        147811,      9313402,              0.00,      2129800.00,             22.43
98/02,1512,瑞利,      2310086,              0,      3414678,         92828,        171109,      5988701,      3429151,        135920,        132382,        115997,      3813450,      1818025,         54803,        -49233,        317554,              0,              0,         34102,      2175251,              0.00,              0.00,             11.78
98/02,1513,中興電,      9135737,      1312282,      4409480,        521679,        275276,     15654454,      6478467,        895994,        286075,        446574,      8107110,      4800000,        320792,      1025208,      1212931,        -73899,              0,        262312,      7547344,              0.00,     10329917.00,             15.51
98/02,1514,亞力電機,      2620797,        255867,      1192004,         10617,        182835,      4262120,      1514664,         47600,        164401,        100135,      1826800,      2010670,         98407,         17683,        255308,        -80308,              0,        133560,      2435320,              0.00,     10777072.00,             12.10
98/02,1515,力山,      2573546,        152201,      1920195,         68943,         94830,      4809715,      2479390,        273196,         31782,        254828,      3039196,      2287843,              0,       -553716,        -30167,              0,              0,         66559,      1770519,              0.00,              0.00,              7.45
98/02,1516,川飛,        100615,         31500,         10934,              0,          8853,        151902,         41001,              0,              0,              0,         41001,        963500,          1705,       -854304,              0,              0,              0,              0,        110901,              0.00,              0.00,              1.15
98/02,1517,利奇機械,      3296705,        133095,        762774,        188207,         38107,      4418888,        743612,        245904,          3442,         82970,      1075928,      2278250,         72891,        229988,         51453,              0,              0,        710378,      3342960,              0.00,              0.00,             11.56
98/02,1519,華城電機,      4805693,        101689,      1502272,         35694,         56939,      6502287,      3128826,        258333,         34528,        114434,      3536121,      2486271,         27138,        418852,         30715,              0,              0,          3190,      2966166,              0.00,              0.00,             13.70
98/02,1521,大億,      1107415,        172493,        925504,         15430,        111994,      2332836,        854960,         83240,         66974,         63079,      1068253,        762300,         60472,        422945,         18866,              0,              0,              0,      1264583,              0.00,              0.00,             16.59
98/02,1522,堤維西,      6403950,        575170,      6839107,        138268,        452227,     14408722,      5013758,      3709112,         38717,        169205,      8930792,      2802864,      1347931,        786878,        141833,        -50508,              0,        448932,      5477930,              0.00,      4090540.00,             18.76
98/02,1523,臺灣開億,      1585291,        935199,      3746958,         52856,        121045,      6441349,      1648180,      1023616,              0,        154204,      2826000,      1673196,        444057,      1115525,        208254,              0,              0,        174317,      3615349,              0.00,              0.00,             21.18
98/02,1524,耿鼎企業,      1440504,        103914,      3986431,              0,         12311,      5543160,      2211303,      1115392,         74336,         25051,      3426082,      1624146,        220379,        229092,         80642,        -37181,              0,              0,      2117078,              0.00,      5146327.00,             13.74
98/02,1525,江申工業,        716456,        983721,        512476,              0,         23641,      2236294,        288555,              0,         69799,         83203,        441557,        659480,          1251,        829709,        304297,              0,              0,              0,      1794737,              0.00,              0.00,             28.03
98/02,1526,日馳,        363532,          9231,        432548,             43,         53792,        859146,        223505,        210458,              0,         28132,        462095,        628970,              0,       -232879,            960,              0,              0,              0,        397051,              0.00,              0.00,              6.31
98/02,1527,鑽全,      6205182,        303771,      1633706,            212,         17838,      8160709,      5632251,              0,              0,          9564,      5641815,      1755286,            305,      1269184,       -412144,        -93737,              0,              0,      2518894,              0.00,      2010000.00,             14.52
98/02,1528,恩德,      2301624,         42096,        739392,         71355,         79772,      3234239,        910530,        655783,              0,        108492,      1674805,      1175682,        261487,        106284,          7699,        -17347,              0,         25629,      1559434,              0.00,      2500000.00,             13.63
98/02,1529,樂士,      1217056,         20381,        260915,          1500,        124090,      1623942,        440446,         41438,              0,          9636,        491520,      1597089,          2320,       -468971,              0,              0,              0,          1984,      1132422,              0.00,              0.00,              7.08
