年季,公司代號,公司名稱,流動資產,基金及投資,固定資產,無形資產,其他資產,受託買賣借項,資產合計,流動負債,長期負債,其他負債,受託買賣貸項,負債合計,股本,資本公積,保留盈餘,股東權益其他項目,少數股權,股東權益合計,預收股款(股東權益項下)之約當發行股數(單位:股),母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值
98/01,2855,統一證券,     29939378,        708552,      2431843,            242,      2123230,              0,     35203245,     14304115,      2815645,        328966,        254719,     17703445,     12157062,        255233,      5889526,       -826078,         24057,     17499800,              0,     70000000,             15.25
98/01,2856,元富證券,     35012537,      1387485,      1923437,         43228,      1925582,              0,     40292269,     21899410,      1732054,        364794,        385472,     24381730,     13988726,         33355,      2415002,       -526544,              0,     15910539,              0,     54485167,             11.83
98/01,6005,群益證,     31831479,      1595301,      4166237,        389999,      3305202,              0,     41288218,     21987262,        727466,        361385,        299930,     23376043,     16107860,        890015,        367326,        162012,        384962,     17912175,              0,              0,             10.88
98/01,6012,金鼎證券,     24621398,        666988,      2159182,        252539,      1823748,              0,     29523855,     18788297,              0,        340599,        184955,     19313851,     10827764,              0,       -694762,         33655,         43347,     10210004,              0,              0,              9.39
