年季,公司代號,公司名稱,流動資產,貼現及放款,基金與投資,固定資產,無形資產,其他資產,流動負債,存款及匯款,央行及銀行同業融資,長期負債,其他負債,股本,資本公積,保留盈餘,股東權益其他項目,庫藏股票,資產合計,負債合計,少數股權,股東權益合計,預收股款(股東權益項下)之約當發行股數(單位:股),母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值
101/01,1409,新纖,     38119935,     33980552,      7843996,     20729963,         41282,      6036435,     20881366,     44816296,              0,      8186308,      2731770,     18282070,      1122021,      2936029,      1194040,              0,    106752163,     76615740,      6602263,     30136423,              0,     47922487,             13
101/01,1718,中纖,     93901812,    283531114,     23120252,     14004284,         28272,      4901590,     22648258,    341197992,      2804875,     14471801,      1634114,     14105902,      1866302,      2154716,       -440977,              0,    419487324,    382757040,     19044341,     36730284,              0,    281312859,             15
101/01,2514,龍邦國際,    129803952,     42231606,    154123906,      9530482,         12735,     41836991,      6662068,              0,              0,      6886101,    351153664,      5144340,        802173,      1047590,     -1519483,              0,    377539672,    364701833,      7363219,     12837839,              0,     43929000,             11
101/01,2905,三商,     52364051,     49522283,    365798470,      9653700,         70799,     60768303,      9547143,              0,              0,      9075251,    503510149,      6064743,        904056,      4072825,     -2361569,              0,    538177606,    522132543,      7365008,     16045063,              0,     34785000,             15
