年季,公司代號,公司名稱,流動資產,基金與投資,固定資產,無形資產,其他資產,資產總計,流動負債,長期負債,各項準備,其他負債,負債總計,股本,資本公積,保留盈餘,股東權益其他調整項目合計,庫藏股票(自98年第4季起併入「其他項目」表達),共同控制下前手權益,少數股權,股東權益總計,預收股款(股東權益項下)之約當發行股數(單位:股),母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值
97/01,1101,台泥,     57472047,      8585002,    115141508,      3081599,      5613889,    189894045,     29783960,     50842189,      5230295,      3128988,     88985432,     32486372,      8513568,     16468055,     23338774,              0,              0,     20101844,    100908613,              0.00,              0.00,             24.87
97/01,1102,亞泥,     31580632,     58827306,     40094875,      2167388,      8264093,    140934294,     18445813,     38324283,      1466299,      1781759,     60018154,     27346909,      7181473,     25039277,     17367145,              0,              0,      3981336,     80916140,              0.00,              0.00,             28.13
97/01,1103,嘉泥,     11792973,      6998190,      9560603,        956168,        452623,     29760557,      3022556,      5094272,      1291202,        835115,     10243145,      6718881,        477937,      7164870,      3714313,       -850177,              0,      2291588,     19517412,              0.00,    128464631.00,             31.70
97/01,1104,環球水泥,      5184427,      5518555,      6106738,        341982,      2506206,     19657908,      2935454,      2695061,      1169037,        496586,      7296138,      5591592,        167717,      2269602,      3586743,              0,              0,        746116,     12361770,              0.00,              0.00,             20.77
97/01,1108,幸福水泥,      5777757,        279128,      2949628,         31099,        595780,      9633392,      3500908,      1192100,              0,        477482,      5170490,      4047380,         15965,        422013,        -24599,              0,              0,          2143,      4462902,              0.00,              0.00,             11.02
97/01,1109,信大水泥,      4326799,      1003783,      2148106,         11888,        248165,      7738741,        416422,              0,              0,        420219,        836641,      4290898,         28462,      2004401,        -12777,              0,              0,        591116,      6902100,              0.00,              0.00,             14.71
97/01,1110,東泥,      1541034,      2814168,      5262931,              0,        472627,     10090760,        531492,         65334,        243226,        634196,      1474248,      5760008,        167947,      1870396,        862859,        -48026,              0,          3328,      8616512,              0.00,      4301932.00,             15.07
97/01,1201,味全公司,      4901223,        269154,      6487671,        386349,      1080768,     13125165,      4554066,      1744006,        748907,      1434909,      8481888,      5060629,         77114,       -281043,       -274942,              0,              0,         61519,      4643277,              0.00,              0.00,              9.05
97/01,1203,味王公司,      3198129,        319484,      4435145,         90079,        795431,      8838268,      2744148,        745964,        879848,        486499,      4856459,      2092537,         36154,       -122932,      1247492,         -4951,              0,        733509,      3981809,              0.00,      2000000.00,             15.67
97/01,1210,大成長城,     17434100,      1587169,      5871611,        273872,        581843,     25748595,     10791676,      1786713,         20754,        476849,     13075992,      4218966,      1368282,      2534744,        662040,       -218792,              0,      4107363,     12672603,              0.00,     31930941.00,             21.96
