年季,公司代號,公司名稱,資產,現金及約當現金,存放央行及拆借銀行同業,公平價值變動列入損益之金融資產-淨額,附賣回票券及債券投資,應收款項-淨額,待出售資產,貼現及放款-淨額,備供出售金融資產-淨額,持有至到期日金融資產-淨額,採權益法之股權投資-淨額,其他金融資產-淨額,不動產投資-淨額,固定資產-淨額,無形資產-淨額,其他資產-淨額,資產總計,負債,央行及金融同業存款,央行及同業融資,公平價值變動列入損益之金融負債,附買回票券及債券負債,應付商業本票-淨額,應付款項,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,應付退休金負債,營業及負債準備,其他金融負債,其他負債,負債總計,股東權益,股本,資本公積,保留盈餘,股東權益其他項目,母公司股東權益合計,少數股權,股東權益總計,母公司暨子公司持有之母公司庫藏股股數（單位：股）,預收股款(股東權益項下)之約當發行股數(單位:股),每股淨值(元)
98/04,2880,華南金,,     22612227,    158603970,     30564528,      4207728,     47782437,              0,  1104845657,     74026832,    323514101,         90152,     10236107,        444626,     25685218,        532693,     13352472,  1816498748,,     48621314,              0,     42265550,     22946876,      4211898,     42178480,              0,  1510245575,     31000000,      3300000,              0,      1622286,      8338173,        690156,      7342678,  1722762986,,     62723012,     12408844,     16953579,      1648989,     93734424,          1338,     93735762,              0,              0,             14.94
98/04,2881,富邦金,,    106629773,    336270404,     50353641,     11800984,    113178452,              0,  1030738436,    664109803,    163406066,      1870977,    475140119,     54116063,     23546652,     10670721,     18421236,  3060253327,,     77994314,              0,     30373167,     18843218,      2699438,     64735103,              0,  1264933517,     74496099,        990000,              0,              0,  1121870801,    169710216,     20626579,  2847272452,,     81261865,     53964908,     55748192,     17493086,    208468051,      4512824,    212980875,      9080000,              0,             25.68
98/04,2882,國泰金,,    644422576,     79124653,    143643937,     43401815,     99153661,              0,  1328382255,    553416933,    672357520,      2505287,    519517990,    117426032,     39657723,      8227881,     44297758,  4295536021,,     45571009,      1601500,     26703247,      8745465,      1170000,     38143397,              0,  1288413420,     56437209,        300000,              0,              0,  2328637481,    274580400,      9809725,  4080112853,,     96708774,     78240933,     30699084,      6546446,    212195237,      3227931,    215423168,              0,              0,             21.94
98/04,2883,開發金,,      8886524,     37427390,     31616497,      2849762,     17254179,              0,     64519126,     51821747,              0,     12492428,     46196340,              0,      4132162,              0,     10936740,    288132895,,      4702740,              0,     13810008,     21686484,      2901243,     12827405,              0,     20406443,     48780769,     11237694,              0,              0,              0,     17881155,      2020850,    156254791,,    112172050,      8694472,      7268902,      3018022,    131153446,        724658,    131878104,    673160000,              0,             12.44
98/04,2884,玉山金控,,      9821032,    217175215,     40126282,      3384993,     37147658,              0,    550483765,     37300338,     18278241,              0,      7279134,              0,     14184114,      4048234,      3089363,    942318369,,     39051957,              0,     15856882,     14518968,      1344707,      8641721,              0,    769286147,     39000000,              0,              0,              0,              0,      2128437,        551834,    890380653,,     36528000,     10451904,      4759376,        198436,     51937716,              0,     51937716,     21000000,              0,             14.30
98/04,2885,元大金,,     24725466,     76234814,     43681736,      5763931,     78822370,         45376,    234052877,     21530609,      3037942,      6344547,     15635177,              0,      8798986,      8574465,     11432546,    538680842,,     13554760,              0,      6468442,     15208950,      1529779,     46252081,              0,    299375413,     22300000,      3193077,              0,      1015563,        894027,        404295,     13024219,    423220606,,     81021057,     24943557,      8849485,        421074,    115235173,        225063,    115460236,     28000000,              0,             14.27
98/04,2886,兆豐金,,    314204440,     90674726,    127525330,        796095,    121355347,              0,  1281835254,    233016512,    263152861,      2727944,     24820588,        514113,     23176304,        323719,     13408350,  2497531583,,    396380466,     57517261,     35384545,    171365526,      7105666,     57498958,              0,  1484628885,     50153000,     11266600,              0,      1955840,     14024884,      4035556,      9918901,  2301236088,,    110594262,     43426403,     31916182,      9717733,    195654580,        640915,    196295495,              0,              0,             17.69
98/04,2887,台新金控,,     35368984,    218154436,     58566143,      9891904,    102296124,              0,  1506226128,     74329348,    236509666,        225464,     25463237,              0,     42851989,     20586747,     44320235,  2374790405,,    176568225,              0,     19342423,     33083342,              0,     44608499,              0,  1842559851,     88579768,        162000,              0,              0,      2028738,        592863,     10958872,  2218484581,,     65151162,     19076045,      9074633,        247124,     93548964,     62756860,    156305824,              0,              0,             14.36
98/04,2888,新光金,,     90944350,     75426749,     54080585,     24215241,     59178401,        399606,    469811263,    402290773,      7451894,        167346,    567035064,     98229923,     18440715,      2335046,     32083199,  1902090155,,      3291486,              0,      1332232,     16793770,      5299295,     21073908,              0,    343741714,     24300858,      9965944,      1654000,              0,  1254464912,    117286477,     10207321,  1809411917,,     78677876,     22746593,    -13982585,     -8292738,     79149146,     13529092,     92678238,     31400000,              0,             10.10
98/04,2889,國票金控,,      1167822,      1490089,    102079545,        848195,     13336298,              0,              0,     55506092,              0,      1416194,      4350959,              0,      2430315,        162378,      2369114,    185157001,,     12475000,              0,        623044,    132559689,      4469180,      3093844,              0,              0,              0,              0,              0,         86470,      1756285,      1978864,         52444,    157094820,,     21947143,              0,      2132385,        134132,     24213660,      3848521,     28062181,    100000000,              0,             11.56
