年季,公司代號,公司名稱,流動資產,基金與投資,固定資產,無形資產,其他資產,資產總計,流動負債,長期負債,各項準備,其他負債,負債總計,股本,資本公積,保留盈餘,股東權益其他調整項目合計,庫藏股票(自98年第4季起併入「其他項目」表達),共同控制下前手權益,少數股權,股東權益總計,預收股款(股東權益項下)之約當發行股數(單位:股),母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值
101/01,1101,台泥,     74147213,     17404694,    144824317,     14322955,      7849027,    258548206,     60355404,     59102530,      5229361,      2396992,    127084287,     36921759,     16042392,     21922855,     23940503,              0,              0,     32636410,    131463919,              0.00,              0.00,             26.77
101/01,1102,亞泥,     49777974,     62361836,     71546441,      4950541,      3918620,    192555412,     30418628,     52401175,      3449871,      2361177,     88630851,     31368137,      6637785,     29034608,     20983684,              0,              0,     15900347,    103924561,              0.00,              0.00,             28.06
101/01,1103,嘉泥,     12219082,      6646883,     11243480,        340703,        175293,     30625441,      3846465,      6392865,      1290719,        434028,     11964077,      7542024,        771014,      6706855,      1247947,              0,              0,      2393524,     18661364,              0.00,    128301152.00,             25.99
101/01,1104,環球水泥,      2301364,      7278710,      3997657,         14997,      2221010,     15813738,      1123357,              0,      1179798,        238038,      2541193,      6038919,        153520,      3190924,      3704986,              0,              0,        184196,     13272545,              0.00,              0.00,             21.67
101/01,1108,幸福水泥,      5602079,         84422,      2698239,          5470,        568555,      8958765,      2487621,      1734500,              0,        501651,      4723772,      4047380,         27426,          8509,        147302,              0,              0,          4376,      4234993,              0.00,              0.00,             10.45
101/01,1109,信大水泥,      3067999,        898824,      5293066,         75983,        292873,      9628745,        919101,      1476500,              0,        393089,      2788690,      4210008,         42598,      1664769,            -68,              0,              0,        922748,      6840055,              0.00,              0.00,             14.06
101/01,1110,東泥,      1133437,      2249304,      4953240,              0,        930785,      9266766,        379033,              0,        311371,        207433,        897837,      5720008,        185047,      1627204,        802630,              0,              0,         34040,      8368929,              0.00,      2112865.00,             14.63
101/01,1201,味全公司,     19209532,         61438,     10325161,        500307,      1461633,     31558071,      7905893,     10637419,      1007250,      1879652,     21430214,      5060629,         37921,      2766130,         53821,              0,              0,      2209356,     10127857,              0.00,              0.00,             15.65
101/01,1203,味王公司,      3180299,        270566,      3818160,            232,        829260,      8098517,      1759079,        185550,        879845,        535796,      3360270,      2400000,         45011,        462783,      1076615,              0,              0,        753838,      4738247,              0.00,      2293865.00,             16.76
101/01,1210,大成長城,     19106949,      1892946,      9703341,        840387,        676454,     32220077,     13599919,      1522704,         20754,        254953,     15398330,      5247491,      1980193,      3311782,        520249,              0,              0,      5762032,     16821747,              0.00,     38767909.00,             22.76
101/01,1213,大飲,        342414,         33872,        317367,              0,        100215,        793868,        124991,              0,         30839,          6313,        162143,        514751,         21938,         58066,         36970,              0,              0,              0,        631725,              0.00,              0.00,             12.27
101/01,1215,卜蜂企業,      4421120,      2267728,      2063004,         27542,        151389,      8930783,      3393270,        302441,              0,        408051,      4103762,      2320268,            967,        469699,      1944359,              0,              0,         91728,      4827021,              0.00,              0.00,             20.41
101/01,1216,統一,    124952843,     41713158,    126676326,     11146581,     21994946,    326483854,    120520491,     68484751,      2169441,     11838681,    203013364,     45443686,      6500842,     23134682,      1507495,              0,              0,     46883785,    123470490,              0.00,              0.00,             16.85
101/01,1217,愛之味,      2470877,      2870591,      4228273,         52231,      1248390,     10870362,      1595048,      3184569,         79974,        273235,      5132826,      4976893,        249445,         43862,         -5272,              0,              0,        472608,      5737536,              0.00,     10484000.00,             10.81
101/01,1218,泰山企業,      3352487,      2059415,      2532898,         30109,        338472,      8313381,      2121372,      1961164,        222537,        219255,      4524328,      3430447,         50467,        186240,         84768,              0,              0,         37131,      3789053,              0.00,     13435457.00,             11.38
101/01,1219,福壽實業,      3991771,        287267,      1992001,         10651,         78997,      6360687,      1322504,        400000,        448422,        220023,      2390949,      2924260,         59244,        686986,        291189,              0,              0,          8059,      3969738,              0.00,              0.00,             13.55
101/01,1220,台榮,      1821326,        100927,        938997,         13828,        130145,      3005223,        547145,          1610,        157271,        115164,        821190,      1770779,            537,          3791,        252606,              0,              0,        156320,      2184033,              0.00,              0.00,             11.45
101/01,1225,福懋油,      3613155,        249787,      2666230,         87957,        201845,      6818974,      2207171,      1882265,         95560,         98476,      4283472,      1819087,        152803,         87266,        205919,              0,              0,        270427,      2535502,          7633.00,              0.00,             12.45
101/01,1227,佳格,      9390928,        335279,      2166234,         32568,        450499,     12375508,      2704822,          1995,         33685,         39428,      2779930,      4636269,         40704,      4670284,         96841,              0,              0,        151480,      9595578,              0.00,      3379065.00,             20.52
101/01,1229,聯華實業,      3048450,     19428335,      4028124,         71178,         81244,     26657331,      2333704,      2425000,         93543,        206395,      5058642,      8481011,      1120465,      6537009,      5303347,              0,              0,        156857,     21598689,        288800.00,         94000.00,             25.28
101/01,1231,聯華食品,      2477208,          7011,      1643214,         41327,        569406,      4738166,      1292745,      1050266,              0,        121980,      2464991,      1188816,         73042,      1016101,        -17521,              0,              0,         12737,      2273175,              0.00,              0.00,             19.01
101/01,1232,大統益,      3060136,         18795,        779468,            902,         13714,      3873015,        742798,              0,              0,         27071,        769869,      1599749,         23784,      1543328,        -93876,              0,              0,         30161,      3103146,              0.00,              0.00,             19.21
101/01,1233,天仁,        757738,        285018,        956112,          1199,         70278,      2070345,        283440,              0,         47401,         15944,        346785,        905919,         60605,        509823,        232514,              0,              0,         14699,      1723560,              0.00,              0.00,             18.86
101/01,1234,黑松,      4071999,      8520292,      3794721,          9834,        754335,     17151181,      1506384,              0,      2219482,        530318,      4256184,      5358281,        184601,      2249910,      5102205,              0,              0,              0,     12894997,              0.00,              0.00,             24.07
101/01,1235,興泰,      1117481,        196477,        205043,              0,        152512,      1671513,        671518,            274,         54280,         22260,        748332,        561688,         27674,         90815,        240263,              0,              0,          2741,        923181,              0.00,      2131610.00,             17.03
101/01,1236,宏亞食品,        792579,         25546,      1828620,         17094,        118825,      2782664,        761323,        350000,              0,        244380,      1355703,        984932,         33396,        414458,         -5825,              0,              0,              0,      1426961,              0.00,              0.00,             14.49
101/01,1301,台塑,    150391156,    129623970,     77232364,      1265109,      8561889,    367074488,     48811855,     52556667,              0,     11341522,    112710044,     61209046,     12829706,    124124151,     56201541,              0,              0,              0,    254364444,              0.00,              0.00,             41.56
101/01,1303,南亞塑膠,    222828851,    101142594,    146052993,      2608300,      7733972,    480366710,     70586232,    107690911,              0,     21878569,    200155712,     78522986,     27565361,    123007783,     38275901,              0,              0,     12838967,    280210998,              0.00,        183235.00,             34.05
101/01,1304,台聚,     36949918,      3145141,     15201112,        805964,      1804725,     57906860,     16172404,      7210478,        800992,      3019906,     27203780,      9935673,        228019,      7034404,        -25065,              0,              0,     13530049,     30703080,              0.00,     90815718.00,             19.02
101/01,1305,華夏,      5287046,        325855,      5013580,         25642,        826516,     11478639,      2275972,      2111099,        592084,      1217161,      6196316,      4248035,          8994,        289520,        590844,              0,              0,        144930,      5282323,              0.00,              0.00,             12.09
101/01,1307,三芳化工,      5877729,        124464,      5032156,        129763,         68211,     11232323,      2448925,      1421217,        414610,        415188,      4699940,      3431614,        137866,      2484077,        478826,              0,              0,              0,      6532383,              0.00,              0.00,             19.04
101/01,1308,亞聚,      4803509,      4647245,        677037,          3428,        591263,     10722482,        758064,              0,         21469,        270885,      1050418,      3913974,         30906,      3906616,      1820568,              0,              0,              0,      9672064,              0.00,              0.00,             24.71
