年季,公司代號,公司名稱,流動資產,貼現及放款,基金與投資,固定資產,無形資產,其他資產,流動負債,存款及匯款,央行及銀行同業融資,長期負債,其他負債,股本,資本公積,保留盈餘,股東權益其他項目,庫藏股票,資產合計,負債合計,少數股權,股東權益合計,預收股款(股東權益項下)之約當發行股數(單位:股),母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值
96/04,1409,新纖,     27312006,     25614588,     10816400,     15145633,         47398,      2644793,     12392144,     35808484,              0,      7378718,      3042159,     14540738,        720131,      1076163,      1834828,              0,     81580818,     58621505,      4787453,     22959313,              0,              0,             12
96/04,1712,興農,      3690257,              0,         39150,      2585493,        248783,        995586,      2109852,              0,              0,        247329,        615831,      3644184,         50137,        929697,        -42090,         -8926,      7559269,      2973012,         13255,      4586257,              0,              0,             12
96/04,1718,中纖,     60830919,    192468949,     15329259,     10605190,        826139,     10042652,     13679044,    237688593,              0,      4472637,      2084541,     14641000,      1096687,      2110493,      2476581,     -1601742,    290103108,    257924815,     13455274,     32178293,              0,    279389283,             15
96/04,2514,龍邦國際,     61584424,     28698806,    113348003,      8162128,              0,     31930763,      8816130,              0,              0,        878136,    221216624,      5026857,      1378658,        633560,        -25162,       -465836,    243724124,    230910890,      6265157,     12813234,              0,     41788000,             14
96/04,2905,三商,     40932933,     12762850,     36256543,      9080108,         22715,     14186770,     16454299,              0,              0,      4921934,     77468434,      5413733,        354949,      2345593,         12112,       -733179,    113241919,     98844667,      7004044,     14397252,              0,     49336646,             15
