年季,公司代號,公司名稱,流動資產,貼現及放款,基金與投資,固定資產,無形資產,其他資產,流動負債,存款及匯款,央行及銀行同業融資,長期負債,其他負債,股本,資本公積,保留盈餘,股東權益其他項目,庫藏股票,資產合計,負債合計,少數股權,股東權益合計,預收股款(股東權益項下)之約當發行股數(單位:股),母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值
100/03,1409,新纖,     36284343,     32863061,      8022736,     18217738,         45459,      7825787,     20731394,     43275066,              0,      7382416,      2484556,     18282070,      1142900,      2643048,      1133689,              0,    103259124,     73873432,      6183985,     29385692,              0,     23644633,             13
100/03,1718,中纖,     84846466,    264762692,     14478558,     12505192,        420700,      5979604,     17516303,    314737229,      1982500,     13732316,      1569352,     14105902,      1770348,      1926817,       -273357,              0,    382993212,    349537700,     15925802,     33455512,              0,    269062859,             15
100/03,2514,龍邦國際,    258087738,     40752663,      4585944,      9213523,         10600,     41021902,      6097295,              0,              0,     11094014,    327404395,      5144340,        560801,        921940,     -2159249,              0,    353672370,    344595704,      4608834,      9076666,              0,     43929000,              9
100/03,2905,三商,     57244167,     49025009,    331399100,      9759288,        102833,     55936072,      9967002,              0,              0,     10078810,    470240273,      6089923,        896107,      4228255,     -4113699,              0,    503466469,    490286085,      6079798,     13180384,              0,     37603000,             12
