年季,公司代號,公司名稱,流動資產,貼現及放款,基金與投資,固定資產,無形資產,其他資產,流動負債,存款及匯款,央行及銀行同業融資,長期負債,其他負債,股本,資本公積,保留盈餘,股東權益其他項目,庫藏股票,資產合計,負債合計,少數股權,股東權益合計,預收股款(股東權益項下)之約當發行股數(單位:股),母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值
97/04,1409,新纖,     21747718,     26834098,      8219773,     16697134,         88973,      3331103,     12445944,     36172076,              0,      5511617,      3149867,     14540738,        727607,        709193,     -1081476,        -95892,     76918799,     57279504,      4839125,     19639295,              0,              0,             10
97/04,1712,興農,      4692328,              0,         34036,      3377505,        177113,      1089482,      3673976,              0,              0,        466436,        700546,      3492693,         53221,      1089080,        -48923,        -69264,      9370464,      4840958,         12699,      4529506,              0,              0,             12
97/04,1718,中纖,     76826841,    201741645,     18616432,     11986489,        343739,      8046779,     24972604,    258678175,              0,      3806561,      1640415,     14353100,      1211568,       -842062,      1932153,     -1779305,    317561925,    289097755,     13588716,     28464170,              0,    323571283,             13
97/04,2514,龍邦國際,     60757079,     32385650,    122500579,      7672205,              0,     33247867,      9384391,              0,              0,      1735753,    240431739,      5277540,      1136964,     -1709907,     -1133853,       -658778,    256563380,    251551883,      2099531,      5011497,              0,     57249000,              6
97/04,2905,三商,     24138417,     14417180,     50851370,      7278906,         16979,     12336252,      8848599,              0,              0,      3675965,     88698174,      5479739,        453923,      2135132,     -2335579,       -739328,    109039104,    101222738,      2822479,      7816366,              0,     46731821,              9
