年季,公司代號,公司名稱,流動資產,基金及投資,固定資產,無形資產,其他資產,受託買賣借項,資產合計,流動負債,長期負債,其他負債,受託買賣貸項,負債合計,股本,資本公積,保留盈餘,股東權益其他項目,少數股權,股東權益合計,預收股款(股東權益項下)之約當發行股數(單位:股),母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值
100/02,2855,統一證券,     47548747,        474347,      2592210,            784,      1872136,        594611,     53082835,     32449953,              0,         32893,              0,     32482846,     13046456,        404127,      7318381,       -194807,         25832,     20599989,              0,     20064000,             16.98
100/02,2856,元富證券,     65314410,      1068759,      2167990,        293379,      1978848,        127454,     70950840,     51428981,              0,         99537,              0,     51528518,     15172685,        371005,      3880940,         -2308,              0,     19422322,              0,              0,             12.98
100/02,6005,群益證,     59323746,      1897143,      6755742,      3568687,      2808273,        158017,     74511608,     39292341,      5425167,        504296,              0,     45221804,     23690730,      2735007,      2248607,        -74171,        689631,     29289804,              0,              0,             12.25
