年季,公司代號,公司名稱,資產,現金及約當現金,存放央行及拆借銀行同業,公平價值變動列入損益之金融資產-淨額,附賣回票券及債券投資,應收款項-淨額,待出售資產,貼現及放款-淨額,備供出售金融資產-淨額,持有至到期日金融資產-淨額,採權益法之股權投資-淨額,其他金融資產-淨額,不動產投資-淨額,固定資產-淨額,無形資產-淨額,其他資產-淨額,資產總計,負債,央行及金融同業存款,央行及同業融資,公平價值變動列入損益之金融負債,附買回票券及債券負債,應付商業本票-淨額,應付款項,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,應付退休金負債,營業及負債準備,其他金融負債,其他負債,負債總計,股東權益,股本,資本公積,保留盈餘,股東權益其他項目,母公司股東權益合計,少數股權,股東權益總計,母公司暨子公司持有之母公司庫藏股股數（單位：股）,預收股款(股東權益項下)之約當發行股數(單位:股),每股淨值(元)
98/03,2880,華南金,,     21015395,    154281451,     29748707,      5712629,     41568300,      1206444,  1074220881,     77609610,    285911973,         86361,      9879220,        429021,     25720722,        519905,     14481064,  1742391683,,     56484676,              0,     44265723,     16673234,      2619369,     46905762,         88304,  1434262200,     28000000,      3412033,              0,      1581562,      8599697,        683650,      6908914,  1650485124,,     62723012,     12408813,     15429121,      1344285,     91905231,          1328,     91906559,              0,              0,             14.65
98/03,2881,富邦金,,     84130085,    310607186,     54960110,     19709064,    109368038,              0,  1029895393,    647247908,    162743868,      1496727,    446235748,     54465541,     23636798,     10814137,     22170749,  2977481352,,    107883449,              0,     37362917,      7771076,      1099620,     71749080,              0,  1223910646,     70703438,      2270000,              0,              0,  1055191678,    176535512,     15576992,  2770054408,,     81253615,     53917063,     50525535,     16852734,    202548947,      4877997,    207426944,              0,              0,             24.93
98/03,2882,國泰金,,    517372218,     98185794,    159838990,     47094441,     87603122,              0,  1318258834,    505561902,    686878693,      2549220,    505379152,    117876873,     40458458,      7747118,     47234133,  4142038948,,     49223311,      1610000,     37462966,      8519252,        600000,     41374765,              0,  1231284396,     36644084,              0,              0,              0,  2242038913,    275665879,     11161558,  3935585124,,     97375372,     81709322,     27490192,     -3351807,    203223079,      3230745,    206453824,     66659815,              0,             21.01
98/03,2883,開發金,,      9862700,     29404585,     31896430,      2569377,     19069407,              0,     66041846,     48822399,              0,     13091233,     45272272,              0,      4213630,              0,     12245997,    282489876,,      2332709,              0,     15027153,     20603506,      4953349,     23461446,              0,     19717458,     40762655,      9102281,              0,              0,              0,     17155407,      1923813,    155039777,,    112172050,      8694971,      5618839,        275287,    126761147,        688952,    127450099,    673160000,              0,             12.02
98/03,2884,玉山金控,,      8928704,    175302454,     43100050,      5496861,     35522536,              0,    546889518,     34368174,     18244193,              0,      7634337,              0,     12969539,      3998206,      4336726,    896791298,,     37448526,              0,     18534183,     19320254,        287474,     11129118,              0,    718303800,     37500000,         50000,              0,              0,              0,      2373350,        579200,    845525905,,     36528000,     10451904,      4276307,          9182,     51265393,              0,     51265393,     21000000,              0,             14.12
98/03,2885,元大金,,     18938955,     41086860,     66625468,     17472765,     78790433,         40880,    234277255,     22229735,      3048484,      6187985,     14830807,              0,      8437848,      8617510,     13993577,    534578562,,     10033457,              0,      6213048,     22686881,      4438410,     55676968,              0,    285445310,     22300000,        388363,              0,        956206,        854857,        768352,     10748431,    420510283,,     81021057,     24945182,      7589330,        310616,    113866185,        202094,    114068279,     28000000,              0,             14.10
98/03,2886,兆豐金,,    417222446,    116560528,    144388279,      2136850,     96858536,              0,  1282221007,    235229234,    209360533,      2539907,     26255691,        515285,     23291126,        331048,     13086552,  2569997022,,    521348083,     49938671,     39867572,    186019512,      4227242,     70954556,              0,  1412824995,     54153100,      7853000,              0,      1756247,     15423519,      4320260,      9098958,  2377785715,,    110594262,     43426403,     28943046,      8663966,    191627677,        583630,    192211307,              0,              0,             17.33
98/03,2887,台新金控,,     28788146,    242638523,     75534810,      5509574,    103843617,              0,  1458151470,     61806855,    252197590,      1215779,     34701911,              0,     43797893,     20757601,     46086367,  2375030136,,    179641362,              0,     24959847,     51145776,        499839,     57349918,              0,  1799715999,     88508339,              0,              0,              0,      2520307,        616580,     23712469,  2228670436,,     69880779,     19076045,     -4586680,        306118,     84676262,     61683438,    146359700,              0,              0,             12.12
98/03,2888,新光金,,     44108849,     56124705,     67367434,     42787764,     53680153,              0,    468992562,    415929921,      7457205,        183487,    566124034,     78386631,     18952185,      2335046,     33042632,  1855472608,,      3849575,              0,      1058905,     27831815,      2349877,     14788601,              0,    334315299,     22030286,      6278249,      1654000,              0,  1232415985,    116360848,      8271390,  1771204830,,     73677876,     22249844,    -15440100,     -9035745,     71451875,     12815903,     84267778,     31400000,              0,              9.74
98/03,2889,國票金控,,      1140144,             13,    111392955,      8342091,     10818169,              0,              0,     56139391,              0,      1426060,      5479465,              0,      2418751,        162378,      2523949,    199843366,,     12720000,              0,      2453977,    145361787,      4538253,      2910615,              0,              0,              0,              0,              0,         88712,      1860205,      2323216,         32430,    172289195,,     21947143,              0,      1578320,        279563,     23805026,      3749145,     27554171,    100000000,              0,             11.36
