年季,公司代號,公司名稱,流動資產,基金與投資,固定資產,無形資產,其他資產,資產合計,流動負債,長期負債,其他負債,負債合計,股本,資本公積,保留盈餘,股東權益其他項目,庫藏股票,少數股權,股東權益合計,換算匯率,換算匯率參考依據,是否經當地會計師查核或核閱
97/04,9102,東亞科,      3746121,        201902,      1461966,        195710,         49357,      5655056,      3549817,         35098,              0,      3584915,      2230526,         40673,       -367725,         80477,         -3885,         90075,      2070141,22.85,資產負債表日台銀新加坡收盤價買賣平均匯率,經會計師查核
97/04,9103,美德醫,      2093182,              0,      1102322,         33353,        139361,      3368218,      1242601,        536900,              0,      1779501,        714541,        172220,        622336,         11534,              0,         68086,      1588717,US$1:NT$32.86,以97年12月31日之匯率換算,經會計師查核
97/04,910322,康師傅,     26839256,      2321125,     64761796,      2986145,      2280912,     99189234,     40530402,      6582731,      1608774,     48721907,        916235,     10866213,     22440054,      5373757,              0,     10871068,     50467327,USD$1:NT$32.80,臺灣銀行97年12月31日即期匯率,經會計師查核
97/04,9104,萬宇科,      6582015,         30728,        686979,        195783,        377255,      7872760,      4435089,      1232758,          3564,      5671411,          3421,        468390,      1561963,         92466,              0,         75109,      2201349,3.8700,OANDA萬達亞太私人有限公司提供之匯率報價,經會計師查核
97/04,910482,聖馬丁,      2512544,         82787,        765224,        484187,         36933,      3881675,      1398609,         68522,         21292,      1488423,        235715,        409521,      1594105,        110618,              0,         43293,      2393252,HKD$1:NT$4.234,財報資料,經會計師查核
97/04,9105,泰金寶,     46732735,         65007,      7611256,        561539,        399791,     55370328,     41456361,              0,              0,     41456361,      3655759,      2890961,      7425727,        -58480,              0,              0,     13913967,0.93:1(THB:NT),財報日之匯率,經會計師查核
97/04,910579,歐聖,      2365309,              0,      2160194,         30481,         20240,      4576224,        328242,              0,              0,        328242,      2535763,        323128,      1487867,       -107992,              0,          9216,      4247982,4.82,我國與16個貿易對手通貨對美元之匯率,經會計師查核
97/04,9106,新焦點,      1746612,              0,        733863,        374475,        100319,      2955269,      1187991,        398718,            922,      1587631,        227645,        531231,        488893,        -41368,              0,        161237,      1367638,RMB＄1：NT$4.8073,臺灣銀行於財務報表日之即期匯率,經會計師查核
97/04,910801,金衛醫療,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,0,0,經會計師查核
97/04,9110,越南製造,      6223162,         25426,      1358029,          6105,        140422,      7753144,      2099595,              0,          1469,      2101064,         38212,              0,      5613868,              0,              0,              0,      5652080,USD$1:NT$32.86,依財務報表日之匯率換算,經會計師查核
97/04,911201,僑威,      3877814,         53823,      2479656,         11408,         87678,      6510379,      2845338,        358738,        149421,      3353497,        110672,        808831,        776372,        296225,              0,      1164782,      3156882,HKD＄1：NT$4.233,台灣銀行,經會計師查核
97/04,911606,超級集團,      3924458,      1076754,      2037215,        456093,        357873,      7852393,      1412183,        527887,              0,      1940070,      3260646,          2013,      2599901,       -176328,         -9083,        235174,      5912323,SGD$1:NT$22.879,97.12.31www.oanda.com網站公佈之匯率,經會計師查核
97/04,911609,揚子江,     76172007,         93569,      9435214,     15444488,          1977,    101147255,     66226345,              0,        596811,     66823156,     24391449,              0,     11154492,     -1218908,         -2934,              0,     34324099,RMB$1：NT$ 4.81,我國與十六個貿易對手通貨對美元之匯率,毋須經會計師查核或核閱
97/04,911610,聯合環境,      1069552,        207011,         43396,         51156,      1327051,      2698166,        338447,        411145,         28366,        777958,      1249803,         23326,        551635,         95444,              0,              0,      1920208,SGD$1:NT$22.3,依臺灣銀行98.3.31即期匯率,毋須經會計師查核或核閱
97/04,911612,滬安電力,      2712850,              0,        490682,        165672,         22424,      3391628,      2320711,          9282,              0,      2329993,             24,              0,        152276,        909335,              0,              0,      1061635,4.8141,以97/12/31www.oanda.com公佈之匯率換算,經會計師核閱
97/04,911868,同方友友,      7253948,        334119,      5424175,        191649,         25233,     13229124,      1247715,      1340087,              0,      2587802,        322216,      4858391,      5017172,        415029,              0,         28514,     10641322,HKD$1:NT$4.233,2008年年末,經會計師查核
97/04,9136,巨騰,     19169662,        583891,     10192476,        296585,          9287,     30251901,     13646769,      3975384,              0,     17622153,        423300,      4549214,      5773008,      1202142,              0,        682084,     12629748,HKD＄1：NT$4.233,台灣銀行,經會計師查核
97/04,9151,中國旺旺,     26834762,        168330,     18208428,      1508537,         23386,     46743443,     10634809,      5412000,              0,     16046809,      8663825,    -13751466,     32181786,      3455578,              0,        146911,     30696634,USD1:NTD32.80,臺灣銀行於財務報表日之即期匯率,經會計師核閱
97/04,9157,陽光能源,      5070463,              0,      2355193,        228804,        796751,      8451211,      2269963,         14463,        180917,      2465343,        732958,      3412813,      1424751,        415346,              0,              0,      5985868,RMB$1 : NT$4.8161,中央銀行 97/12/31之匯率,經會計師查核
97/04,9188,精熙國際,      5580625,              0,      1068788,          8364,         24469,      6682246,        914037,              0,              0,        914037,         34965,      2816040,      2658773,        258431,              0,              0,      5768209,USD1:NTD32.8,依臺灣銀行即期匯率(買入賣出平均價),經會計師核閱
