年季,公司代號,公司名稱,流動資產,基金及投資,固定資產,無形資產,其他資產,受託買賣借項,資產合計,流動負債,長期負債,其他負債,受託買賣貸項,負債合計,股本,資本公積,保留盈餘,股東權益其他項目,少數股權,股東權益合計,預收股款(股東權益項下)之約當發行股數(單位:股),母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值
96/04,2855,統一證券,     51829104,      3246166,      2453674,              0,      2035981,         43342,     59608267,     35357278,      4349936,        309062,              0,     40016276,     11768695,         50110,      7822209,        -49023,              0,     19591991,              0,              0,             16.65
96/04,2856,元富證券,     56755919,      1006805,      2005256,         66038,      2026591,        238344,     62098953,     40956772,      2300000,        466456,              0,     43723228,     13988726,         16806,      4308445,         61748,              0,     18375725,              0,      3457000,             13.17
96/04,6005,群益證,     68072526,        637645,      4279805,        400864,      2562760,        218041,     76171641,     51336433,        895481,        460794,              0,     52692708,     14741150,        845050,      7612311,         90706,        189716,     23478933,              0,              0,             15.80
96/04,6012,金鼎證券,     39408715,        671381,      2182434,        252539,      2148326,         19442,     44682837,     30706303,      1900000,        383710,              0,     32990013,     10827764,              0,        790312,         29342,         45406,     11692824,              0,              0,             10.76
