年季,公司代號,公司名稱,流動資產,基金與投資,固定資產,無形資產,其他資產,資產總計,流動負債,長期負債,各項準備,其他負債,負債總計,股本,資本公積,保留盈餘,股東權益其他調整項目合計,庫藏股票(自98年第4季起併入「其他項目」表達),共同控制下前手權益,少數股權,股東權益總計,預收股款(股東權益項下)之約當發行股數(單位:股),母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值
101/03,1101,台泥,     74772745,     17537989,    141865687,     14417383,      7814711,    256408515,     61349504,     60383761,      5229361,      2321823,    129284449,     36921759,     16013952,     19442149,     23755008,              0,              0,     30991198,    127124066,              0.00,              0.00,             26.04
101/03,1102,亞泥,     49211298,     60385863,     70625987,      4836929,      3874171,    188934248,     42289781,     43412616,      3449871,      2025530,     91177798,     32309181,      6579963,     24109902,     19576720,              0,              0,     15180684,     97756450,              0.00,              0.00,             25.56
101/03,1103,嘉泥,     12894122,      4702466,     10530231,        220352,        166733,     28513904,      2818489,      8171178,      1290719,        483536,     12763922,      7768285,        794367,      5443192,       -555881,              0,              0,      2300019,     15749982,              0.00,    132150185.00,             20.86
101/03,1104,環球水泥,      2211234,      7403657,      4020044,         14871,      2218472,     15868278,      1144714,              0,      1179798,        238550,      2563062,      6038919,        153520,      3273876,      3662726,              0,              0,        176175,     13305216,              0.00,              0.00,             21.74
101/03,1108,幸福水泥,      5438600,         84422,      2649205,          5470,        548723,      8726420,      2385705,      1604500,              0,        499322,      4489527,      4047380,         27431,         48921,        109788,              0,              0,          3373,      4236893,              0.00,              0.00,             10.46
101/03,1109,信大水泥,      2924694,        898824,      5031127,         75485,        294120,      9224250,      1032556,      1173680,              0,        392950,      2599186,      4210008,         42598,      1516550,        -21521,              0,              0,        877429,      6625064,              0.00,              0.00,             13.65
101/03,1110,東泥,      1214268,      2266155,      4920462,              0,        926423,      9327308,        414918,              0,        311371,        183071,        909360,      5720008,        185152,      1642651,        836216,              0,              0,         33921,      8417948,              0.00,      2112865.00,             14.71
101/03,1201,味全公司,     21528436,        254882,     11802567,        490257,      1513814,     35589956,     10180887,     11502851,      1007250,      1906566,     24597554,      5060629,         37921,      2877359,          8065,              0,              0,      3008428,     10992402,              0.00,              0.00,             15.78
101/03,1203,味王公司,      2857131,        275705,      3729873,            232,        828999,      7691940,      1379571,        194995,        879845,        549335,      3003746,      2400000,         45012,        426985,      1066702,              0,              0,        749495,      4688194,              0.00,      2293865.00,             16.57
101/03,1210,大成長城,     19988240,      2026361,     10419280,        842171,        677978,     33954030,     14930990,      1889984,         20754,        248025,     17089753,      5664572,      2285214,      2896792,        461239,              0,              0,      5556460,     16864277,              0.00,     40688225.00,             22.16
101/03,1213,大飲,        417211,         33872,        315311,              0,         96113,        862507,        181298,              0,         30839,          6118,        218255,        514751,         21938,         70642,         36921,              0,              0,              0,        644252,              0.00,              0.00,             12.52
101/03,1215,卜蜂企業,      4825091,      2021306,      2453381,         27291,        159937,      9487006,      3795569,        564715,              0,        418649,      4778933,      2320268,            967,        609780,      1694950,              0,              0,         82108,      4708073,              0.00,              0.00,             19.94
101/03,1216,統一,    130509709,     41318224,    133818280,     11549250,     22924207,    340119670,    131331300,     70964974,      2169441,     11716173,    216181888,     48624744,      6523308,     22233457,        863002,              0,              0,     45693271,    123937782,              0.00,              0.00,             16.09
101/03,1217,愛之味,      3340187,      3131365,      4264768,         47905,      1289730,     12073955,      2377121,      3609064,         79974,        272664,      6338823,      4976893,        264825,        101560,        -60188,              0,              0,        452042,      5735132,              0.00,     10484000.00,             10.84
101/03,1218,泰山企業,      4291393,      2011504,      2649366,         25234,        256153,      9233650,      2672284,      2219038,        222537,        208287,      5322146,      3533360,         53201,        213070,         75783,              0,              0,         36090,      3911504,              0.00,     13838519.00,             11.42
101/03,1219,福壽實業,      3581839,        275123,      2018365,         10651,         70250,      5956228,      1091852,        300000,        448422,        224107,      2064381,      3070473,         59244,        463450,        291183,              0,              0,          7497,      3891847,              0.00,              0.00,             12.65
101/03,1220,台榮,      1834849,        100942,        917944,         13565,        115198,      2982498,        420829,         11406,        157271,        116108,        705614,      1770779,            537,         93897,        256408,              0,              0,        155263,      2276884,              0.00,              0.00,             11.98
101/03,1225,福懋油,      3610293,        243609,      2622100,         85921,        202069,      6763992,      2298652,      1662308,         95560,        118874,      4175394,      1873899,         98279,        137649,        202596,              0,              0,        276175,      2588598,            242.00,              0.00,             12.34
101/03,1227,佳格,      9391759,        241612,      2209894,         28948,        462844,     12335057,      2856073,          1611,         33685,         35633,      2927002,      5748973,         48814,      3416132,         55237,              0,              0,        138899,      9408055,              0.00,      4190040.00,             16.24
101/03,1229,聯華實業,      2916006,     19405881,      3909550,         70157,         82345,     26383939,      2217263,      2425000,         93543,        222405,      4958211,      8488543,      1111167,      6609963,      5117154,              0,              0,         98901,     21425728,        502000.00,         94000.00,             25.13
101/03,1231,聯華食品,      2507104,          5528,      1666455,         40560,        573587,      4793234,      1320259,      1010738,              0,        123499,      2454496,      1224480,         73042,      1049448,        -19618,              0,              0,         11386,      2338738,              0.00,              0.00,             19.01
101/03,1232,大統益,      3315372,         18795,        736276,            895,         13719,      4085057,      1133284,              0,              0,         26982,      1160266,      1599749,         23784,      1367082,        -97630,              0,              0,         31806,      2924791,              0.00,              0.00,             18.08
101/03,1233,天仁,        665535,        313239,        949097,            739,         70164,      1998774,        344197,              0,         47401,         18615,        410213,        905919,         60605,        436829,        171967,              0,              0,         13241,      1588561,              0.00,              0.00,             17.39
101/03,1234,黑松,      4541541,      8488870,      3743126,          9593,        757152,     17540282,      1922244,              0,      2219482,        526292,      4668018,      5358281,        184601,      2230543,      5098839,              0,              0,              0,     12872264,              0.00,              0.00,             24.02
101/03,1235,興泰,      1237525,        186681,        202693,              0,        158193,      1785092,        729525,            272,         54280,         21385,        805462,        561688,         27674,        121227,        267577,              0,              0,          1464,        979630,              0.00,      2131610.00,             18.10
101/03,1236,宏亞食品,        885672,         25546,      1818128,              0,        134951,      2864297,        799550,        430000,              0,        247205,      1476755,      1083425,         33396,        277315,         -6594,              0,              0,              0,      1387542,              0.00,              0.00,             12.81
101/03,1256,F-鮮活,        472567,              0,        230705,         22429,          7091,        732792,        317975,              0,              0,          6445,        324420,        176400,         60109,        168805,          1409,              0,              0,          1649,        408372,              0.00,              0.00,             23.06
101/03,1301,台塑,    136350598,    124516471,     76022872,      1271374,      7548649,    345709964,     56632224,     53425736,              0,     12197839,    122255799,     61209046,     12829562,    106561841,     42853716,              0,              0,              0,    223454165,              0.00,              0.00,             36.51
101/03,1303,南亞塑膠,    227410522,     93728744,    146033733,      2528432,      8078411,    477779842,     86703941,    111367195,              0,     21388843,    219459979,     78522986,     25546581,    108408057,     33985227,              0,              0,     11857012,    258319863,              0.00,        183235.00,             31.39
101/03,1304,台聚,     35071886,      3428531,     15537236,        792355,      1740635,     56570643,     15079184,      6250335,        800992,      3050502,     25181013,     11426024,        264363,      5678431,        172603,              0,              0,     13848209,     31389630,              0.00,    104438075.00,             16.90
101/03,1305,華夏,      5010208,        327904,      4967878,         25642,        825192,     11156824,      2251338,      1411591,        592084,      1231488,      5486501,      4248035,          9335,        644465,        577631,              0,              0,        190857,      5670323,              0.00,              0.00,             12.90
101/03,1307,三芳化工,      6161159,        130070,      4924876,        127614,         54074,     11397793,      2624988,      1463167,        414610,        471489,      4974254,      3534562,        137866,      2305573,        445538,              0,              0,              0,      6423539,              0.00,              0.00,             18.17
101/03,1308,亞聚,      4583850,      4812026,        672646,          3428,        595969,     10667919,        546841,              0,         21469,        274335,        842645,      4696769,         31794,      3122908,      1973803,              0,              0,              0,      9825274,              0.00,              0.00,             20.92
101/03,1309,台達化工,      7379820,        889771,      2081620,         45491,        239695,     10636397,      5506811,        400000,        143860,        529122,      6579793,      3276518,          4862,        190542,        584682,              0,              0,              0,      4056604,              0.00,              0.00,             12.38
101/03,1310,台苯,      5957723,      1678127,      3558543,        106874,        369941,     11671208,      5439080,        623976,        215524,         58891,      6337471,      5803403,        185372,     -1238056,       -256571,              0,              0,        839589,      5333737,              0.00,        265351.00,              7.75
101/03,1312,國喬石化,      6395943,      6479407,      9318462,        720666,        277450,     23191928,      4438772,      1200000,      1062196,        374457,      7075425,      9266203,        252310,      3337982,      1469313,              0,              0,      1790695,     16116503,              0.00,      8254473.00,             15.60
101/03,1313,聯成,     25838300,      3807606,     10823090,      1042219,        405162,     41916377,     17627905,      5744250,         99828,        321396,     23793379,     11263692,      1152665,      5048736,        606447,              0,              0,         51458,     18122998,      1389500.00,      6883000.00,             16.14
101/03,1314,中石化,     16791442,      4641453,     18021423,         58267,      6952822,     46465407,      5305922,      1337754,      3871792,         90625,     10606093,     23199897,        160174,      8345937,      4108765,              0,              0,         44541,     35859314,              0.00,              0.00,             18.14
101/03,1315,達新工業,      4012824,        505456,      1574508,         86377,      1879300,      8058465,      1030422,         44707,        710324,        296094,      2081547,      2200000,         48512,      1173949,      2533892,              0,              0,         20565,      5976918,              0.00,      7930000.00,             28.09
101/03,1316,上曜,      1439857,         61380,        730606,         56829,         82118,      2370790,        822189,        278113,         33660,         10836,      1144798,        668127,         90821,       -109181,          5155,              0,              0,        571070,      1225992,              0.00,      4279000.00,             10.47
101/03,1319,東陽,      7887074,      3172470,     16335924,        730516,        405433,     28531417,      6008000,      5104099,              0,        759062,     11871161,      5770508,      4107114,      5428170,        -83871,              0,              0,      1438335,     16660256,              0.00,      3023897.00,             26.52
101/03,1321,大洋,      1614493,        691837,      5757275,         58927,        719272,      8841804,      1201072,        700000,      1350538,        420946,      3672556,      2272283,        101383,        -78039,      2873621,              0,              0,              0,      5169248,              0.00,      6542716.00,             23.42
101/03,1323,永裕,      1611086,              0,      1593572,         41321,         24684,      3270663,        931495,        697181,          8767,        179479,      1816922,        827887,         54660,        396510,         11159,              0,              0,        163525,      1453741,              0.00,        354727.00,             15.65
101/03,1324,地球工業,        971868,              0,        423515,              0,         17745,      1413128,        358550,              0,              0,         44892,        403442,        751219,              0,        229097,         29370,              0,              0,              0,      1009686,              0.00,              0.00,             13.44
101/03,1325,恒大,        964682,         75866,        900074,              0,        100988,      2041610,        103189,              0,         48265,         39213,        190667,      1006828,            766,        597699,        140917,              0,              0,        104733,      1850943,              0.00,              0.00,             17.34
