年季,公司代號,公司名稱,流動資產,基金及投資,固定資產,無形資產,其他資產,受託買賣借項,資產合計,流動負債,長期負債,其他負債,受託買賣貸項,負債合計,股本,資本公積,保留盈餘,股東權益其他項目,少數股權,股東權益合計,預收股款(股東權益項下)之約當發行股數(單位:股),母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值
99/04,2855,統一證券,     48667628,        529625,      2607443,            663,      1917078,        288133,     54010570,     33091572,              0,        433101,              0,     33524673,     12319334,        399809,      8063587,       -320703,         23870,     20485897,              0,     30025000,             17.02
99/04,2856,元富證券,     79425291,      1093609,      2182851,        318460,      2014877,        178053,     85213141,     65475881,              0,        439699,              0,     65915580,     14770628,        296015,      4187321,         43597,              0,     19297561,              0,        822000,             13.17
99/04,6005,群益證,     65738536,      1789433,      6708241,      3243615,      3809772,              0,     81289597,     44948581,      6015212,        630334,         33681,     51627808,     23057225,      2598127,      2424045,        -57890,      1640282,     29661789,              0,              0,             12.15
99/04,6012,金鼎證券,     17316875,        633326,      2043241,        295590,      1488425,         92163,     21869620,     10975333,              0,        427280,              0,     11402613,     10827764,              0,       -421775,         24323,         36695,     10467007,              0,              0,              9.63
