年季,公司代號,公司名稱,流動資產,貼現及放款,基金與投資,固定資產,無形資產,其他資產,流動負債,存款及匯款,央行及銀行同業融資,長期負債,其他負債,股本,資本公積,保留盈餘,股東權益其他項目,庫藏股票,資產合計,負債合計,少數股權,股東權益合計,預收股款(股東權益項下)之約當發行股數(單位:股),母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值
99/01,1409,新纖,     25901042,     25291662,     10399130,     16513234,         67608,      3545792,     14980842,     34049871,              0,      5994955,      2403684,     15366012,        680287,      1486087,      1685316,              0,     81718468,     57429352,      5071414,     24289116,              0,      8842000,             12
99/01,1718,中纖,     77993605,    225528592,     17108071,     12131840,        424300,      6726610,     18656485,    282198005,        318190,      8400322,      1653835,     14105902,      1326455,       -227927,       -104042,              0,    339913018,    311226837,     13585793,     28686181,              0,    304552380,             13
99/01,2514,龍邦國際,     85835659,     34079563,    137303065,      7666265,              0,     42759333,      7836384,              0,              0,      4130332,    283216785,      5277540,        635504,        701114,       -676787,              0,    307643885,    295183501,      6523013,     12460384,              0,     57249000,             12
99/01,2905,三商,     34189224,     13923213,     71147790,      7089608,         25129,     17792575,      8405747,              0,              0,      4169103,    121439126,      5479739,        496501,      2965953,     -1334949,              0,    144167539,    134013976,      2546319,     10153563,              0,     46731821,             15
