年季,公司代號,公司名稱,現金及約當現金,存放央行及拆借銀行同業,公平價值變動列入損益之金融資產-淨額,附賣回票券及債券投資,應收款項-淨額,待出售資產,貼現及放款-淨額,備供出售金融資產-淨額,持有至到期日金融資產-淨額,採權益法之股權投資-淨額,其他金融資產-淨額,固定資產-淨額,無形資產,其他資產,資產總計,央行及銀行同業存款,應付商業本票-淨額,公平價值變動列入損益之金融負債,附買回票券及債券負債,應付款項,與待出售資產直接相關之負債,存款及匯款,央行及同業融資、應付金融債券,特別股負債,其他負債,負債總計,股本,資本公積,保留盈餘,股東權益其他項目,母公司股東權益合計,少數股權,股東權益總計,母公司暨子公司持有之母公司庫藏股股數（單位：股）,預收股款(股東權益項下)之約當發行股數(單位:股),每股淨值
98/01,2801,彰化銀行,     16563085,    116867055,     21849426,        349768,      9864201,              0,    956202065,     29620962,    196126180,              0,     21512304,     24586256,         53698,     19507880,  1413102880,    115156690,              0,        712916,     17451240,     17755328,              0,  1151098501,     18519451,              0,     11066098,  1331760224,     62094756,              0,     12100735,      7147165,     81342656,              0,     81342656,              0,              0,             13.10
98/01,2809,京城銀行,      5706586,     24167472,        980792,              0,        603658,              0,     98760272,      8255156,      5169924,              0,      4828785,      3320915,        117298,      1187928,    153098786,        864857,              0,          7782,        700000,        778245,              0,    136201760,      2127465,              0,      1387188,    142067297,     10512343,        102778,        457342,        -40974,     11031489,              0,     11031489,     10000000,              0,             10.59
98/01,2812,台中銀行,      3598982,     55703261,      2594097,              0,      1715338,              0,    202410464,        723690,     14301290,              0,        181549,      3660600,              0,      3778004,    288667275,      3740953,              0,        859137,              0,      1925228,              0,    263750509,      2400000,              0,        568768,    273244595,     13719006,        750000,        674675,        278999,     15422680,              0,     15422680,              0,              0,             11.24
98/01,2836,高銀,      1787377,     23260345,      2697520,      9670607,        925850,              0,    131182228,      2139369,      3746793,              0,      4009347,      2329150,         63403,        818458,    182630447,      9606203,              0,         23122,        243893,      2535407,              0,    156380890,      4000000,              0,        598792,    173388307,      5257982,      2542403,      1482677,        -40922,      9242140,              0,      9242140,              0,              0,             17.58
98/01,2838,聯邦銀行,      5650358,     35398620,     16323465,     21557917,     21551624,              0,    170145402,     11309455,     30316749,         67972,     36703648,      8545780,      2507395,     12420974,    372499359,     21614713,        409084,        169007,     39557279,      4131785,              0,    276499109,      8389300,              0,      2907848,    353678125,     23188244,         33811,     -5947798,        -88803,     17185454,      1635780,     18821234,              0,              0,              7.41
98/01,2845,遠東商銀,      2797746,     76375464,     14116796,        270006,     15781917,              0,    200159156,     12147021,         43758,      2543378,     13312108,      2357646,              0,      2640668,    342545664,      4379966,              0,      1931977,        853113,      3103792,              0,    286251649,     25623535,              0,        790861,    322934893,     23413183,          9801,     -3864155,         51942,     19610771,              0,     19610771,              0,              0,              8.38
98/01,2849,安泰銀行,      1966225,     70891734,        911538,              0,      3631062,              0,    183073205,      8739846,              0,      1053280,     13289828,      2934286,        214929,      6993831,    293699764,      3961337,              0,     33880171,        339100,      2425535,              0,    231060765,      1670000,      1414865,        536949,    275288722,     16796775,      7234374,     -5627786,          7679,     18411042,              0,     18411042,              0,              0,             10.96
