年季,公司代號,公司名稱,流動資產,基金及投資,固定資產,無形資產,其他資產,受託買賣借項,資產合計,流動負債,長期負債,其他負債,受託買賣貸項,負債合計,股本,資本公積,保留盈餘,股東權益其他項目,少數股權,股東權益合計,預收股款(股東權益項下)之約當發行股數(單位:股),母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值
98/02,2855,統一證券,     32484474,        700958,      2387561,            242,      2133085,              0,     37706320,     14697264,      2831893,        368037,      1641043,     19538237,     11857062,        250573,      6502879,       -464911,         22480,     18168083,              0,     40000000,             15.84
98/02,2856,元富證券,     44151964,      1346416,      1908477,         54982,      1889396,        374472,     49725707,     30957109,      1963755,        414766,              0,     33335630,     13906869,         48567,      2724468,       -289827,              0,     16390077,              0,     12878000,             11.90
98/02,6005,群益證,     35200799,      1531724,      4423838,        389999,      2679387,        122260,     44348007,     25108899,        190337,        388728,              0,     25687964,     16107860,        797372,      1082072,        113507,        559232,     18660043,              0,              0,             11.24
98/02,6012,金鼎證券,     22256468,        666988,      2138535,        252539,      1829234,        115265,     27259029,     16732727,              0,        339595,              0,     17072322,     10827764,              0,       -714095,         30998,         42040,     10186707,              0,              0,              9.37
