年季,公司代號,公司名稱,流動資產,基金與投資,固定資產,無形資產,其他資產,資產合計,流動負債,長期負債,其他負債,負債合計,股本,資本公積,保留盈餘,股東權益其他項目,庫藏股票,少數股權,股東權益合計,換算匯率,換算匯率參考依據,是否經當地會計師查核或核閱
94/01,9102,東亞科,      6262290,        122744,      2376042,         31589,        129088,      8921753,      5149171,        719090,          7415,      5875676,      1749157,        142847,      1073600,        -76172,              0,        156645,      3046077,SGD19.11,資產負債表日台銀新加坡收盤價買賣平均匯率,毋須經會計師查核或核閱
94/01,9105,泰金寶,     15954495,         85575,      4093515,         54301,         86586,     20274472,     10378932,      2537398,              0,     12916330,      2879941,      1336829,      3250230,       -108858,              0,              0,      7358142,0.808:1(THB:NT),依財報日之匯率,經會計師核閱
