年季,公司代號,公司名稱,現金及約當現金,存放央行及拆借銀行同業,公平價值變動列入損益之金融資產-淨額,附賣回票券及債券投資,應收款項-淨額,待出售資產,貼現及放款-淨額,備供出售金融資產-淨額,持有至到期日金融資產-淨額,採權益法之股權投資-淨額,其他金融資產-淨額,固定資產-淨額,無形資產,其他資產,資產總計,央行及銀行同業存款,應付商業本票-淨額,公平價值變動列入損益之金融負債,附買回票券及債券負債,應付款項,與待出售資產直接相關之負債,存款及匯款,央行及同業融資、應付金融債券,特別股負債,其他負債,負債總計,股本,資本公積,保留盈餘,股東權益其他項目,母公司股東權益合計,少數股權,股東權益總計,母公司暨子公司持有之母公司庫藏股股數（單位：股）,預收股款(股東權益項下)之約當發行股數(單位:股),每股淨值
95/02,2801,彰化銀行,     23619184,    107765238,     11459573,     10290116,     20293788,              0,    858854361,     59804421,    145585148,              0,      6827231,     25055543,         56547,     26639967,  1296251117,    152851774,              0,        221107,     17120711,     28322486,              0,    984702325,     20526720,              0,     10837426,  1214582549,     63594756,      4500000,      5450257,      8123555,              0,              0,     81668568,              0,              0,             12.84
95/02,2809,京城銀行,      2320568,     19704176,      2787823,      1661330,      1418273,              0,    129575565,              0,      1313455,              0,        208236,      3686775,              0,      1919119,    164595320,      1182988,              0,            108,              0,      1179520,              0,    146771379,      3232644,              0,      1146851,    153513490,     10843343,              0,        179333,         59154,              0,              0,     11081830,              0,              0,             10.22
95/02,2812,台中銀行,      4397551,     40170695,        428502,              0,      2293441,              0,    188226964,              0,      8916736,              0,        158849,      3954171,              0,      8715357,    257262266,      4049127,              0,         21658,      4984301,      3368181,              0,    231264975,              0,              0,        585389,    244273631,     15380144,              0,     -2391757,              0,              0,            248,     12988635,              0,              0,              8.44
95/02,2836,高銀,      2097331,      4583505,      8266495,      2923237,      1673414,              0,    107283941,            560,     10992757,         61286,      3816773,      2358439,              0,        795628,    144853366,     12036351,              0,          1962,      1213769,      3635745,              0,    114158714,      2992791,              0,        460132,    134499464,      5034238,      2542403,      2777571,           -310,              0,              0,     10353902,              0,              0,             20.57
95/02,2838,聯邦銀行,      7371821,     23670117,     26962142,        653287,     41829968,              0,    185735824,      9098960,     22812253,         86310,     10437520,      8819205,      2757500,     15627879,    355862786,     29748507,        967334,        125522,     30812694,      4628512,              0,    252972752,     12390000,              0,      3539961,    335185282,     18253942,         63733,         91093,        439177,              0,      1829559,     20677504,              0,              0,             10.33
95/02,2845,遠東商銀,      3032817,     41378699,      8194268,              0,     25382418,              0,    221405707,      4537108,      9302882,      1229311,      1999784,      5519909,              0,      3378998,    325361901,     15715177,      1050000,      2060761,      4364187,      5759764,              0,    244225913,     28808887,              0,      1665088,    303649777,     18778366,      1014188,      1846993,        -42797,              0,        115374,     21712124,              0,              0,             12.06
95/02,2849,安泰銀行,      3080539,     37452311,      9983192,              0,      9204942,              0,    215333212,      4624597,              0,      1290938,     16933851,      3938070,        195231,     16317507,    318354390,      4180584,              0,     39415732,      8123472,      3441148,              0,    237650039,      4670000,              0,        897325,    298378300,     20000000,        223615,       -201543,        -44756,              0,         -1226,     19976090,              0,              0,              9.99
