年季,公司代號,公司名稱,資產,現金及約當現金,存放央行及拆借銀行同業,公平價值變動列入損益之金融資產-淨額,附賣回票券及債券投資,應收款項-淨額,待出售資產,貼現及放款-淨額,備供出售金融資產-淨額,持有至到期日金融資產-淨額,採權益法之股權投資-淨額,其他金融資產-淨額,不動產投資-淨額,固定資產-淨額,無形資產-淨額,其他資產-淨額,資產總計,負債,央行及金融同業存款,央行及同業融資,公平價值變動列入損益之金融負債,附買回票券及債券負債,應付商業本票-淨額,應付款項,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,應付退休金負債,營業及負債準備,其他金融負債,其他負債,負債總計,股東權益,股本,資本公積,保留盈餘,股東權益其他項目,母公司股東權益合計,少數股權,股東權益總計,母公司暨子公司持有之母公司庫藏股股數（單位：股）,預收股款(股東權益項下)之約當發行股數(單位:股),每股淨值(元)
99/04,2880,華南金,,     22929111,    105415812,     29418560,      1983813,     47283485,              0,  1245912652,     66878184,    304567500,         88598,     12822345,        621556,     28499000,        623310,     13380180,  1880424106,,     43638222,              0,     37767034,     23686422,      5904667,     40611765,              0,  1568039349,     36000000,      5761000,              0,      1845365,      8980551,        691523,      7162642,  1780088540,,     66172778,     12408843,     18330669,      3421942,    100334232,          1334,    100335566,              0,              0,             15.16
99/04,2881,富邦金,,    162952443,    105494062,     67919021,     12738731,    144085965,              0,  1047249519,    820183865,    488285908,      2323033,    482410203,     60222009,     23894960,     11687252,     21300073,  3450747044,,     78587683,              0,     35954660,     27617545,      4599072,     84814581,              0,  1321736911,     92507828,      5235000,              0,              0,  1393798851,    166807083,     16814388,  3228473602,,     85583663,     54416660,     55305670,     22083535,    217389528,      4883914,    222273442,     14533513,              0,             25.44
99/04,2882,國泰金,,    643534846,     99059544,    170120430,     48984493,    128356622,              0,  1383494210,    661992457,    631827811,      2500997,    692855850,    126428907,     37940551,      8390821,     53449920,  4688937459,,     45351211,      1456500,     23795837,     22139556,      1450000,     81645082,              0,  1337174083,     58654684,              0,              0,              0,  2613983437,    269442115,     11370278,  4466462783,,    101544213,     78508148,     25361576,     13130013,    218543950,      3930726,    222474676,              0,              0,             21.52
99/04,2883,開發金,,      6136333,     58010358,     53112998,      6864035,     20024101,              0,     70543210,     61940279,              0,      6156685,     38433157,              0,      4156041,              0,     10916029,    336293226,,      6174632,              0,     19756441,     34408619,      6290664,     12114971,              0,     40560917,     45852637,     10592927,              0,              0,              0,     29232762,      1534581,    206519151,,    113236483,      9021704,      9436062,     -2145780,    129548469,        225606,    129774075,    472879000,              0,             11.94
99/04,2884,玉山金控,,     11184724,     46729253,     55517279,      1439552,     41833788,              0,    599161337,     48242365,    254655585,              0,      4331568,              0,     14456569,      4016475,      2959873,  1084528368,,     38869814,              0,     18084329,     17394242,      2503224,     11384674,              0,    897263764,     41500000,        300000,              0,         21524,        194718,        296158,      1474062,  1029286509,,     38033000,     10578871,      6503368,        126620,     55241859,              0,     55241859,              0,              0,             14.52
99/04,2885,元大金,,     16594978,    119213436,     43726485,      3772636,     94478645,        428824,    284751517,     16521428,      2424699,      6790628,     17492579,              0,      8582502,     10375688,     13520687,    638674732,,     16807124,              0,      9420809,     15420329,     13142109,     44181396,              0,    366336239,     29556800,      9715570,              0,      1124927,      1007249,      3153272,     11948884,    521814708,,     81021057,     25565205,      9744574,        -12676,    116318160,        541864,    116860024,     29593000,              0,             14.41
99/04,2886,兆豐金,,    271737992,    126448073,    162320183,      1783691,    147486410,              0,  1336834541,    185898407,    217839872,      2574762,     23460086,        468997,     21139449,        236768,     11478692,  2509707923,,    322704165,     38568640,     30019921,    181816680,      8862396,     71412873,              0,  1558573139,     53050000,     11168000,              0,      1805559,     14177110,      7357699,      8951015,  2308467197,,    110594262,     43426403,     35967476,     10882979,    200871120,        369606,    201240726,              0,              0,             18.16
99/04,2887,台新金控,,     47675226,    126140623,     57650706,      5328210,    126326832,              0,  1577700288,    221514265,    196737057,        240925,     21125873,              0,     41962513,     22091674,     24638234,  2469132426,,    152360876,              0,     21586408,     44194464,        114915,     50038751,              0,  1932050531,     91302139,        350000,              0,              0,      1309483,        474753,      8908066,  2302690386,,     71009688,     19102143,      8981537,        110911,     99204279,     67237761,    166442040,              0,        156000,             13.97
99/04,2888,新光金,,    152254147,     88696925,     72791643,     49340634,     57605995,        255516,    515326485,    402257781,      2188602,        163015,    575289026,     90899712,     22095795,      2335046,     32660518,  2064160840,,      2460848,              0,      2422666,     36926132,     10127297,     20222014,              0,    384682716,     23950000,     10261044,      1654000,              0,  1348372340,    111242769,      9928950,  1962250776,,     84363876,      8839562,      2182344,     -8117304,     87268478,     14641586,    101910064,              0,              0,             10.34
99/04,2889,國票金控,,      1317230,      1120063,    124710658,      1252707,     16501429,        395576,              0,     55588178,              0,      1496885,      4626504,              0,      2089595,        162378,      2458990,    211720193,,     10966373,              0,        642739,    155099097,      7912255,      3215456,         32113,              0,              0,              0,              0,         87359,      1658551,      1998908,         44550,    181657401,,     23334493,         87250,      2513550,        230432,     26165725,      3897067,     30062792,     60330000,              0,             11.51
99/04,2890,永豐金控,,     14712971,     84493342,     49767925,      8516598,     65145372,              0,    717565949,     38517567,    200564991,         60226,     24965949,              0,     11680159,      2164745,     12728197,  1230883991,,     64798201,              0,     12235710,     19620768,     18562392,     21243443,              0,    943357530,     30121486,     15977004,        129060,              0,              0,     14655525,      3437883,  1144139002,,     70098167,      2014549,     15171066,       -538793,     86744989,              0,     86744989,              0,              0,             12.37
99/04,2891,中信金,,     29640943,     93471639,     63551221,              0,    127854524,              0,    983754983,    266919810,    177644414,      2182036,     14826898,              0,     33220894,     12331182,      9195163,  1814593707,,     47911657,      5803993,     32320003,     93138738,              0,     53233704,              0,  1350783921,     60371538,              0,              0,              0,              0,      4775309,      5226096,  1653564959,,    107295268,     34360443,     23948426,     -4668034,    160936103,         92645,    161028748,     38396000,              0,             15.05
99/04,2892,第一金控,,     29799409,    112473104,     26598083,      3983288,     70371223,              0,  1258404158,     87044728,    406243640,      2242466,     14333784,              0,     23693585,        260986,     13418149,  2048866603,,    140863296,        101683,     48430317,     11163773,      3544221,     65299846,              0,  1609031927,     33400000,        900000,              0,      1960189,     13548284,      5952657,      7921408,  1942117601,,     64768251,      9943476,     21125396,     10159777,    105996900,        752102,    106749002,              0,              0,             16.37
