年季,公司代號,公司名稱,資產,現金及約當現金,存放央行及拆借銀行同業,公平價值變動列入損益之金融資產-淨額,附賣回票券及債券投資,應收款項-淨額,待出售資產,貼現及放款-淨額,備供出售金融資產-淨額,持有至到期日金融資產-淨額,採權益法之股權投資-淨額,其他金融資產-淨額,不動產投資-淨額,固定資產-淨額,無形資產-淨額,其他資產-淨額,資產總計,負債,央行及金融同業存款,央行及同業融資,公平價值變動列入損益之金融負債,附買回票券及債券負債,應付商業本票-淨額,應付款項,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,應付退休金負債,營業及負債準備,其他金融負債,其他負債,負債總計,股東權益,股本,資本公積,保留盈餘,股東權益其他項目,母公司股東權益合計,少數股權,股東權益總計,母公司暨子公司持有之母公司庫藏股股數（單位：股）,預收股款(股東權益項下)之約當發行股數(單位:股),每股淨值(元)
95/03,2880,華南金,,     42215821,    150415463,     63435035,      2290452,     52409638,              0,    994763521,    139088036,    165695908,         84870,     12905925,        123936,     25613427,        429130,     24949771,  1674420933,,    116083672,        424330,     36936007,     57082905,      2588700,     72134393,              0,  1246509322,     36950000,      2845927,              0,        771337,      5937900,        774449,      7139451,  1586178393,,     59702086,     12407540,     11702169,      4420250,     88232045,         10495,     88242540,              0,              0,             14.78
95/03,2881,富邦金,,     69918875,    201924358,     64812146,      4069609,     90729490,              0,    702304192,    281332572,      4304090,      1656065,    213932154,      9094442,     21993921,        578468,     15839346,  1682489728,,     55486095,      2692306,     19683727,     70506381,              0,     55421640,              0,    890404629,     97636430,      1652001,              0,        319373,    241661731,     80495645,      6367058,  1522327016,,     77190935,     49086855,     26815943,      2955723,    156049456,      4113256,    160162712,              0,              0,             20.22
95/03,2882,國泰金,,    431706502,     51227322,    148733798,      6453016,     91170490,              0,  1181661809,    306875330,    548421452,      3569075,    353600928,    104943433,     39179116,        388406,     47508851,  3315439528,,     88408462,        824500,     71262689,     20696642,              0,     49758623,              0,    926033088,     28721175,              0,              0,              0,  1772838686,    139288128,     12133921,  3109965914,,     90924450,     73902093,     30390427,      7557602,    202774572,      2699042,    205473614,     66659815,              0,             22.47
95/03,2883,開發金,,     17580096,     18467485,     70264125,      8349650,     27125930,              0,     67453202,     58449027,              0,     12775272,     47056316,              0,      4358127,              0,      7493170,    339372400,,     22947846,              0,      5454577,     58652895,      4235802,     20562413,              0,      4903031,     36500000,     13860423,              0,              0,              0,      9669532,      6610623,    183397142,,    112677793,     12810967,     13323498,     16001374,    154813632,      1161626,    155975258,              0,              0,             13.74
95/03,2884,玉山金控,,     17321293,     35262899,     80484413,      1949092,     33992618,              0,    417954035,     51191890,     14673239,              0,      5101790,              0,     11021695,      3662701,      8202059,    680817724,,     36799754,              0,     43849972,     37144880,        534624,     16053503,              0,    469171841,     27300000,        859000,              0,              0,              0,      2771095,      1436559,    635921228,,     33033000,      9859777,      1707629,        294400,     44894806,          1690,     44896496,              0,              0,             13.59
95/03,2885,元大金,,      6377754,     46085802,     29911754,      6434846,     41981495,              0,    230875235,     18771194,      6450286,              0,      7548217,              0,      5398361,      1973049,      7123316,    408931309,,     28093436,              0,      3993656,     30067459,     11927933,     17985791,              0,    252974504,      8529382,     13907921,              0,        310886,        480047,              0,      1597112,    369868127,,     31617616,      8300878,       -764439,       -122579,     39031476,         31706,     39063182,              0,              0,             12.34
95/03,2886,兆豐金,,     65125335,    262565178,    239525690,      2667268,    105765841,              0,  1098185985,    277826148,    127513359,      2953491,     33804817,        385233,     24595805,        308034,     17810878,  2259033062,,    389272621,     42205012,     49800036,    286627524,     13954758,     82626717,              0,  1106247203,     49003428,      8498480,              0,      1685355,      9117423,      8672577,     14193488,  2061904622,,    111694492,     46079587,     32873678,      5700289,    196348046,        780394,    197128440,    110023000,              0,             17.75
95/03,2887,台新金控,,     52344630,    170310352,    191126493,     25556329,    106885078,              0,  1346694056,     89447769,    185515244,        987331,     18237379,              0,     46110233,     22442037,     57744877,  2313401808,,    244030771,        365551,     19135686,     85688916,      3717104,     81365687,              0,  1593268550,    108565911,      2000000,              0,              0,      1657710,        538722,     15216592,  2155551200,,     67214112,     34158155,     -4284501,        654117,     97741883,     60108725,    157850608,              0,              0,             14.54
95/03,2888,新光金,,     76479248,     30801504,     77910156,      6232960,     36623463,              0,    395561169,    102269387,    216986270,        350106,    371810677,     76198519,     25243798,      2677041,     21191022,  1440335320,,     16755536,              0,      7449496,     12458349,              0,     16172943,              0,    268110629,     32232693,              0,              0,              0,    952075855,     42033091,      6179899,  1353468491,,     46895782,     13472411,     15294950,      8735600,     84398743,      2468086,     86866829,      9530000,              0,             18.03
95/03,2889,國票金控,,      1075159,         40226,     95158420,      4971489,      8519401,              0,              0,     95328102,        625401,      1416743,      9727350,              0,      2122552,        264861,      4198189,    223447893,,      9260000,              0,        658954,    178274977,      1028113,      2129496,              0,              0,              0,              0,              0,        119448,      2457917,      1019611,         73596,    195022112,,     21198825,              0,      2962781,        491139,     24652745,      3773036,     28425781,              0,              0,             11.63
95/03,2890,永豐金控,,     27557751,     71965317,     68056948,     22831485,     75977236,              0,    639793666,    194809277,      4933538,        483413,      8412892,              0,     12637651,              0,     22566035,  1150025209,,     96401181,      7989778,      3747511,     39094773,      9843664,     43823308,              0,    783569549,     46898733,     15125344,              0,              0,              0,        890414,     14419846,  1061804101,,     71480556,      1753626,     17296786,     -2396696,     88134272,         86836,     88221108,    191380000,              0,             12.67
95/03,2891,中信金,,     51040731,    142800567,    108896233,              0,    131966334,              0,    859385539,    166227556,    134898221,      3246050,     20184262,              0,     37373401,      4534746,     12927160,  1673480800,,     34736924,     17741128,     32293078,    107511154,              0,     52345968,              0,  1185962052,    102147350,              0,              0,              0,              0,      3120836,      7751598,  1543610088,,     87192956,     39421027,      4513724,     -1324878,    129802829,         67883,    129870712,      9315000,              0,             14.90
95/03,2892,第一金控,,     38369393,    145140342,     48092252,      1665828,     29148318,              0,    932374870,     89118375,    198769525,      3287691,     24008151,              0,     24433533,        325638,     21030827,  1555764743,,    132031049,        198920,     45605563,     15173334,      1497797,     55475604,              0,  1168698546,     26996336,      1895630,              0,      1476758,        788632,        545802,      8583532,  1458967503,,     59721919,     15718183,     15731633,      5625505,     96797240,              0,     96797240,              0,              0,             16.21
