年季,公司代號,公司名稱,流動資產,貼現及放款,基金與投資,固定資產,無形資產,其他資產,流動負債,存款及匯款,央行及銀行同業融資,長期負債,其他負債,股本,資本公積,保留盈餘,股東權益其他項目,庫藏股票,資產合計,負債合計,少數股權,股東權益合計,預收股款(股東權益項下)之約當發行股數(單位:股),母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值
100/02,1409,新纖,     36632432,     32568377,      9743313,     17972290,         48117,      3978111,     21042448,     42210498,              0,      5172901,      2315281,     18253997,      1045340,      2370836,      2537420,              0,    100942640,     70741128,      5993919,     30201512,              0,      6014633,             14
100/02,1718,中纖,     85826284,    257045229,     14537090,     12213721,        399374,      6349540,     17054590,    309230198,      1866865,     13014766,      1546843,     14105902,      1739254,      1720065,        124165,              0,    376371238,    342713262,     15968590,     33657976,              0,    261203859,             15
100/02,2514,龍邦國際,    249151676,     40512757,      6541867,      7603951,          9872,     45764131,      6197896,              0,              0,      6089712,    325616611,      5264340,        610272,        963233,     -1286765,              0,    349584254,    337904219,      6128955,     11680035,              0,     55929000,             11
100/02,2905,三商,     67366518,     48157968,    310925357,      9730108,        118619,     62282264,     10517225,              0,              0,      8172153,    464078328,      6089923,        667828,      3794648,     -1932624,              0,    498580834,    482767706,      7193353,     15813128,              0,     49574000,             16
