年季,公司代號,公司名稱,現金及約當現金,存放央行及拆借銀行同業,公平價值變動列入損益之金融資產-淨額,附賣回票券及債券投資,應收款項-淨額,待出售資產,貼現及放款-淨額,備供出售金融資產-淨額,持有至到期日金融資產-淨額,採權益法之股權投資-淨額,其他金融資產-淨額,固定資產-淨額,無形資產,其他資產,資產總計,央行及銀行同業存款,應付商業本票-淨額,公平價值變動列入損益之金融負債,附買回票券及債券負債,應付款項,與待出售資產直接相關之負債,存款及匯款,央行及同業融資、應付金融債券,特別股負債,其他負債,負債總計,股本,資本公積,保留盈餘,股東權益其他項目,母公司股東權益合計,少數股權,股東權益總計,母公司暨子公司持有之母公司庫藏股股數（單位：股）,預收股款(股東權益項下)之約當發行股數(單位:股),每股淨值
99/04,2801,彰化銀行,     33907492,     88513906,     19303952,              0,     23579410,              0,  1046553781,     44084734,    193424963,              0,     16027510,     23778524,         56504,     13727209,  1502957985,     95108981,              0,      4489980,     13636714,     25630312,              0,  1240677881,     28493150,              0,      8336900,  1416373918,     62094756,              0,     16552478,      7936833,     86584067,              0,     86584067,              0,              0,             13.94
99/04,2809,京城銀行,      2423555,     36178691,      1140731,              0,        624635,              0,     95916850,      2380440,      6580095,              0,     19619766,      2902863,         13556,      1030307,    168811489,      2384942,              0,         27533,     10817304,      1057283,              0,    134654645,      5538284,              0,      1256422,    155736413,     10512343,        172071,      2352256,         38406,     13075076,              0,     13075076,      1297000,              0,             12.45
99/04,2812,台中銀行,      4669331,     68612460,      1646562,              0,      3373510,        150763,    244463233,      1099035,     10382868,        144073,        144453,      3232898,              0,      2337446,    340256632,      2306957,              0,        110069,      1477800,      3908419,              0,    302604873,      9902150,              0,        531344,    320841612,     17319006,        792069,      1029293,        274652,     19415020,              0,     19415020,              0,              0,             11.21
99/04,2836,高銀,      2015944,     26873546,      1104409,      2791063,        976413,              0,    162193890,      5094124,      7695041,              0,      3047938,      2236780,         58993,        747574,    214835715,     12605479,              0,         15110,        140745,      2834121,              0,    185091512,      4000000,              0,        589676,    205276643,      5257982,      2542403,      1785298,        -26611,      9559072,              0,      9559072,              0,              0,             18.18
99/04,2838,聯邦銀行,      9000197,     61324277,      3163245,         99528,     17054050,              0,    188369248,      6324049,      3272634,         54045,     57379508,      8103855,      2374485,      9307341,    365826462,     11446783,      1049375,         51584,     33596926,      4024880,              0,    288855487,      4890000,              0,      1602425,    345517460,     19484996,         33811,      1176594,       -600931,     20094470,        214532,     20309002,              0,              0,             10.31
99/04,2845,遠東商銀,      4274832,    102938352,     16724890,              0,     18880350,              0,    236351285,     16855460,      2789768,      2623908,     10393046,      2876246,      1942335,      1705878,    418356350,     19142883,              0,      6445235,              0,      4487792,              0,    347860583,     16789596,              0,        823150,    395549239,     20071489,          9302,      2567030,        159290,     22807111,              0,     22807111,              0,              0,             11.36
99/04,2849,安泰銀行,      3350426,     89269720,      2910752,        685397,      8098873,              0,    196976374,     27893218,              0,              0,      5624424,      2161013,        211807,      4793132,    341975136,      4443572,              0,     19061286,      8625611,      3631103,              0,    272350996,     11240000,      1414865,        892670,    321660103,     16796775,      1461505,      2076452,        -19699,     20315033,              0,     20315033,              0,              0,             12.09
