年季,公司代號,公司名稱,流動資產,基金及投資,固定資產,無形資產,其他資產,受託買賣借項,資產合計,流動負債,長期負債,其他負債,受託買賣貸項,負債合計,股本,資本公積,保留盈餘,股東權益其他項目,少數股權,股東權益合計,預收股款(股東權益項下)之約當發行股數(單位:股),母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值
101/01,2855,統一證券,     45689395,        562946,      2665233,            898,      1592268,        435938,     50946678,     29575526,              0,          2969,              0,     29578495,     12845816,        409825,      8340016,       -255614,         28140,     21368183,              0,              0,             16.61
101/01,2856,元富證券,     57167279,      1145801,      2107240,        275319,      1987406,              0,     62683045,     42842121,        332443,         21795,         19315,     43215674,     15285724,        388845,      4301427,       -508625,              0,     19467371,              0,     38800000,             13.07
101/01,6005,群益證,     49697468,      1032522,      6340206,      3559851,      3827641,              0,     64457688,     33012133,        868798,        481559,        110482,     34472972,     23690730,      2735007,      2872077,        -70236,        757138,     29984716,              0,              0,             12.34
