年季,公司代號,公司名稱,流動資產,基金及投資,固定資產,無形資產,其他資產,受託買賣借項,資產合計,流動負債,長期負債,其他負債,受託買賣貸項,負債合計,股本,資本公積,保留盈餘,股東權益其他項目,少數股權,股東權益合計,預收股款(股東權益項下)之約當發行股數(單位:股),母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值
100/01,2855,統一證券,     47866741,        495774,      2604195,            720,      1884738,        215143,     53067311,     31986170,              0,         44404,              0,     32030574,     12319334,        404127,      8595444,       -308719,         26551,     21036737,              0,     20064000,             17.34
100/01,2856,元富證券,     65177279,      1088568,      2169527,        306152,      1969685,              0,     70711211,     50486950,              0,         94519,        122598,     50704067,     14965926,        334789,      4711946,         -5517,              0,     20007144,              0,              0,             13.55
100/01,6005,群益證,     64085040,      1790476,      6680013,      3436274,      2955610,              0,     78947413,     42539023,      5367124,        301279,        210092,     48417518,     23057225,      2598127,      3210872,        -45391,      1709062,     30529895,              0,              0,             12.50
100/01,6012,金鼎證券,     16611406,        633283,      2021963,        295590,      1274484,         23994,     20860720,     10049713,              0,        232071,              0,     10281784,     10827764,              0,       -310071,         24743,         36500,     10578936,              0,              0,              9.74
