年季,公司代號,公司名稱,流動資產,貼現及放款,基金與投資,固定資產,無形資產,其他資產,流動負債,存款及匯款,央行及銀行同業融資,長期負債,其他負債,股本,資本公積,保留盈餘,股東權益其他項目,庫藏股票,資產合計,負債合計,少數股權,股東權益合計,預收股款(股東權益項下)之約當發行股數(單位:股),母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值
99/03,1409,新纖,     27397864,     28582192,     10688897,     17084886,         58038,      3378364,     19515308,     35534247,              0,      2998099,      2398555,     15954832,        830390,      2416970,      2101015,              0,     87190241,     60446209,      5440825,     26744032,              0,              0,             13
99/03,1718,中纖,     83836278,    236661479,     16225343,     11822210,        425477,      6434619,     16466760,    295701429,      1253200,      9842504,      1679704,     14105902,      1347324,      1269729,        117230,              0,    355405406,    324943597,     13621624,     30461809,              0,    287152300,             14
99/03,2514,龍邦國際,     75557080,     36246311,    164279296,      8892880,              0,     43331346,      9629486,              0,              0,      6476699,    300194093,      5277540,        597859,        358290,       -560356,              0,    328306913,    316300278,      6333302,     12006635,              0,     57249000,             12
99/03,2905,三商,     38241287,     14269433,     74634355,      7201015,         61428,     18987659,      7966255,              0,              0,      4753490,    129196781,      5749732,        496593,      3196825,       -632859,              0,    153395177,    141916526,      2668360,     11478651,              0,     48174000,             16
