年季,公司代號,公司名稱,流動資產,貼現及放款,基金與投資,固定資產,無形資產,其他資產,流動負債,存款及匯款,央行及銀行同業融資,長期負債,其他負債,股本,資本公積,保留盈餘,股東權益其他項目,庫藏股票,資產合計,負債合計,少數股權,股東權益合計,預收股款(股東權益項下)之約當發行股數(單位:股),母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值
101/04,1409,新纖,     38498297,     35527708,      8073035,     19948509,         39476,      6151600,     20973291,     47561729,              0,      7456936,      2499463,     17604840,      1173158,      3027858,      1250472,              0,    108238625,     78491419,      6690878,     29747206,              0,     37163487,             13
101/04,1718,中纖,     96505680,    324029419,     30727839,     14727047,         28272,      4604089,     31214626,    385309144,      1887600,     12245743,      1759026,     14105902,      1837296,      2365866,       -478353,              0,    470622346,    432416139,     20375496,     38206207,              0,    280112859,             15
101/04,2514,龍邦國際,     40399771,     46102912,    282666983,      9729675,         12924,     41488445,      5580075,              0,              0,      7868454,    388420663,      5632143,        906110,      1500114,        -65791,              0,    420400710,    401869192,     10558942,     18531518,              0,     43929000,             15
101/04,2905,三商,     89555935,     52888823,    398135640,     10452882,         73836,     60154267,     13299478,              0,              0,      9892474,    562249542,      6307332,        500641,      5071427,       -131838,              0,    611261383,    585441494,     14072327,     25819889,              0,     36440000,             19
