年季,公司代號,公司名稱,流動資產,基金與投資,固定資產,無形資產,其他資產,資產總計,流動負債,長期負債,各項準備,其他負債,負債總計,股本,資本公積,保留盈餘,股東權益其他調整項目合計,庫藏股票(自98年第4季起併入「其他項目」表達),共同控制下前手權益,少數股權,股東權益總計,預收股款(股東權益項下)之約當發行股數(單位:股),母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值
100/04,1101,台泥,     79269224,     14315592,    146486489,     13671350,      8152285,    261894940,     62253658,     62666421,      5247536,      2406976,    132574591,     36921759,     16007768,     20454816,     23399502,              0,              0,     32536504,    129320349,              0.00,              0.00,             26.21
100/04,1102,亞泥,     50886125,     60454058,     73281723,      5112567,      3663858,    193398331,     26290828,     59356924,      3449871,      1944718,     91042341,     31368137,      6640128,     27373910,     20987895,              0,              0,     15985920,    102355990,              0.00,              0.00,             27.53
100/04,1103,嘉泥,     12343843,      6196942,     11105306,        385267,        287921,     30319279,      4187980,      6296894,      1290719,        476456,     12252049,      7542024,        771014,      6506819,        855778,              0,              0,      2391595,     18067230,              0.00,    128301152.00,             25.04
100/04,1104,環球水泥,      2332720,      7112912,      4014402,         15136,      2231527,     15706697,      1230483,              0,      1179798,        235503,      2645784,      6038919,        153520,      3046471,      3630391,              0,              0,        191612,     13060913,              0.00,              0.00,             21.31
100/04,1108,幸福水泥,      5591979,         84422,      2767814,          5470,        586253,      9035938,      2741995,      1678500,              0,        498282,      4918777,      4047380,         27426,       -112042,        149620,              0,              0,          4777,      4117161,              0.00,              0.00,             10.16
100/04,1109,信大水泥,      2831081,        898824,      5425323,         77697,        291696,      9524621,        737861,      1514500,              0,        393976,      2646337,      4210008,         42598,      1649031,         32345,              0,              0,        944302,      6878284,              0.00,              0.00,             14.09
100/04,1110,東泥,      1323575,      2182897,      4967269,              0,        923039,      9396780,        481707,              0,        311371,        397234,      1190312,      5720008,        185047,      1538013,        729605,              0,              0,         33795,      8206468,              0.00,      2112865.00,             14.34
100/04,1201,味全公司,     18934536,         67885,      9903477,        513152,      1466048,     30885098,      7500545,     10513012,      1007250,      1873631,     20894438,      5060629,         37921,      2520196,        127555,              0,              0,      2244359,      9990660,              0.00,              0.00,             15.31
100/04,1203,味王公司,      3067843,        345990,      3876582,            232,        831574,      8122221,      1761414,        192544,        879845,        532004,      3365807,      2400000,         45012,        479082,      1077697,              0,              0,        754623,      4756414,              0.00,      2293865.00,             16.84
100/04,1210,大成長城,     20027852,      1795241,      9641156,        863357,        606262,     32933868,     14852532,      1091498,         20754,        371871,     16336655,      5247491,      1980192,      3071705,        586255,              0,              0,      5711570,     16597213,              0.00,     38767909.00,             22.40
100/04,1213,大飲,        336029,         33872,        318123,              0,        111141,        799165,        137943,              0,         30839,          6212,        174994,        514751,         21938,         50452,         37030,              0,              0,              0,        624171,              0.00,              0.00,             12.13
100/04,1215,卜蜂企業,      4721766,      2014214,      2022690,         28047,        137040,      8923757,      3925774,          2554,              0,        402913,      4331241,      2320268,            967,        461157,      1699618,              0,              0,        110506,      4592516,              0.00,              0.00,             19.32
100/04,1216,統一,    122045916,     39915348,    126234975,     11305009,     21355030,    320856278,    115995429,     72128055,      2169441,     11563879,    201856804,     45443686,      6500842,     20103839,      1298778,              0,              0,     45652329,    118999474,              0.00,              0.00,             16.14
100/04,1217,愛之味,      2712189,      2771329,      4215685,         54988,      1284915,     11039106,      1620765,      3276099,         79974,        276911,      5253749,      4976893,        262332,         41847,         30083,              0,              0,        474202,      5785357,              0.00,      8177000.00,             10.85
100/04,1218,泰山企業,      3419354,      2027657,      2543492,         30666,        343183,      8364352,      2045169,      2014713,        222537,        219801,      4502220,      3430447,         50467,        259188,         88739,              0,              0,         33291,      3862132,              0.00,     13435457.00,             11.62
100/04,1219,福壽實業,      4195568,        287267,      1990334,         10651,         77093,      6560913,      1436398,        450000,        448422,        218034,      2552854,      2924260,         59244,        718802,        291809,              0,              0,         13944,      4008059,              0.00,              0.00,             13.66
100/04,1220,台榮,      2190217,        102038,        952008,         14231,        139021,      3397515,        974549,          1610,        157271,        114617,      1248047,      1770779,            537,        -25355,        253951,              0,              0,        149556,      2149468,              0.00,              0.00,             11.29
100/04,1225,福懋油,      3464803,        246539,      2713198,         90929,        181139,      6696608,      2028931,      1943799,         95560,         70669,      4138959,      1819011,        152783,         96956,        214298,              0,              0,        274601,      2557649,              0.00,              0.00,             12.55
100/04,1227,佳格,      9443213,        345498,      2186837,         33396,        455253,     12464197,      3367084,          2184,         33685,         33199,      3436152,      4636269,         40704,      4049459,        152586,              0,              0,        149027,      9028045,              0.00,      3379065.00,             19.29
100/04,1229,聯華實業,      2746447,     18990190,      4077858,         58023,         81708,     25954226,      1638050,      2875000,         93543,        213021,      4819614,      8478123,      1119067,      6318494,      5061162,              0,              0,        157766,     21134612,         96500.00,         94000.00,             24.75
100/04,1231,聯華食品,      2514380,          7011,      1636289,         42164,        565441,      4765285,      1328389,      1116030,              0,        121552,      2565971,      1188816,         73042,        937071,        -13237,              0,              0,         13622,      2199314,              0.00,              0.00,             18.39
100/04,1232,大統益,      3020716,         18795,        826322,            905,         14917,      3881655,        875572,              0,              0,         26679,        902251,      1599749,         23784,      1423033,        -95753,              0,              0,         28591,      2979404,              0.00,              0.00,             18.45
100/04,1233,天仁,        776208,        154851,        959061,          1553,         70373,      1962046,        372068,              0,         47401,         15960,        435429,        905919,         60605,        443538,        104478,              0,              0,         12077,      1526617,              0.00,              0.00,             16.72
100/04,1234,黑松,      2941496,      9468416,      3831481,         10117,        755992,     17007502,      1209844,              0,      2420708,        537125,      4167677,      5358281,        184601,      2192098,      5104845,              0,              0,              0,     12839825,              0.00,              0.00,             23.96
100/04,1235,興泰,      1070392,        189917,        205684,              0,        152023,      1618016,        631101,            282,         54280,         22702,        708365,        561688,         27674,        100550,        216818,              0,              0,          2921,        909651,              0.00,      2131610.00,             16.78
100/04,1236,宏亞食品,      1007407,         25546,      1702259,         17558,        118071,      2870841,        903475,        300000,              0,        232442,      1435917,        984932,         33396,        418822,         -2226,              0,              0,              0,      1434924,              0.00,              0.00,             14.57
100/04,1256,F-鮮活,        315589,              0,        240320,         24072,          8186,        588167,        295541,         12883,              0,          2923,        311347,        150000,              0,        114588,         11084,              0,              0,          1148,        276820,              0.00,              0.00,             18.38
100/04,1262,F-綠悅,      2238803,              0,      2480374,        250272,          8400,      4977849,      1776429,      2175115,              0,              0,      3951544,             29,        967143,         48274,         10859,              0,              0,              0,      1026305,              0.00,              0.00,        353898.28
100/04,1301,台塑,    136484823,    124441052,     78826489,      1426876,      7493827,    348673067,     38990594,     57358272,              0,     11068728,    107417594,     61209046,     12829721,    119277840,     47938866,              0,              0,              0,    241255473,              0.00,              0.00,             39.42
