年季,公司代號,公司名稱,流動資產,基金及投資,固定資產,無形資產,其他資產,受託買賣借項,資產合計,流動負債,長期負債,其他負債,受託買賣貸項,負債合計,股本,資本公積,保留盈餘,股東權益其他項目,少數股權,股東權益合計,預收股款(股東權益項下)之約當發行股數(單位:股),母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值
98/03,2855,統一證券,     35989115,        684133,      2389043,            242,      2131416,              0,     41193949,     17902582,      2848722,        417266,      1220637,     22389207,     11857062,        314873,      7103253,       -493293,         22847,     18804742,              0,     40000000,             16.39
98/03,2856,元富證券,     53894313,      1475352,      2026717,         50700,      2010098,        281311,     59738491,     42321015,              0,        444476,              0,     42765491,     13934501,         54866,      3180949,       -197316,              0,     16973000,              0,     12878000,             12.32
98/03,6005,群益證,     46126541,      1540969,      4394478,        389999,      2620610,         97631,     55170228,     34356056,        981252,        417459,              0,     35754767,     16107860,        797372,      1878338,         83205,        548686,     19415461,              0,              0,             11.71
98/03,6012,金鼎證券,     19885633,        682822,      2113185,        252539,      1767143,              0,     24701322,     13903795,              0,        381624,          7789,     14293208,     10827764,              0,       -489762,         28512,         41600,     10408114,              0,              0,              9.57
