年季,公司代號,公司名稱,流動資產,基金與投資,固定資產,無形資產,其他資產,資產總計,流動負債,長期負債,各項準備,其他負債,負債總計,股本,資本公積,保留盈餘,股東權益其他調整項目合計,庫藏股票(自98年第4季起併入「其他項目」表達),共同控制下前手權益,少數股權,股東權益總計,預收股款(股東權益項下)之約當發行股數(單位:股),母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值
95/02,1101,台泥,     45614559,     10290397,    102322543,        504541,      5860358,    164592398,     25756967,     60177069,      5320263,      3435886,     94690185,     32360980,      7320362,      8868914,     12031122,         -8840,              0,      9329675,     69902213,              0.00,      1117363.00,             19.05
95/02,1102,亞泥,     24475966,     40830523,     27985367,              0,      9531744,    102823600,     15703168,     28112611,      1466299,      1981165,     47263243,     25321211,      9709939,     14919090,      3330193,              0,              0,      2279924,     55560357,              0.00,              0.00,             22.73
95/02,1103,嘉泥,     11473750,      2159204,     15979565,      2194328,        535390,     32342237,      5273250,      8093473,      1291202,        631366,     15289291,      6745261,      2517162,      5637409,        -83859,       -866777,              0,      3103750,     17052946,              0.00,    138288502.00,             26.01
95/02,1104,環球水泥,      4439419,      4693210,      6154263,        420266,      2271344,     17978502,      3278169,      2050000,      1165093,        549212,      7042474,      5091496,        173005,      2002888,      3024343,              0,              0,        644296,     10936028,              0.00,              0.00,             22.44
95/02,1108,幸福水泥,      6104649,        258780,      2288007,         74116,        497339,      9222891,      3768564,        545000,              0,        482211,      4795775,      4047380,         15955,        342971,         13945,              0,              0,          6865,      4427116,              0.00,              0.00,             10.92
95/02,1109,信大水泥,      3672441,      1224404,      2143359,         38786,        223316,      7302306,        730077,              0,              0,        340935,      1071012,      4290898,         20743,      1764493,         -2871,              0,              0,        158031,      6231294,              0.00,              0.00,             14.15
95/02,1110,東泥,      1283187,      2824199,      5343958,              0,        474974,      9926318,        554446,        179667,        243226,        711563,      1688902,      5760008,        165444,      1800079,        556750,        -48026,              0,          3161,      8237416,              0.00,      4301932.00,             14.40
95/02,1201,味全公司,      4991016,        245212,      6396491,        562159,      1135761,     13330639,      4875469,      2382556,        748907,      1354307,      9361239,      5060629,         96546,     -1102741,       -185975,              0,              0,        100941,      3969400,              0.00,              0.00,              7.64
95/02,1203,味王公司,      2563393,        127075,      4135113,        145619,        764547,      7735747,      1871691,        692080,        879848,        428547,      3872166,      2092537,         36154,         -8614,      1124692,         -4951,              0,        623763,      3863581,              0.00,      2000000.00,             15.63
95/02,1210,大成長城,      8321884,      1214516,      4776754,        264999,        591688,     15169841,      7052635,      1272978,         20754,        221848,      8568215,      4020278,        175474,      1176881,        305820,       -396943,              0,      1320116,      6601626,              0.00,     47585829.00,             14.90
95/02,1213,大飲,        382027,              0,        191722,              0,        180490,        754239,        146126,              0,              0,         34172,        180298,        514751,         21938,         37574,           -322,              0,              0,              0,        573941,              0.00,              0.00,             13.38
95/02,1215,卜蜂企業,      1994885,        340928,        998353,         17945,        138222,      3490333,        751141,              0,              0,        184405,        935546,      2320268,            967,        122000,         10096,              0,              0,        101456,      2554787,              0.00,              0.00,             10.57
95/02,1216,統一,     71162299,     45517587,     96594347,      4061615,     13418499,    230754347,     84553128,     65460044,      1774193,      7769208,    159556573,     33541258,        550883,      8833931,        773602,              0,              0,     27498100,     71197774,              0.00,              0.00,             13.03
95/02,1217,愛之味,      3408811,      2794184,      2523918,         48926,      1416890,     10192729,      3295124,      2354281,         79974,        194063,      5923442,      3708261,         21364,        247360,         87078,              0,              0,        205224,      4269287,              0.00,              0.00,             10.96
95/02,1218,泰山企業,      2960334,      2386161,      2475777,        118996,        187266,      8128534,      2682417,      1534916,        280756,        347039,      4845128,      3202434,        116643,        -66576,        156227,       -154056,              0,         28734,      3283406,              0.00,     16130870.00,             10.93
95/02,1219,福壽實業,      2690643,        210299,      2188103,         67485,         99621,      5256151,        987667,        180000,        505262,        211416,      1884345,      2722294,        207799,        118975,        322041,        -27368,              0,         28065,      3371806,              0.00,      5911000.00,             12.56
95/02,1220,台榮,      1611289,        110026,        820797,         30833,        148345,      2721290,        644086,              0,          5813,        106632,        756531,      1770779,            537,        -73681,         35036,              0,              0,        232088,      1964759,              0.00,              0.00,              9.78
95/02,1225,福懋油,      1921366,        170902,      2012596,        122578,        149444,      4376886,      1805275,        316334,        100296,        107792,      2329697,      1627000,        120301,        -11297,         71791,              0,              0,        239394,      2047189,              0.00,              0.00,             11.11
95/02,1227,佳格,      3503844,        993568,      2328267,         23471,        432171,      7281321,      1854799,        823056,          2941,         44977,      2725773,      3209184,         15173,      1187070,         88825,        -21182,              0,         76478,      4555548,              0.00,      2338960.00,             14.06
95/02,1229,聯華實業,      2788539,     10004838,      3558150,        122300,        564393,     17038220,      1820179,      1533711,         95377,        176560,      3625827,      6788966,        589843,      3203087,      1916419,        -59676,              0,        973754,     13412393,              0.00,      6079000.00,             18.86
95/02,1231,聯華食品,      1846285,         70274,        835913,         50066,        209258,      3011796,      1000613,        325699,              0,         66989,      1393301,      1154190,         76975,        371651,         -9530,              0,              0,         25209,      1618495,              0.00,              0.00,             13.80
95/02,1232,大統益,      2215216,        417985,      1460336,          1586,         27466,      4122589,      1799246,        120000,              0,          9517,      1928763,      1599749,         23784,        553828,              0,              0,              0,         16465,      2193826,              0.00,              0.00,             13.61
