年季,公司代號,公司名稱,現金及約當現金,存放央行及拆借銀行同業,公平價值變動列入損益之金融資產-淨額,附賣回票券及債券投資,應收款項-淨額,待出售資產,貼現及放款-淨額,備供出售金融資產-淨額,持有至到期日金融資產-淨額,採權益法之股權投資-淨額,其他金融資產-淨額,固定資產-淨額,無形資產,其他資產,資產總計,央行及銀行同業存款,應付商業本票-淨額,公平價值變動列入損益之金融負債,附買回票券及債券負債,應付款項,與待出售資產直接相關之負債,存款及匯款,央行及同業融資、應付金融債券,特別股負債,其他負債,負債總計,股本,資本公積,保留盈餘,股東權益其他項目,母公司股東權益合計,少數股權,股東權益總計,母公司暨子公司持有之母公司庫藏股股數（單位：股）,預收股款(股東權益項下)之約當發行股數(單位:股),每股淨值
97/01,2801,彰化銀行,     22889339,     85554211,     12874845,      9891355,     19025431,              0,    908515486,     62451793,    125271754,              0,      7470724,     24977838,         71450,     21523356,  1300517582,    131009984,              0,      2059246,     19738469,     24678751,              0,  1005683756,     23000000,              0,     11330032,  1217500238,     62094756,              0,     13712905,      7209683,     83017344,              0,     83017344,              0,              0,             13.37
97/01,2809,京城銀行,      3677639,     24823876,      1442029,        921304,      1006244,              0,    124703480,      3373050,      1522167,              0,      2840040,      3438544,        162675,      1278597,    169189645,      6511135,              0,        936763,        852517,      2343681,              0,    144481318,        603100,              0,      2224415,    157952929,     10843343,              0,        545245,       -151872,     11236716,              0,     11236716,      5000000,              0,             10.41
97/01,2812,台中銀行,      4171429,     42326472,        774262,              0,      2348907,              0,    193681093,              0,     13769315,              0,        181549,      3778486,              0,      3589393,    264620906,      3134353,              0,              0,      1098200,      2679871,              0,    238305897,      2400000,              0,        740613,    248358934,     13040880,        750000,      2186021,        284079,     16260980,            992,     16261972,              0,              0,             12.47
97/01,2836,高銀,      2009256,      5230520,      5447279,      7868193,      1310915,              0,    117745379,        959436,      7681874,              0,      4672833,      2367680,         35005,        737171,    156065541,     10140312,              0,         16642,        338391,      2741815,              0,    128327423,      3602398,              0,        563470,    145730451,      5034238,      2542403,      2763217,         -4768,     10335090,              0,     10335090,              0,              0,             20.53
97/01,2838,聯邦銀行,      6311441,     40141035,     22069597,        501028,     28104732,              0,    198182997,      6598209,     42170873,        215877,     15509447,      8626923,      2574217,     14141917,    385148293,     26313980,        458790,        170410,     48825148,      5311652,              0,    270346256,      9879400,        327200,      3218750,    364851586,     22861044,         33811,     -4515745,        -95373,     18283737,      2012970,     20296707,              0,              0,              8.00
97/01,2845,遠東商銀,      2354395,     78740635,     11902859,              0,     19553281,              0,    219957690,      5367531,              0,      2900315,     12282271,      2469993,              0,      8801816,    364330786,     16318114,              0,      4765007,      2138302,      4648836,              0,    287061198,     29498782,              0,        856923,    345287162,     18797803,      1034269,       -643688,       -144760,     19043624,              0,     19043624,              0,              0,             10.13
97/01,2849,安泰銀行,      3323647,     49372318,      1744424,              0,      4413095,              0,    177337848,      2524260,              0,      1149979,     21421177,      2804283,        276119,      8052895,    272420045,      4036307,              0,     35052215,      2235325,      3022367,              0,    198042617,     12728686,      3442167,        539379,    259099063,     33598850,      2658133,    -22937127,          1126,     13320982,              0,     13320982,              0,              0,              3.96
