年季,公司代號,公司名稱,流動資產,基金及投資,固定資產,無形資產,其他資產,受託買賣借項,資產合計,流動負債,長期負債,其他負債,受託買賣貸項,負債合計,股本,資本公積,保留盈餘,股東權益其他項目,少數股權,股東權益合計,預收股款(股東權益項下)之約當發行股數(單位:股),母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值
99/03,2855,統一證券,     47791749,        582250,      2595217,            610,      1937314,        467706,     53374846,     33268550,              0,        399512,              0,     33668062,     12319334,        317109,      7330114,       -283250,         23477,     19706784,              0,     30025000,             16.38
99/03,2856,元富證券,     70372237,      1341521,      2186819,        307154,      2031794,        145614,     76385139,     57142802,              0,        404810,              0,     57547612,     14664610,        273422,      3835742,         63753,              0,     18837527,              0,        822000,             12.88
99/03,6005,群益證,     46572282,      1194044,      4326758,        397470,      2394061,         75228,     54959843,     29200599,      1222828,        380879,              0,     30804306,     20375495,      1302852,      1831769,         51195,        594226,     24155537,              0,              0,             11.56
99/03,6012,金鼎證券,     18225233,        640650,      2069611,        389258,      1621730,              0,     22946482,     11768878,              0,        590402,         85567,     12444847,     10827764,              0,       -342757,        -21827,         38455,     10501635,              0,              0,              9.66
