年季,公司代號,公司名稱,現金及約當現金,存放央行及拆借銀行同業,公平價值變動列入損益之金融資產-淨額,附賣回票券及債券投資,應收款項-淨額,待出售資產,貼現及放款-淨額,備供出售金融資產-淨額,持有至到期日金融資產-淨額,採權益法之股權投資-淨額,其他金融資產-淨額,固定資產-淨額,無形資產,其他資產,資產總計,央行及銀行同業存款,應付商業本票-淨額,公平價值變動列入損益之金融負債,附買回票券及債券負債,應付款項,與待出售資產直接相關之負債,存款及匯款,央行及同業融資、應付金融債券,特別股負債,其他負債,負債總計,股本,資本公積,保留盈餘,股東權益其他項目,母公司股東權益合計,少數股權,股東權益總計,母公司暨子公司持有之母公司庫藏股股數（單位：股）,預收股款(股東權益項下)之約當發行股數(單位:股),每股淨值
100/04,2801,彰化銀行,     52948875,     79667740,     25020162,              0,     19594840,              0,  1122738843,     57579949,    180376569,              0,     12943157,     23507734,         62074,     14677570,  1589117513,    112053512,              0,      2035814,     10726892,     32060191,              0,  1288280725,     38496086,              0,      9786337,  1493439557,     67683284,              0,     18509344,      9485328,     95677956,              0,     95677956,              0,              0,             14.14
100/04,2809,京城銀行,      3496233,     39973533,      4373453,              0,        760483,              0,     94496092,      1255837,      6464795,              0,     21876074,      2651207,              0,        875686,    176223393,      1521513,              0,          2196,     11776642,      2618606,              0,    136090972,      7896931,              0,        769841,    160676701,     10512343,        174304,      4944112,        -84067,     15546692,              0,     15546692,     11297000,              0,             14.95
100/04,2812,台中銀行,      8349905,     74267724,      1096769,              0,      2868589,         41639,    277756366,      4211580,      9439040,        127811,        850396,      3339207,              0,      1894542,    384243568,      3462519,              0,         51804,              0,      7721427,              0,    333691650,     13390109,              0,        465005,    358782514,     22338576,        675537,      2212377,        234564,     25461054,              0,     25461054,              0,              0,             11.40
100/04,2836,高銀,      2840102,     24134482,      1615849,      5878341,        975800,              0,    166215870,     11748424,      5566536,              0,      1830973,      2202576,         62565,        771284,    223842802,     11511596,              0,          3837,        103207,      3386690,              0,    193866022,      4000000,              0,        608218,    213479570,      7069476,      2017724,      1277895,         -1863,     10363232,              0,     10363232,              0,              0,             14.66
100/04,2838,聯邦銀行,      8493547,    101781769,      8293523,        272926,     15278418,              0,    189111113,      7603308,      1313015,         66721,     49865957,      7972879,      2119709,      9205130,    401378015,      8665901,        948940,         33852,     34522173,      6031257,              0,    321914712,      4890000,              0,      2181470,    379188305,     19484996,         33811,      3054066,       -608210,     21964663,        225047,     22189710,              0,              0,             11.27
100/04,2845,遠東商銀,      6005214,     86739190,     13806866,        850505,     20855894,              0,    269460381,     15674659,      3927905,      2474458,     12116525,      2943673,      1905193,      1694647,    438455110,     13155660,              0,      4081035,        213870,      4691225,              0,    369998562,     20230280,              0,      1430100,    413800732,     21185604,         29008,      3409346,         30420,     24654378,              0,     24654378,              0,              0,             11.64
100/04,2849,安泰銀行,      4569870,     86964396,      9912480,        199912,      7437352,              0,    197819418,     52641537,              0,              0,      1958921,      1412443,        244877,      4979902,    368141108,      7104620,              0,     13708793,      7579251,      4095128,              0,    301167013,     11190000,      1414865,        447620,    346707290,     16796775,      1461505,      3286984,       -111446,     21433818,              0,     21433818,              0,              0,             12.76
