年季,公司代號,公司名稱,資產,現金及約當現金,存放央行及拆借銀行同業,公平價值變動列入損益之金融資產-淨額,附賣回票券及債券投資,應收款項-淨額,待出售資產,貼現及放款-淨額,備供出售金融資產-淨額,持有至到期日金融資產-淨額,採權益法之股權投資-淨額,其他金融資產-淨額,不動產投資-淨額,固定資產-淨額,無形資產-淨額,其他資產-淨額,資產總計,負債,央行及金融同業存款,央行及同業融資,公平價值變動列入損益之金融負債,附買回票券及債券負債,應付商業本票-淨額,應付款項,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,應付退休金負債,營業及負債準備,其他金融負債,其他負債,負債總計,股東權益,股本,資本公積,保留盈餘,股東權益其他項目,母公司股東權益合計,少數股權,股東權益總計,母公司暨子公司持有之母公司庫藏股股數（單位：股）,預收股款(股東權益項下)之約當發行股數(單位:股),每股淨值(元)
95/01,2880,華南金,,     32178838,    142712728,     77627528,      2209621,     47192736,              0,    950264512,    110744354,    219555723,         86018,     14322468,        124353,     25322219,        456621,     21231533,  1644029252,,    112818424,              0,     35734171,     59594102,      4037797,     56437658,              0,  1231480269,     34000000,      2050000,              0,        629356,      5875120,        880368,      7338450,  1550875715,,     59702086,     12407540,     17082066,      3950985,     93142677,         10860,     93153537,              0,              0,             15.60
95/01,2881,富邦金,,     63103182,     61548040,    105347935,      5966291,     91238001,              0,    682911549,    372398870,      4675380,      1645791,    201045680,      9922492,     23263016,        609849,     15403412,  1639079488,,     38741090,        430238,     34060986,    115494943,      3297307,     47695852,              0,    864123893,     63276000,      3568284,              0,        323998,    220597962,     74504200,      6142304,  1472257057,,     77190935,     51016628,     31590309,      3129502,    162927374,      3895057,    166822431,              0,              0,             21.11
95/01,2882,國泰金,,    314012092,     46512499,    181424531,      9198701,     98248749,              0,  1132924935,    263221292,    518125875,      3698589,    405585342,    106825508,     42013092,      1297704,     46448997,  3169537906,,     83545631,        812500,     64968249,     36279930,      1298392,     41704325,              0,    877767204,     31122908,              0,              0,              0,  1696760965,    111790445,     16554370,  2962604919,,     85258878,     68168225,     42323855,      7739790,    203490748,      3442239,    206932987,              0,              0,             23.87
95/01,2883,開發金,,     16712473,     15414399,     75458872,     11464799,     21809990,              0,     57949046,     51743720,              0,     10426367,     51764174,              0,      4148987,              0,     10274689,    327167516,,     19806181,              0,      7327973,     57940808,      3737547,     15482773,              0,      4051650,     39500000,     15901208,              0,              0,              0,      3798818,      9103456,    176650414,,    109577954,     15903598,     10627042,     13393885,    149502479,      1014623,    150517102,              0,              0,             13.64
95/01,2884,玉山金控,,     12547579,     35053354,     89988419,      5525804,     35757170,              0,    383247535,     58404944,     15001072,         29553,      5477767,              0,     11036537,      3662701,      6880948,    662613383,,     36897018,              0,     41599561,     58753245,        699295,      8131160,              0,    436577474,     24700000,      1040000,              0,              0,              0,      2760464,      1529126,    612687343,,     32303815,      9859777,      6796795,        963846,     49924233,          1807,     49926040,              0,              0,             15.45
95/01,2885,元大金,,      4756785,     32609915,     28069293,      3144049,     41188720,              0,    225060241,     19127109,      4825028,              0,      7313228,              0,      5438047,      1986754,      9954788,    383473957,,     30604686,              0,      4151358,     27263979,     19401206,     11605444,              0,    231044304,      8513117,      9365000,              0,        343685,        499677,              0,        535419,    343327875,,     31617616,      8553292,        102939,       -158793,     40115054,         31028,     40146082,      7300000,              0,             12.72
95/01,2886,兆豐金,,     57901220,    108165653,    247177108,      3521775,     94711344,              0,  1075898502,    278298970,    190652019,      3015388,     35342942,        156324,     24974022,         47361,      9544773,  2129407401,,    284028439,     60503706,     49482986,    310016992,     11197228,     70321397,              0,  1051985758,     53831432,      3690000,              0,      1819640,      9128888,      6830641,      9283765,  1922120872,,    111694492,     46050936,     41202364,      7614404,    206562196,        724333,    207286529,    110023000,              0,             18.68
95/01,2887,台新金控,,     43984781,    144804371,    206093377,     28933845,    130731119,              0,  1373697670,     74969461,    190177590,      1041641,     12786585,              0,     46914521,     20681040,     56385906,  2331201907,,    229514582,      9846738,     14699344,     93381826,      7303278,     69083832,              0,  1609367825,    103069749,      3120000,              0,              0,      1718640,        543139,     16461089,  2158110042,,     71167199,     34527890,      2660825,        638802,    108994716,     64097149,    173091865,              0,              0,             15.32
95/01,2888,新光金,,     49324773,     60345312,     49380384,      3111756,     36697716,              0,    370767823,     98599009,    217614685,        383314,    347037929,     74604467,     27498845,      1243767,     23395126,  1360004906,,      5972328,              0,      2290953,      7188706,              0,     15273073,              0,    285752877,     35067277,        577227,              0,              0,    896084932,     25022533,      7930647,  1281160553,,     40743739,     12870597,     19030382,      3686702,     76331420,      2512933,     78844353,     10000000,              0,             18.78
95/01,2889,國票金控,,      2712952,      1250000,     94489560,     24892808,      8686729,              0,              0,     87244002,        496601,      1470856,      9821947,              0,      2128271,        288650,      4186619,    237668995,,      3728000,              0,          1262,    196538899,      1438328,      1609546,              0,              0,              0,              0,              0,        137502,      2956984,        951772,        125168,    207487461,,     21198825,              0,      4031302,      1139057,     26369184,      3812350,     30181534,              0,              0,             12.44
95/01,2890,永豐金控,,     21918473,     63922242,     60668078,     20936022,     62527533,              0,    639214647,    158283194,      5645831,        476814,      6358947,              0,     12969372,              0,     32026965,  1084948118,,     61512142,      2407161,      2644346,     39468693,     11549023,     25883317,              0,    761908113,     44599247,     18422197,              0,              0,              0,        931772,     23045818,    992371829,,     72419918,      2323119,     20329688,     -2588851,     92483874,         92415,     92576289,              0,              0,             12.77
