年季,公司代號,公司名稱,流動資產,貼現及放款,基金與投資,固定資產,無形資產,其他資產,流動負債,存款及匯款,央行及銀行同業融資,長期負債,其他負債,股本,資本公積,保留盈餘,股東權益其他項目,庫藏股票,資產合計,負債合計,少數股權,股東權益合計,預收股款(股東權益項下)之約當發行股數(單位:股),母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值
98/02,1409,新纖,     20890245,     26878047,      9983925,     16843515,         83031,      3182382,     12794421,     34629288,              0,      5535130,      3095642,     14540738,        714839,        940988,        971095,        -95892,     77861145,     56054481,      4734896,     21806664,              0,     17842000,             11
98/02,1718,中纖,     75025202,    206668879,     18240769,     11951490,        343178,      7795648,     23979931,    262304457,              0,      5392226,      1561081,     14105902,      1253113,     -1608658,      2011533,     -1572000,    320025166,    293237695,     12597581,     26787471,              0,    299084283,             12
98/02,2514,龍邦國際,     90342342,     31796682,    108432717,      7669194,              0,     37007250,      6594078,              0,              0,      2576551,    258598674,      5277540,        635504,       -902995,       -654714,       -644160,    275248185,    267769303,      3767707,      7478882,              0,     57249000,              7
98/02,2905,三商,     27391810,     14150522,     59685037,      7207911,         18024,     14493305,      7526323,              0,              0,      3494292,    103107740,      5479739,        489178,      2378416,     -1331155,       -722199,    122946609,    114128355,      2524275,      8818254,              0,     46732000,             12
