年季,公司代號,公司名稱,流動資產,基金與投資,固定資產,無形資產,其他資產,資產合計,流動負債,長期負債,其他負債,負債合計,股本,資本公積,保留盈餘,股東權益其他項目,庫藏股票,少數股權,股東權益合計,換算匯率,換算匯率參考依據,是否經當地會計師查核或核閱
96/01,9102,東亞科,      5426109,        203073,      1876031,         70752,        328393,      7904358,      5413460,          6565,          5234,      5425259,      2129005,         12693,        302745,        -71144,              0,        105800,      2479099,21.81,資產負債表日台銀新加坡收盤價買賣平均匯率,毋須經會計師查核或核閱
96/01,9105,泰金寶,     27377802,         51388,      5266621,        409555,         91276,     33196642,     20338657,      1135977,              0,     21474634,      3693146,      2764759,      5627283,       -363180,              0,              0,     11722008,0.943:1(THB:NT),依財報日之匯率,經會計師核閱
