年季,公司代號,公司名稱,流動資產,貼現及放款,基金與投資,固定資產,無形資產,其他資產,流動負債,存款及匯款,央行及銀行同業融資,長期負債,其他負債,股本,資本公積,保留盈餘,股東權益其他項目,庫藏股票,資產合計,負債合計,少數股權,股東權益合計,預收股款(股東權益項下)之約當發行股數(單位:股),母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值
95/04,1712,興農,     11486629,      1646721,     12738665,      2797162,        339792,      1647202,      2535082,              0,              0,        273242,     23161329,      3644184,         42402,        925684,        -67807,        -15877,     30656171,     25969653,        157932,      4686518,              0,              0,             12
95/04,1718,中纖,     67058155,    186349893,     11224098,     10604586,        395916,     11427710,     18854071,    239738912,              0,      2136228,      2068891,     14641000,      1517985,       -191426,      2627211,     -1698344,    287060358,    262798102,      7365830,     24262256,              0,              0,             11
95/04,2514,龍邦國際,     60133344,     24623795,    111352757,      3911874,              0,     17812712,     11846793,              0,              0,      1953935,    188704451,      5026857,      1374257,        467517,        842712,        -10641,    217834482,    202505179,      7628601,     15329303,              0,              0,             15
95/04,2905,三商,     40906670,     10484948,     24729724,      9124720,         16767,      9803236,     15715457,              0,              0,      4238028,     61679647,      5413733,        298072,      2160059,        162809,       -733203,     95066065,     81633132,      6131463,     13432933,              0,              0,             13
95/04,9902,台火,      1489319,              0,        186656,        468403,              0,        257537,      1016591,              0,              0,         53874,        218503,        980496,         35826,        -68672,       -339350,              0,      2401915,      1288968,        504647,      1112947,              0,      9467875,              6
