年季,公司代號,公司名稱,流動資產,基金與投資,固定資產,無形資產,其他資產,資產總計,流動負債,長期負債,各項準備,其他負債,負債總計,股本,資本公積,保留盈餘,股東權益其他調整項目合計,庫藏股票(自98年第4季起併入「其他項目」表達),共同控制下前手權益,少數股權,股東權益總計,預收股款(股東權益項下)之約當發行股數(單位:股),母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值
98/04,1101,台泥,     54251716,     11735320,    128828473,      3140160,      6785593,    204741262,     50754424,     45497237,      5230295,      2145496,    103627452,     32921759,      8550059,     17113938,     20524344,              0,              0,     22003710,    101113810,              0.00,              0.00,             24.03
98/04,1102,亞泥,     36791625,     55598558,     60585404,      3270962,      7481642,    163728191,     26181870,     46154354,      1466299,      1857862,     75660385,     29857355,      8197276,     22263824,     14766576,              0,              0,     12982775,     88067806,              0.00,              0.00,             25.15
98/04,1103,嘉泥,     11081929,      6901291,     11083079,        566057,        365754,     29998110,      2767743,      6098937,      1291202,        831764,     10989646,      7178779,        494525,      6854747,      2278288,              0,              0,      2202125,     19008464,              0.00,    139303165.00,             29.05
98/04,1104,環球水泥,      3472416,      6990652,      6745569,        338481,      2607768,     20154886,      1894717,      4024953,      1169037,        482957,      7571664,      6038919,        159623,      2358546,      3809758,              0,              0,        216376,     12583222,              0.00,              0.00,             20.48
98/04,1108,幸福水泥,      5138244,        264363,      3327620,          1240,        622349,      9353816,      3322712,      1205000,              0,        474046,      5001758,      4047380,         27412,        287319,        -14653,              0,              0,          4600,      4352058,              0.00,              0.00,             10.74
98/04,1109,信大水泥,      3491219,        930618,      2932953,         99464,        201693,      7655947,        382202,              0,              0,        363136,        745338,      4210008,         42598,      1857083,        -18995,              0,              0,        819915,      6910609,              0.00,              0.00,             14.47
98/04,1110,東泥,      1639579,      2346908,      4736863,              0,        886888,      9610238,        519806,              0,        242930,        542095,      1304831,      5720008,        179909,      1635837,        766552,              0,              0,          3101,      8305407,              0.00,      4301932.00,             14.62
98/04,1201,味全公司,      6195051,         99780,      7046616,        226273,      1343148,     14910868,      5463348,      1575446,        748907,      1575053,      9362754,      5060629,         75602,        810086,       -447636,              0,              0,         49433,      5548114,              0.00,              0.00,             10.87
98/04,1203,味王公司,      2612374,        359951,      3970508,         30183,        778926,      7751942,      1042918,        305191,        879845,        526686,      2754640,      2197164,         36154,        780827,      1189494,              0,              0,        793663,      4997302,              0.00,      2100000.00,             19.32
98/04,1210,大成長城,     14103022,      1515835,      8490746,        342222,      1156509,     25608334,      9069623,      1513299,         20754,        615030,     11218706,      4711123,      1705501,      2562052,        508511,              0,              0,      4902441,     14389628,              0.00,     35181556.00,             21.76
98/04,1213,大飲,        331280,         30196,        259039,              0,        117199,        737714,        136081,              0,              0,          4549,        140630,        514751,         21938,         62539,         -2144,              0,              0,              0,        597084,              0.00,              0.00,             11.60
98/04,1215,卜蜂企業,      3396100,        689122,      1324422,         33516,        113748,      5556908,      1951204,              0,              0,        321855,      2273059,      2320268,            967,        444785,        400163,              0,              0,        117666,      3283849,              0.00,              0.00,             13.65
98/04,1216,統一,    102977153,     45220608,    101416228,      5695929,     17779005,    273088923,     91860703,     66347951,      1908678,      8526164,    168643496,     38974002,      6185983,     15211290,      4035770,              0,              0,     40038382,    104445427,              0.00,              0.00,             16.53
98/04,1217,愛之味,      2274921,      2283316,      3349625,         70753,      1229509,      9208124,      1496580,      2406921,         79974,        251603,      4235078,      4476893,         28227,        -47635,        158213,              0,              0,        357348,      4973046,              0.00,              0.00,             10.31
98/04,1218,泰山企業,      2803708,      2017226,      2545045,         22147,        258428,      7646554,      1333396,      2200889,        229042,        216574,      3979901,      3202434,         43537,        228924,        161231,              0,              0,         30527,      3666653,              0.00,     12208428.00,             11.80
98/04,1219,福壽實業,      3422053,        281456,      2080365,         28873,        102133,      5914880,      1086029,        409087,        505262,        270090,      2270468,      2743080,        215710,        336808,        333410,              0,              0,         15404,      3644412,              0.00,              0.00,             13.23
98/04,1220,台榮,      1395389,        110788,        609977,         14773,        166037,      2296964,        520702,          1996,          5813,        108120,        636631,      1770779,            537,       -281451,         20299,              0,              0,        150169,      1660333,              0.00,              0.00,              8.53
98/04,1225,福懋油,      2633681,        240464,      2804958,        100041,        262115,      6041259,      2451957,      1121289,        100296,         64978,      3738520,      1627000,        130739,         71409,        193436,              0,              0,        280155,      2302739,              0.00,              0.00,             12.43
98/04,1227,佳格,      6475674,        417024,      2273508,         22199,        466972,      9655377,      3500772,        172516,         33685,         28078,      3735051,      3225230,         29242,      2443854,        109191,              0,              0,        112809,      5920326,              0.00,      2350654.00,             18.14
98/04,1229,聯華實業,      2883184,     13575624,      5405703,        112415,        153483,     22130409,      1862496,      2792543,         93688,        236845,      4985572,      8144792,        828936,      4716973,      2681764,              0,              0,        772372,     17144837,          5000.00,         91000.00,             20.10
98/04,1231,聯華食品,      1835379,          7011,        726516,         41888,        476794,      3087588,        692974,        526199,              0,        119929,      1339102,      1154190,         73042,        515353,        -10417,              0,              0,         16318,      1748486,              0.00,              0.00,             15.01
98/04,1232,大統益,      2777880,        103331,      1082475,          1410,         12707,      3977803,      1130329,              0,              0,         42514,      1172843,      1599749,         23784,      1205862,        -46750,              0,              0,         22315,      2804960,              0.00,              0.00,             17.39
98/04,1233,天仁,        656055,          3860,        851031,          4731,         94660,      1610337,        270402,            286,              0,          8444,        279132,        905919,         60605,        352645,           -509,              0,              0,         12545,      1331205,              0.00,              0.00,             14.56
98/04,1234,黑松,      2598994,      6915372,      2955297,         11050,        551243,     13031956,      1042688,              0,      1915676,        506875,      3465239,      5358281,        184601,      1977972,      2045863,              0,              0,              0,      9566717,              0.00,              0.00,             17.85
98/04,1235,興泰,        785988,        158179,        142091,              0,        146970,      1233228,        270232,              0,         36662,         23647,        330541,        529445,         27674,         98980,        237255,              0,              0,          9333,        902687,              0.00,      2009248.00,             17.54
98/04,1236,宏亞食品,        700368,         21398,      1104058,         10257,         99037,      1935118,        468714,              0,              0,        202193,        670907,        852312,         33396,        375664,          2839,              0,              0,              0,      1264211,              0.00,              0.00,             14.83
98/04,1301,台塑,    110854588,    114308448,     95167283,      2462938,      8352386,    331145643,     48868992,     49894756,              0,      7051409,    105815157,     61209046,     12814073,    104112721,     47194646,              0,              0,              0,    225330486,              0.00,              0.00,             36.81
98/04,1303,南亞塑膠,    152891489,    107745350,    154762606,      1937064,      6166285,    423502794,     48814364,     94082613,              0,     16919072,    159816049,     78522986,     27296191,    109701196,     35075751,              0,              0,     13090621,    263686745,              0.00,        183235.00,             31.91
98/04,1304,台聚,     27727637,      3551469,     12800469,        894256,      2859766,     47833597,     14169761,      5552198,        800992,      3032434,     23555385,      7714032,        204196,      3983125,        885615,              0,              0,     11491244,     24278212,              0.00,     46323928.00,             17.64
98/04,1305,華夏,      5677903,        229502,      3905687,         78638,        915054,     10806784,      3123244,        796449,        592084,      1245942,      5757719,      4248035,          9171,        194418,        482141,              0,              0,        115300,      5049065,              0.00,              0.00,             11.61
98/04,1307,三芳化工,      4609850,        120933,      3184551,        156370,        150193,      8221897,      2082294,        756400,         37782,        302693,      3179169,      2971094,        137866,      1934809,         -1041,              0,              0,              0,      5042728,              0.00,              0.00,             16.97
98/04,1308,亞聚,      3317925,      2941079,        596527,         10272,        585936,      7451739,        592513,              0,         21469,        303553,        917535,      2609316,         31383,      2516860,      1376645,              0,              0,              0,      6534204,              0.00,              0.00,             25.04
98/04,1309,台達化工,      6022328,        627213,      1898340,         55865,        459465,      9063211,      2962491,      2143790,        143860,        518453,      5768594,      2786155,          4392,        157095,        346975,              0,              0,              0,      3294617,              0.00,              0.00,             11.82
98/04,1310,台苯,      7296255,      2207494,      2416777,        114016,        659321,     12693863,      5119983,        172526,         41452,        156359,      5490320,      5803403,        239869,        713362,       -101097,              0,              0,        548006,      7203543,              0.00,     78599688.00,             13.26
98/04,1312,國喬石化,      7996656,      3272470,      9925217,        873132,        785960,     22853435,      6836999,      1200000,      1062196,        512061,      9611256,      9266203,        159809,        413898,      1703240,              0,              0,      1699029,     13242179,              0.00,     13516848.00,             13.31
98/04,1313,聯成,     16486140,      5210475,      7060115,        385745,        294454,     29436929,      9077063,      4618504,         99828,        316269,     14111664,      8531720,        456732,      4348693,      1974905,              0,              0,         13215,     15325265,      5035000.00,     11787000.00,             18.20
