年季,公司代號,公司名稱,資產,現金及約當現金,存放央行及拆借銀行同業,公平價值變動列入損益之金融資產-淨額,附賣回票券及債券投資,應收款項-淨額,待出售資產,貼現及放款-淨額,備供出售金融資產-淨額,持有至到期日金融資產-淨額,採權益法之股權投資-淨額,其他金融資產-淨額,不動產投資-淨額,固定資產-淨額,無形資產-淨額,其他資產-淨額,資產總計,負債,央行及金融同業存款,央行及同業融資,公平價值變動列入損益之金融負債,附買回票券及債券負債,應付商業本票-淨額,應付款項,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,應付退休金負債,營業及負債準備,其他金融負債,其他負債,負債總計,股東權益,股本,資本公積,保留盈餘,股東權益其他項目,母公司股東權益合計,少數股權,股東權益總計,母公司暨子公司持有之母公司庫藏股股數（單位：股）,預收股款(股東權益項下)之約當發行股數(單位:股),每股淨值(元)
98/02,2880,華南金,,     20376838,    163663926,     33646956,      4144441,     37343716,              0,  1060527566,     87714205,    246573636,         86101,     10168731,        684523,     26290259,        543244,     14785857,  1706549999,,     51199157,              0,     45761239,     16573135,      1454901,     37701972,              0,  1416420132,     28000000,      2228000,              0,      1544253,      8285836,        709142,      7199322,  1617077089,,     62723012,     12408819,     14626113,       -286346,     89471598,          1312,     89472910,              0,              0,             14.69
98/02,2881,富邦金,,     69115858,    286970343,     46896645,      7844913,    101549217,              0,  1016795323,    609958447,    161790861,      1505334,    415619509,     39377004,     23979446,     10933704,     20856247,  2813192851,,    106321361,              0,     34413137,     12497526,      1084067,     51922686,              0,  1194476347,     71464872,      3800000,              0,              0,    997691738,    151406129,     12365595,  2637443458,,     81253615,     53917063,     42025333,     -6165375,    171030636,      4718757,    175749393,     11080000,              0,             21.08
98/02,2882,國泰金,,    422500097,     79601210,    144247906,     43795281,     93871385,              0,  1312779502,    514692799,    690701135,      2466603,    461829802,    114663887,     40609600,      7742773,     51873825,  3981375805,,     45447368,      1640900,     44193316,      9477439,        130000,     30409054,              0,  1179756856,     35194806,              0,              0,              0,  2189177236,    237019418,     21044887,  3793491280,,     97375372,     81703998,     25112957,    -19676054,    184516273,      3368252,    187884525,     66659815,              0,             19.08
98/02,2883,開發金,,     12196706,     19583609,     26124852,      1183486,     13856157,              0,     67736640,     45087640,              0,     12916031,     48851860,              0,      4246689,              0,     12746091,    264529761,,      3538520,              0,     16725154,     20495316,      4976101,      9749899,              0,     23511874,     49244540,     10262210,              0,              0,              0,      4530871,      1561965,    144596450,,    112309170,      8638973,      1530886,     -3181991,    119297038,        636273,    119933311,    686872000,              0,             11.31
98/02,2884,玉山金控,,      8768429,    148926159,     55872520,      1726510,     34465783,              0,    546263648,     46008152,     18493243,              0,      8511247,              0,     13024368,      4005444,      4375184,    890440687,,     35091676,              0,     17348198,     36204419,        237987,      7627393,              0,    704305009,     36600000,        118000,              0,              0,              0,      2395068,        505855,    840433605,,     36528000,     10406597,      3703050,       -630565,     50007082,              0,     50007082,     42000000,              0,             14.28
98/02,2885,元大金,,     20297743,     39267429,     57201456,     11299547,     60272836,         40819,    225781911,     20368640,      3266293,      5984212,     17076856,              0,      8861340,      8199857,     14540223,    492459162,,      9282489,              0,      5190653,     15787199,      1953239,     30898977,              0,    273905742,     22300000,      1765253,              0,        943277,        800226,      1036801,     16864256,    380728112,,     81021057,     24943305,      5524466,         58095,    111546923,        184127,    111731050,     28000000,              0,             13.82
98/02,2886,兆豐金,,    456402214,    145991211,    166402433,        985997,     91429799,              0,  1297233840,    249823000,    194538751,      2581743,     25298659,        516457,     23417624,        311942,     11418416,  2666352086,,    603642112,     52844525,     43870593,    207714121,      3489846,     58935732,              0,  1418407761,     54154100,      7089304,              0,      1745352,     14003037,      4873954,      9886374,  2480656811,,    110594262,     43426403,     25630532,      5487030,    185138227,        557048,    185695275,              0,              0,             16.74
98/02,2887,台新金控,,     25380390,    237618746,     72311640,      6266773,     96621456,              0,  1485857899,     59517399,    218576254,      1214915,     36053780,              0,     44172634,     20757601,     47308693,  2351658180,,    178614178,              0,     24962231,     51172692,        499985,     47382082,              0,  1796279740,     83416343,              0,              0,              0,      2807890,        648742,     23129956,  2208913839,,     69880779,     19076045,     -6413522,       -126112,     82417190,     60327151,    142744341,              0,              0,             11.79
98/02,2888,新光金,,     60552812,     58805420,     61085974,     45971630,     51073514,              0,    468436788,    372646577,      9618812,        257535,    531556352,     76981681,     19191608,      2335046,     34769097,  1793282846,,      3690887,              0,      6612911,     23382443,      1799806,     12403298,              0,    336821557,     22070297,      7283933,      1654000,              0,  1202938945,    101776798,     10908882,  1731343757,,     62469066,     20649837,    -15777091,    -17770623,     49571189,     12367900,     61939089,     31400000,              0,              7.98
98/02,2889,國票金控,,      1327646,        120024,    112807563,      7467297,      9385475,              0,              0,     57840174,              0,      1448864,      4962161,              0,      2393350,        162378,      2588216,    200503148,,      8090000,              0,      1795640,    156293588,      2152870,      1708129,              0,              0,              0,              0,              0,         89600,      1834793,      1593483,         30185,    173588288,,     21947143,              0,        984847,        335857,     23267847,      3647013,     26914860,    100000000,              0,             11.11
