年季,公司代號,公司名稱,流動資產,基金及投資,固定資產,無形資產,其他資產,受託買賣借項,資產合計,流動負債,長期負債,其他負債,受託買賣貸項,負債合計,股本,資本公積,保留盈餘,股東權益其他項目,少數股權,股東權益合計,預收股款(股東權益項下)之約當發行股數(單位:股),母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值
97/02,2855,統一證券,     48238714,        820433,      2455317,              0,      2013959,        521614,     54050037,     29127262,      5935742,        362976,              0,     35425980,     12157062,        216610,      6417907,       -189559,         22037,     18624057,              0,              0,             15.81
97/02,2856,元富證券,     57107267,      1000210,      1959691,         51005,      1854506,        412048,     62384727,     43250409,      1200000,        394786,              0,     44845195,     13988726,         18628,      3595430,        -63252,              0,     17539532,              0,     11153167,             12.64
97/02,6005,群益證,     61707288,      1430290,      4231011,        400864,      1705796,        521364,     69996613,     45045666,        946523,        408164,              0,     46400353,     16267870,        845050,      6167557,        -12147,        327930,     23596260,              0,              0,             15.78
97/02,6012,金鼎證券,     33891885,        671037,      2147040,        252539,      2018576,              0,     38981077,     25499535,      2198066,        375289,         20422,     28093312,     10827764,              0,         -4574,         20377,         44198,     10887765,              0,              0,             10.01
