年季,公司代號,公司名稱,流動資產,貼現及放款,基金與投資,固定資產,無形資產,其他資產,流動負債,存款及匯款,央行及銀行同業融資,長期負債,其他負債,股本,資本公積,保留盈餘,股東權益其他項目,庫藏股票,資產合計,負債合計,少數股權,股東權益合計,預收股款(股東權益項下)之約當發行股數(單位:股),母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值
97/01,1409,新纖,     27611797,     25365154,     11549031,     15009533,         44587,      2802252,     12143054,     35916060,              0,      7391972,      3117914,     14540738,        720548,      1103024,      2494049,              0,     82382354,     58569000,      4954995,     23813354,              0,              0,             12
97/01,1718,中纖,     67697970,    193681093,     18092616,     11892577,        893020,      9792542,     23738342,    238290897,              0,      4362557,      2297582,     14641000,      1105033,      2126810,      2696233,     -1793423,    302049818,    268689378,     14584787,     33360440,              0,    299852283,             16
97/01,2514,龍邦國際,     66604429,     29491431,    113253234,      8195119,              0,     36895785,     14964670,              0,              0,      1160012,    226343555,      5026856,      1378658,        447797,       -233499,       -489306,    254439998,    242468237,      5841255,     11971761,              0,     43108000,             13
97/01,2905,三商,     37257700,     13359221,     41333115,      8581039,          8713,     16077770,     14682916,              0,              0,      4475619,     82396975,      5413733,        354949,      2529008,       -157663,       -733179,    116617558,    101555510,      7655200,     15062048,              0,     49336646,             15
