年季,公司代號,公司名稱,流動資產,基金及投資,固定資產,無形資產,其他資產,受託買賣借項,資產合計,流動負債,長期負債,其他負債,受託買賣貸項,負債合計,股本,資本公積,保留盈餘,股東權益其他項目,少數股權,股東權益合計,預收股款(股東權益項下)之約當發行股數(單位:股),母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值
99/01,2855,統一證券,     39757153,        661563,      2490667,              0,      2101953,         35366,     45046702,     22052667,      2881531,        414860,              0,     25349058,     11857062,        317109,      7872937,       -373099,         23635,     19697644,              0,     30025000,             17.02
99/01,2856,元富證券,     60783019,      1427711,      2171884,        308968,      2026293,              0,     66717875,     47312179,              0,        384348,         79721,     47776248,     14629585,        269068,      3971314,         71660,              0,     18941627,              0,        822000,             13.40
99/01,6005,群益證,     44319139,      1316346,      4356021,        397470,      2643137,              0,     53032113,     26410755,      2505636,        397492,          9303,     29323186,     18796582,      1302852,      2970138,         63582,        575773,     23708927,              0,              0,             12.31
99/01,6012,金鼎證券,     20243129,        677086,      2088590,        389258,      1751971,         46962,     25196996,     14184891,              0,        602713,              0,     14787604,     10827764,              0,       -436520,        -21807,         39955,     10409392,              0,              0,              9.58
