年季,公司代號,公司名稱,現金及約當現金,存放央行及拆借銀行同業,公平價值變動列入損益之金融資產-淨額,附賣回票券及債券投資,應收款項-淨額,待出售資產,貼現及放款-淨額,備供出售金融資產-淨額,持有至到期日金融資產-淨額,採權益法之股權投資-淨額,其他金融資產-淨額,固定資產-淨額,無形資產,其他資產,資產總計,央行及銀行同業存款,應付商業本票-淨額,公平價值變動列入損益之金融負債,附買回票券及債券負債,應付款項,與待出售資產直接相關之負債,存款及匯款,央行及同業融資、應付金融債券,特別股負債,其他負債,負債總計,股本,資本公積,保留盈餘,股東權益其他項目,母公司股東權益合計,少數股權,股東權益總計,母公司暨子公司持有之母公司庫藏股股數（單位：股）,預收股款(股東權益項下)之約當發行股數(單位:股),每股淨值
97/04,2801,彰化銀行,     25594634,     88843996,     14839363,      1113614,     15048123,              0,    978028617,     32381982,    174255975,              0,     21100272,     24801998,         52453,     20754967,  1396815994,    107683370,              0,      1019663,     16685563,     27978715,              0,  1115545305,     36568059,              0,     10730179,  1316210854,     62094756,              0,     11225557,      7284827,     80605140,              0,     80605140,              0,              0,             12.98
97/04,2809,京城銀行,      6397379,     22061020,      1674382,              0,        715480,              0,    104823661,      3683120,      1723516,              0,      4635526,      3348452,        130741,      1177124,    150370401,      1361054,              0,          8214,              0,      1586670,              0,    134214699,        601400,              0,      1558328,    139330365,     10512343,        102778,        480656,        -55741,     11040036,              0,     11040036,     10000000,              0,             10.60
97/04,2812,台中銀行,      5938748,     52793172,        537560,              0,      2100414,              0,    201741645,              0,     14770415,              0,        181549,      3674722,              0,      3391179,    285129404,      3450987,              0,        654605,              0,      3740796,              0,    258761146,      2400000,              0,        616912,    269624446,     13719006,        750000,        742399,        293553,     15504958,              0,     15504958,              0,              0,             11.30
97/04,2836,高銀,      3143549,     17118004,      1899772,      9702694,        783447,              0,    136927280,      2643660,      4226877,              0,      4036706,      2346444,         57837,        765238,    183651508,     10862325,              0,         19983,        293092,      2895744,              0,    158608995,      1000000,              0,        616075,    174296214,      5257982,      2542403,      1581788,        -26879,      9355294,              0,      9355294,              0,              0,             17.79
97/04,2838,聯邦銀行,      6439744,     42780997,     18474461,      4506965,     23940654,              0,    178458155,     11004808,     36318287,         66160,     29524015,      8582837,      2507395,     13039079,    375643557,     22692522,        179778,        239433,     39864582,      5099298,              0,    277565856,      8389300,              0,      2906975,    356937744,     23188244,         33811,     -5907536,       -225298,     17089221,      1616592,     18705813,              0,              0,              7.37
97/04,2845,遠東商銀,      5445282,     87114596,      8871325,              0,     17717381,              0,    210679832,      8237504,              0,      2547499,     14264712,      2384817,              0,      2689300,    359952248,      8944124,              0,      2479110,         50042,      4444339,              0,    296272866,     27538328,              0,        811793,    340540602,     23413183,          9978,     -4075209,         63694,     19411646,              0,     19411646,              0,              0,              8.29
97/04,2849,安泰銀行,      2622010,     62535490,      1167615,              0,      3644384,              0,    180493831,      1776162,              0,      1048957,     16259922,      2959763,        218444,      6886478,    279613056,      3227186,              0,     34117446,        498600,      2734953,              0,    217136150,      1670000,      1414865,        528705,    261327905,     16796775,      7234374,     -5772869,         26871,     18285151,              0,     18285151,              0,              0,             10.89
