年季,公司代號,公司名稱,現金及約當現金,存放央行及拆借銀行同業,公平價值變動列入損益之金融資產-淨額,附賣回票券及債券投資,應收款項-淨額,待出售資產,貼現及放款-淨額,備供出售金融資產-淨額,持有至到期日金融資產-淨額,採權益法之股權投資-淨額,其他金融資產-淨額,固定資產-淨額,無形資產,其他資產,資產總計,央行及銀行同業存款,應付商業本票-淨額,公平價值變動列入損益之金融負債,附買回票券及債券負債,應付款項,與待出售資產直接相關之負債,存款及匯款,央行及同業融資、應付金融債券,特別股負債,其他負債,負債總計,股本,資本公積,保留盈餘,股東權益其他項目,母公司股東權益合計,少數股權,股東權益總計,母公司暨子公司持有之母公司庫藏股股數（單位：股）,預收股款(股東權益項下)之約當發行股數(單位:股),每股淨值
96/02,2801,彰化銀行,     37039714,    123328761,     10483748,     10627514,     17112516,              0,    869344968,     69247083,    151573204,              0,      7807323,     24983151,         89287,     23016236,  1344653505,    156125435,              0,        492340,     17743986,     45922293,              0,  1016268393,     18417781,              0,     10777108,  1265747336,     62094756,              0,      8629435,      8181978,              0,              0,     78906169,              0,              0,             12.71
96/02,2809,京城銀行,      4556117,     24147190,      1470171,              0,      1118004,              0,    140588985,      1857278,      2118513,              0,        224751,      3861639,        300265,        846355,    181089268,      5909604,              0,              0,      1087774,      4675290,              0,    152781213,      3600000,              0,      1829839,    169883720,     10843343,              0,        248721,        113484,              0,              0,     11205548,              0,              0,             10.33
96/02,2812,台中銀行,      7968055,     35518697,      1222373,              0,      2141389,              0,    198740469,              0,     11767537,              0,        158849,      3785242,              0,      4346159,    265648770,      3250358,              0,          1055,        665000,      6889092,              0,    239259962,              0,              0,        661112,    250726579,     13040880,        750000,        846642,        284079,              0,            590,     14922191,              0,              0,             11.44
96/02,2836,高銀,      3210724,      5813680,      6276507,      2325151,      1126791,              0,    110554401,            600,     13104551,         51504,      5307572,      2348364,              0,        807610,    150927455,     10800397,              0,          2981,        517891,      3765048,              0,    119818656,      5008312,              0,        498471,    140411756,      5034238,      2542403,      2939598,           -540,              0,              0,     10515699,              0,              0,             20.89
96/02,2838,聯邦銀行,      9079588,     19623119,     19424482,     12428597,     34009999,              0,    206698390,      8181343,     40994418,        180680,      7132326,      8726752,      2757500,     14254766,    383491960,     27509387,        349604,        126012,     39294329,      8085202,              0,    270977027,     14822400,              0,      3120510,    364284471,     18280662,         59913,       -916626,        -49493,              0,      1833033,     19207489,              0,              0,              9.50
96/02,2845,遠東商銀,      3889723,     62691092,     10946351,              0,     22945249,              0,    233326237,      7131758,        251862,      1242595,      2105248,      5630115,              0,      6927638,    357087868,     12524334,              0,      4262567,      1448861,      6888302,              0,    278773806,     32381700,              0,        948057,    337227627,     18787004,      1018638,        101592,       -141127,     19766107,         94134,     19860241,              0,              0,             10.52
96/02,2849,安泰銀行,      4442679,     21316716,      9656541,              0,      6924052,              0,    217597084,      3702095,              0,      1285681,     26894134,      3844016,        195231,     16884786,    312743015,      1140553,              0,     35901667,     14413459,      4922164,              0,    238111326,      4670000,              0,        292296,    299451465,     20000000,        224148,     -6956835,         24237,              0,              0,     13291550,              0,              0,              6.65
