年季,公司代號,公司名稱,現金及約當現金,存放央行及拆借銀行同業,公平價值變動列入損益之金融資產-淨額,附賣回票券及債券投資,應收款項-淨額,待出售資產,貼現及放款-淨額,備供出售金融資產-淨額,持有至到期日金融資產-淨額,採權益法之股權投資-淨額,其他金融資產-淨額,固定資產-淨額,無形資產,其他資產,資產總計,央行及銀行同業存款,應付商業本票-淨額,公平價值變動列入損益之金融負債,附買回票券及債券負債,應付款項,與待出售資產直接相關之負債,存款及匯款,央行及同業融資、應付金融債券,特別股負債,其他負債,負債總計,股本,資本公積,保留盈餘,股東權益其他項目,母公司股東權益合計,少數股權,股東權益總計,母公司暨子公司持有之母公司庫藏股股數（單位：股）,預收股款(股東權益項下)之約當發行股數(單位:股),每股淨值
98/02,2801,彰化銀行,     17566627,     97590638,     22122058,              0,     10937468,              0,    982066445,     25923213,    211274065,              0,     21424411,     24471769,         54537,     17505110,  1430936341,    107938273,              0,        630053,     14658518,     24625407,              0,  1175902109,     18502084,              0,     10974103,  1353230547,     62094756,              0,      8001396,      7609642,     77705794,              0,     77705794,              0,              0,             12.51
98/02,2809,京城銀行,      4823074,     23790849,      1141299,              0,        675448,              0,     98756294,      4006164,      7298706,              0,     16515211,      3240847,        122804,      1097461,    161468157,      1562002,              0,          4245,      5556291,        806544,              0,    136870035,      4375270,              0,      1416168,    150590555,     10512343,        102778,        420054,       -157573,     10877602,              0,     10877602,     10000000,              0,             10.45
98/02,2812,台中銀行,      3833744,     54213332,        652726,              0,      1736155,              0,    206668879,        630433,     13560629,              0,        181549,      3648484,              0,      3484448,    288610379,      3441217,              0,        281236,         50000,      3335925,              0,    262369198,      4200000,              0,        618259,    274295835,     13719006,        750000,       -414797,        260335,     14314544,              0,     14314544,              0,              0,             10.43
98/02,2836,高銀,      1763702,     22059760,      3264578,      4365520,        892407,              0,    129603411,      2349195,      4827873,              0,      3669855,      2312774,         69683,        818737,    175997495,      9110994,              0,            537,        235619,      2454081,              0,    150386755,      4000000,              0,        597280,    166785266,      5257982,      2542403,      1425402,        -13558,      9212229,              0,      9212229,              0,              0,             17.52
98/02,2838,聯邦銀行,      5427982,     39742974,     10450243,     16817878,     21083926,              0,    165954347,     11938955,     19077430,         66033,     48747919,      8514699,      2440008,     11349132,    361611526,     21681751,        409461,        129154,     37825217,      3758637,              0,    269838556,      8389300,              0,      1333453,    343365529,     23188244,         33811,     -6729059,         53405,     16546401,      1699596,     18245997,              0,              0,              7.14
98/02,2845,遠東商銀,      2998527,     64726967,      7910191,        540026,     16068848,              0,    204551568,     15509154,        328180,      2534457,     12755915,      2311299,              0,      2613235,    332848367,      4568960,              0,      1877223,        196546,      3119818,              0,    278799054,     23659082,              0,        793101,    313013784,     19337974,         28651,        348458,        119500,     19834583,              0,     19834583,              0,              0,             10.26
98/02,2849,安泰銀行,      4028420,     71417313,      2220707,              0,      4966979,              0,    184282079,     11229687,              0,      1064196,     11085035,      2924743,        208146,      5820791,    299248096,      2177675,              0,     31607138,      1796290,      2301762,              0,    239887940,      1670000,      1414865,        610505,    281466175,     16796775,      1461505,       -507440,         31081,     17781921,              0,     17781921,              0,              0,             10.59
