年季,公司代號,公司名稱,流動資產,貼現及放款,基金與投資,固定資產,無形資產,其他資產,流動負債,存款及匯款,央行及銀行同業融資,長期負債,其他負債,股本,資本公積,保留盈餘,股東權益其他項目,庫藏股票,資產合計,負債合計,少數股權,股東權益合計,預收股款(股東權益項下)之約當發行股數(單位:股),母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值
97/02,1409,新纖,     28349122,     24826852,     10100520,     15724615,         99443,      2878480,     13157391,     36062742,              0,      7111038,      2973228,     14540738,        722103,        758158,      1390987,              0,     81979032,     59304399,      5262647,     22674633,              0,              0,             11
97/02,1712,興農,      5020897,              0,         39079,      2752067,        248477,      1005057,      3538585,              0,              0,        354329,        638114,      3492693,         52549,      1023231,        -41206,         -4535,      9065577,      4531028,         11817,      4534549,              0,      1120436,             12
97/02,1718,中纖,     63292723,    196405360,     19346266,     11382312,        924988,      7873048,     24715080,    237106309,              0,      4250880,      1943332,     14641000,      1099083,      1094856,      2502042,     -1925239,    299224697,    268015601,     13797354,     31209096,              0,    313059283,             15
97/02,2514,龍邦國際,     55834869,     32231925,    112986512,      7235381,              0,     39883339,      6183507,              0,              0,      1375912,    230989958,      5277540,      1127975,         37359,       -842895,       -489306,    248172026,    238549377,      4511976,      9622649,              0,     43108000,             11
97/02,2905,三商,     25582297,     13893969,     44844145,      7216925,         14722,     15570009,      7570987,              0,              0,      4255708,     85792829,      5678649,        400786,      2206672,       -927354,       -723426,    107122067,     97619524,      2867216,      9502543,              0,     48441000,             13
