年季,公司代號,公司名稱,流動資產,基金及投資,固定資產,無形資產,其他資產,受託買賣借項,資產合計,流動負債,長期負債,其他負債,受託買賣貸項,負債合計,股本,資本公積,保留盈餘,股東權益其他項目,少數股權,股東權益合計,預收股款(股東權益項下)之約當發行股數(單位:股),母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值
100/04,2855,統一證券,     41231652,        545467,      2675521,            902,      1729615,        181679,     46364836,     25591544,              0,          4533,              0,     25596077,     12845816,        409826,      7684986,       -199455,         27586,     20768759,              0,              0,             16.15
100/04,2856,元富證券,     51480824,      1048778,      2149750,        276708,      2143542,        143399,     57243001,     37968070,        327164,         21768,              0,     38317002,     15285724,        388845,      3903425,       -651995,              0,     18925999,              0,     38800000,             12.70
100/04,6005,群益證,     52302390,      1302971,      6555334,      3560705,      3727012,        368244,     67816656,     35631944,      2116897,        518082,              0,     38266923,     23690730,      2735007,      2428078,        -36940,        732858,     29549733,              0,              0,             12.16
