年季,公司代號,公司名稱,流動資產,基金與投資,固定資產,無形資產,其他資產,資產總計,流動負債,長期負債,各項準備,其他負債,負債總計,股本,資本公積,保留盈餘,股東權益其他調整項目合計,庫藏股票(自98年第4季起併入「其他項目」表達),共同控制下前手權益,少數股權,股東權益總計,預收股款(股東權益項下)之約當發行股數(單位:股),母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值
98/01,1219,福壽實業,      3151713,        277714,      2093849,            243,        124101,      5647620,        958118,        510675,        505262,        219299,      2193354,      2743080,        215711,        144683,        335781,              0,              0,         15011,      3454266,              0.00,              0.00,             12.54
98/01,1220,台榮,      1232568,        112009,        662213,         15716,        184517,      2207023,        426751,          2341,          5813,        104364,        539269,      1770779,            537,       -268221,         -1719,              0,              0,        166378,      1667754,              0.00,              0.00,              8.48
98/01,1225,福懋油,      2591338,        238357,      2861186,        114215,        255880,      6060976,      1742905,      1960333,        100296,         91650,      3895184,      1627000,         94698,        -49854,        217103,              0,              0,        276845,      2165792,              0.00,              0.00,             11.61
98/01,1227,佳格,      5808840,        523698,      2266091,         25115,        539137,      9162881,      3106547,        581145,         33685,         22888,      3744265,      3209184,         21606,      1963421,        147881,        -21182,              0,         97706,      5418616,              0.00,      2338960.00,             16.70
98/01,1229,聯華實業,      2674403,     11622290,      5676447,        120057,        190729,     20283926,      1804151,      3044665,         93806,        231261,      5173883,      7869932,        831280,      3923948,      1665064,        -20074,              0,        839893,     15110043,              0.00,      1909000.00,             18.18
98/01,1231,聯華食品,      1771928,          8709,        787648,         50835,        212137,      2831257,        638610,        312288,              0,        127794,      1078692,      1154190,         76975,        495740,          3281,              0,              0,         22379,      1752565,              0.00,              0.00,             14.99
98/01,1232,大統益,      2639383,        151628,      1181614,            988,         29740,      4003353,      1189442,              0,              0,         19976,      1209418,      1599749,         23784,      1165513,        -15709,              0,              0,         20598,      2793935,              0.00,              0.00,             17.34
98/01,1233,天仁,        694675,          3860,        886098,         19353,         87863,      1691849,        217265,            390,              0,        195565,        413220,        905919,         37049,        360162,        -20246,        -11579,              0,          7324,      1278629,              0.00,      1153483.00,             14.21
98/01,1234,黑松,      2209631,      6903906,      3101735,         12164,        553042,     12780478,        902652,              0,      1915676,        484340,      3302668,      5358281,        184601,      1875494,      2059434,              0,              0,              0,      9477810,              0.00,              0.00,             17.69
98/01,1235,興泰,        540210,         86355,        162223,              0,        185277,        974065,        230201,              0,         60144,         23017,        313362,        514024,         27674,         89836,         33412,        -11584,              0,          7341,        660703,              0.00,      1950727.00,             13.21
98/01,1236,宏亞食品,        653422,         20250,      1018741,         13176,        102233,      1807822,        356215,              0,              0,        205396,        561611,        852312,         33396,        341700,         18803,              0,              0,              0,      1246211,              0.00,              0.00,             14.62
98/01,1301,台塑,     78201434,    100039944,    103281496,      2949270,     10845908,    295318052,     40944257,     60309931,              0,      6791340,    108045528,     57204716,     12814320,     93795559,     23457929,              0,              0,              0,    187272524,              0.00,              0.00,             32.74
98/01,1303,南亞塑膠,    139011060,     89378478,    162666637,      2367066,      5166336,    398589577,     48764806,     92937979,              0,     16235989,    157938774,     76235909,     26015505,     98211442,     26907749,         -1945,              0,     13282143,    240650803,              0.00,        177899.00,             29.83
98/01,1304,台聚,     23964383,      3139519,     13428098,      1021944,      2611305,     44165249,     12694512,      6713264,        800992,      2836085,     23044853,      7714032,        201025,      2300207,        457706,       -135345,              0,     10582771,     21120396,              0.00,     46323928.00,             14.53
98/01,1305,華夏,      5307186,        255735,      4067552,        125228,        731283,     10486984,      2157827,      1659925,        592084,      1163865,      5573701,      4248035,         11824,        -49729,        588585,              0,              0,        114568,      4913283,              0.00,              0.00,             11.30
98/01,1307,三芳化工,      4204370,         97992,      3297394,        157473,        212216,      7969445,      1921376,      1016400,         37782,        288197,      3263755,      2629287,        137866,      1757033,        181504,              0,              0,              0,      4705690,              0.00,              0.00,             17.90
98/01,1308,亞聚,      2773706,      2379435,        528208,         13694,        601797,      6296840,        573682,              0,         21469,        317012,        912163,      2609316,         25002,      1991083,        759276,              0,              0,              0,      5384677,              0.00,              0.00,             20.64
98/01,1309,台達化工,      5292782,        518748,      2096189,         62915,        555378,      8526012,      3775108,      1254250,        143860,        446423,      5619641,      2786155,        337872,       -567249,        349593,              0,              0,              0,      2906371,              0.00,              0.00,             10.43
98/01,1310,台苯,      6015548,      1946345,      2439541,         21045,        520044,     10942523,      5161746,        309249,         41452,        277262,      5789709,      5906723,        276286,       -483572,       -824957,              0,              0,        278334,      5152814,              0.00,     80148381.00,              9.55
98/01,1312,國喬石化,      8056494,      2538673,      9807977,        918334,        911988,     22233466,     10066546,      1319512,      1062196,        691625,     13139879,      7334827,        464265,     -1421408,      1578604,       -241078,              0,      1378377,      9093587,              0.00,     13516848.00,             10.72
98/01,1313,聯成,     12792154,      4912800,      6963329,        388185,        541907,     25598375,      6960362,      3998165,         99828,        483131,     11541486,      8403798,        407635,      3229700,      2058295,       -274301,              0,        231762,     14056889,              0.00,     21787000.00,             16.89
98/01,1314,中石化,      9166371,      6520297,     18686764,         79796,      8654814,     43108042,      4541175,     14474219,      3879784,        747136,     23642314,     17949630,        320140,     -2815835,      4011793,              0,              0,              0,     19465728,              0.00,              0.00,             10.84
98/01,1315,達新工業,      3471351,        307578,      1670516,         29148,      1998585,      7477178,      1215228,         50121,        710324,        278109,      2253782,      2200000,         14137,      1106040,      1925822,        -55915,              0,         33312,      5223396,              0.00,      7930000.00,             24.47
98/01,1316,上曜,        517532,        216862,        341740,         45118,         25358,      1146610,         99229,              0,              0,         50902,        150131,        651661,        122111,         -7138,         69117,              0,              0,        160728,        996479,              0.00,              0.00,             12.82
98/01,1319,東陽,      7874715,      1546756,     16020807,        540241,      1376566,     27359085,      9364497,      4265552,              0,        550543,     14180592,      4515044,      1300091,      3085625,        599562,       -201345,              0,      3879516,     13178493,              0.00,     14489001.00,             21.28
98/01,1321,大洋,      1582083,        606785,      1375038,         68491,        683875,      4316272,      1078009,        275000,              0,        372442,      1725451,      2272283,        101383,        203976,         49368,        -36189,              0,              0,      2590821,              0.00,      6542716.00,             11.74
98/01,1323,永裕,      1284888,              0,      1308205,         51327,         16343,      2660763,        815131,        558625,          8767,         62960,      1445483,        788464,         53322,        178215,        106560,         -2813,              0,         91532,      1215280,              0.00,        337834.00,             14.31
98/01,1324,地球工業,        654631,              0,        502702,              0,         17837,      1175170,        206352,              0,              0,         30332,        236684,        751219,              0,        135412,         51855,              0,              0,              0,        938486,              0.00,              0.00,             12.49
98/01,1325,恒大,        875272,         75866,        584687,          3095,        110575,      1649495,         86725,              0,         44912,         42231,        173868,        891110,          3158,        429234,         32866,              0,              0,        119259,      1475627,              0.00,              0.00,             15.22
98/01,1326,台化,    111556330,     94669752,    178055145,      1892508,     15131361,    401305096,     97316470,     77649020,              0,      7355474,    182320964,     55247302,      9787501,     82405425,     33344041,       -324121,              0,     38523984,    218984132,              0.00,     16540112.00,             32.76
98/01,1402,遠東新,     70752326,     53218648,    120872322,     19653133,      4224499,    268720928,     68648459,     51520106,      6466201,      4471040,    131105806,     45699538,     10077265,     19290410,     12181532,              0,              0,     50366377,    137615122,              0.00,              0.00,             19.09
98/01,1410,南染,        429524,              0,        983511,              0,         71385,      1484420,        131170,              0,        145501,         49825,        326496,        900000,         21784,        -66820,        265767,              0,              0,         37193,      1157924,              0.00,              0.00,             12.45
98/01,1413,宏洲纖維,      1090044,         14712,      1730763,              0,        116741,      2952260,      1120502,              0,        145598,        239172,      1505272,      2836457,            541,     -1781003,        385085,        -15040,              0,         20948,      1446988,              0.00,      3496585.00,              5.09
98/01,1416,廣豐,      5167231,      1115232,      1130183,          7353,        117617,      7537616,        760894,      1123865,        564369,         62891,      2512019,      5497834,      1271692,     -1986210,        327074,        -84694,              0,            -99,      5025597,              0.00,     40294273.00,              9.86
98/01,1417,嘉裕,      2236230,      1057820,      1030317,         32801,        671421,      5028589,        939664,              0,        103078,        102200,      1144942,      3798837,         19571,       -233737,        298976,              0,              0,              0,      3883647,              0.00,              0.00,             10.22
98/01,1418,東華,        521417,        159892,      1421557,         25373,        322078,      2450317,      1036197,              0,        322483,        105213,      1463893,      1319276,              0,       -476256,        211447,        -69533,              0,          1490,        986424,              0.00,     10933000.00,              8.14
98/01,1419,新紡,        698989,      1983900,      4814629,              0,         61328,      7558846,      2364166,              0,        764812,         88716,      3217694,      3000413,            595,        525171,        825305,        -10332,              0,              0,      4341152,              0.00,        803829.00,             14.51
98/01,1432,大魯閣,      1509494,        171334,      1100743,        129107,        507922,      3418600,      1870822,        258182,        266563,         29400,      2424967,        885642,        250973,       -799788,        367289,       -111902,              0,        401419,        993633,              0.00,      3734716.00,              6.98
98/01,1434,福懋興業,     16970868,     27688626,     24298691,        502643,      1990352,     71451180,     10310730,     13497312,              0,        978108,     24786150,     16846646,        698691,     10926986,     15547118,        -26488,              0,      2672077,     46665030,              0.00,      3043228.00,             26.16
98/01,1435,中福國際,        198104,        424231,        569374,              0,         18620,      1210329,        429118,              0,        161746,          4834,        595698,      1397801,             96,       -665949,        176174,       -293480,              0,            -11,        614631,              0.00,     28075770.00,              5.50
98/01,1436,華友聯,      2514282,        261901,          2933,          6362,        740301,      3525779,         26981,              0,              0,         26876,         53857,      3300000,        200058,         98883,        -81670,        -45349,              0,              0,      3471922,              0.00,     13718014.00,             10.98
98/01,1437,勤益投控,      1308233,        160192,      2166698,         25593,      3192500,      6853216,        791449,      1989950,        371810,        204082,      3357291,      2039649,        318310,       -151409,      1224040,              0,              0,         65335,      3495925,              0.00,              0.00,             16.82
98/01,1440,南紡,      6161880,      4811958,     14553744,         40639,      4466982,     30035203,      4233139,              0,      3376038,      1250211,      8859388,     14935240,         75446,      3082766,      3028134,              0,              0,         54229,     21175815,              0.00,              0.00,             14.14
98/01,1441,大東紡織,        618222,        364975,        730299,         29266,        118349,      1861111,        904743,         95643,        161013,        158613,      1320012,      1079004,            350,       -648394,        112820,         -2687,              0,              6,        541099,              0.00,      1177640.00,              5.07
98/01,1442,名軒,      2907328,        758770,        106893,              0,         19904,      3792895,      1548498,         47865,              0,          1470,      1597833,      1728084,         57031,        402197,            -97,              0,              0,          7847,      2195062,              0.00,              0.00,             12.66
98/01,1443,立益紡織,      2361496,        144836,      3221975,         72955,         87271,      5888533,      3570806,              0,        227040,         65504,      3863350,      3010900,        322943,     -1531896,        172785,        -23654,              0,         74105,      2025183,              0.00,     11685357.00,              6.74
98/01,1444,力麗,      5783692,      2573922,      3175816,         35405,        822210,     12391045,      3878061,        952229,          5132,        163794,      4999216,      7679700,        222697,        285468,       -933590,       -163007,              0,        300561,      7391829,              0.00,     27091097.00,              9.57
98/01,1445,大宇紡織,        998772,        276935,        887593,          4235,          8870,      2176405,        155127,              0,         98272,         73299,        326698,      1477510,        148614,         49123,        174783,           -323,              0,              0,      1849707,              0.00,         50000.00,             12.52
98/01,1446,宏和,        552032,        276206,        995886,         15476,      1054905,      2894505,        479482,        449244,              0,         18530,        947256,      1386215,        297239,        155760,        108035,              0,              0,              0,      1947249,              0.00,              0.00,             14.05
98/01,1447,力鵬,      4267793,      1367968,      5931119,         85928,        312111,     11964919,      6118909,        172167,              0,        145688,      6436764,      6528665,      1272431,       -115398,     -1580732,       -638668,              0,         61857,      5528155,              0.00,     58899093.00,              9.20
98/01,1449,佳和實業,      3671278,        179835,      3138616,        180360,        753191,      7923280,      3243634,      1862812,        569838,        577990,      6254274,      2495921,        400297,     -1208878,       -412963,       -303480,              0,        698109,      1669006,              0.00,     63707738.00,              5.22
98/01,1451,年興紡織,      6314655,      2185535,      6533705,         36509,        198228,     15268632,      2948000,        773771,              0,        495510,      4217281,      5906431,        384965,      4200899,        585763,        -27024,              0,            317,     11051351,              0.00,              0.00,             18.71
98/01,1453,大將,        444713,         60855,        248596,              0,         46515,        800679,        249610,              0,         54850,             31,        304491,        409000,              0,         32501,         43564,         -5952,              0,         17075,        496188,              0.00,         98863.00,             11.74
98/01,1454,台富,        919502,        243274,        909114,              0,         29020,      2100910,        498677,              0,              0,         75065,        573742,      1386284,         90081,         16565,         79428,        -45191,              0,              1,      1527168,              0.00,     10301194.00,             11.90
98/01,1456,怡華,      1581619,        195203,      1612301,              0,         41759,      3430882,      1804168,        341812,        190723,        329945,      2666648,      1675000,         18386,       -155135,       -817823,         -6209,              0,         50015,        764234,              0.00,      4208935.00,              4.37
98/01,1457,宜進,      1649871,        379622,      1976832,         41626,      1137805,      5185756,      1889544,        194183,          3944,         48437,      2136108,      2370000,        398090,       -135662,        171064,       -150849,              0,        397005,      3049648,              0.00,     30058132.00,             12.82
98/01,1459,聯發紡織,      1532745,        846764,      4137274,        108941,        232688,      6858412,      1547740,      2309224,              0,         75994,      3932958,      3311299,        429791,         84995,       -729936,       -302373,              0,        131678,      2925454,              0.00,     43547875.00,              9.71
98/01,1460,宏遠,      4663047,        100131,      4129133,         11122,        173225,      9076658,      2510431,      1259108,        165409,        207391,      4142339,      4825782,        294269,       -185578,        235038,       -235213,              0,             21,      4934319,              0.00,     34985585.00,             11.02
98/01,1463,強盛染整,      1241779,         81575,        701003,              0,        315857,      2340214,        463608,              0,         67994,         53684,        585286,      1884108,        157475,       -275727,         61133,       -122468,              0,         50407,      1754928,              0.00,     26589911.00,             10.53
98/01,1464,得力實業,      1941223,         38345,      2066751,         57683,        102998,      4207000,      1266421,              0,              0,        177771,      1444192,      1648490,        160467,       -132534,        145135,        -54430,              0,        995680,      2762808,              0.00,     11406000.00,             11.52
98/01,1465,偉全實業,      1678230,         13490,      1123891,         91786,         25818,      2933215,        651474,         65127,              0,         51455,        768056,        863394,        353488,        329095,         78138,              0,              0,        541044,      2165159,              0.00,              0.00,             18.81
98/01,1466,聚隆,        717644,              0,        696447,              0,        207323,      1621414,        853945,        279092,              0,         44996,      1178033,        715978,              0,       -271944,              0,           -653,              0,              0,        443381,              0.00,         87958.00,              6.20
98/01,1467,南緯實業,      2700355,        263547,      1158927,        251454,        328911,      4703194,      1501989,      1260800,         68902,         96174,      2927865,      1649115,         64986,         44657,        -75467,              0,              0,         92038,      1775329,              0.00,              0.00,             10.21
98/01,1468,昶和纖維,      1445520,         29521,      1871503,         63621,         65749,      3475914,      1015127,        428079,         39548,          5793,      1488547,      1604053,         43757,        -93524,        245145,              0,              0,        187936,      1987367,              0.00,              0.00,             11.22
98/01,1469,理隆纖維,        700659,         51204,      1286888,          1064,         37195,      2077010,        642819,              0,              0,          9561,        652380,      1246000,        455920,       -269338,         -7967,              0,              0,             15,      1424630,              0.00,              0.00,             11.43
98/01,1471,首利,      2294589,         25102,      1570124,              0,        150456,      4040271,      1978757,         17077,              0,          4839,      2000673,      1554520,        614352,       -240673,        146328,        -34929,              0,              0,      2039598,              0.00,      1600000.00,             13.26
98/01,1472,三洋紡,        560386,            674,      1194081,          1332,         36278,      1792751,        776096,        129512,         37616,         38350,        981574,        875000,         92846,       -262421,         96854,        -37637,              0,         46535,        811177,              0.00,      5348830.00,              9.31
98/01,1473,台南企業,      5147158,        113651,      1491386,         39360,        184255,      6975810,      1713410,        200000,         37967,        315371,      2266748,      1398305,        830586,      1612073,        220246,              0,              0,        647852,      4709062,              0.00,              0.00,             29.04
98/01,1474,弘裕,      1820943,         98885,      1171739,         49122,        153726,      3294415,      1130245,        335950,         39282,         10815,      1516292,      1378744,          2610,        221872,        174474,              0,              0,            423,      1778123,              0.00,              0.00,             12.89
98/01,1475,本盟光電,        642565,          2365,        839533,              0,         76646,      1561109,      1154792,              0,              0,              0,      1154792,        775038,        430000,       -829170,         15499,              0,              0,         14950,        406317,              0.00,              0.00,              5.05
98/01,1476,儒鴻,      2020839,          7569,      2743908,        121516,        255658,      5149490,      1781585,        301385,              0,        127114,      2210084,      1896867,        293678,        746201,         -1877,              0,              0,          4537,      2939406,              0.00,              0.00,             15.47
98/01,1477,聚陽實業,      3829165,              0,      1163321,              0,        298405,      5290891,      2067250,              0,              0,         10998,      2078248,      1515895,        549471,      1018947,        121576,              0,              0,          6754,      3212643,              0.00,              0.00,             21.15
98/01,1503,士電,     11075503,      5063720,     10430390,         85439,        150838,     26805890,      8870810,      2560290,      1000311,        951041,     13382452,      5209722,      2556723,      3176061,      2287636,              0,              0,        193296,     13423438,              0.00,              0.00,             25.40
98/01,1504,東元電機,     28439725,     17307982,     15882017,        246755,      3300871,     65177350,     14518586,     12845831,      1080247,      1607398,     30052062,     18231659,      5769126,      6767420,      3457475,       -367658,              0,      1267266,     35125288,              0.00,     23655138.00,             18.82
98/01,1506,正道,      1079994,        126514,      1191257,         17627,        512107,      2927499,      1466345,         51977,         86444,        259474,      1864240,      1022516,         88334,       -410567,        126496,              0,              0,        236480,      1063259,              0.00,              0.00,              8.09
98/01,1507,永大機電,      9919762,        985750,      2903872,        502619,      1053397,     15365400,      4649007,        200636,          2702,        726784,      5579129,      4108200,        221461,      4584569,        740770,        -26551,              0,        157822,      9786271,              0.00,      2129800.00,             23.56
98/01,1512,瑞利,      2248073,              0,      3458345,         95538,        171409,      5973365,      3355923,         99401,        132382,        126688,      3714394,      1818025,         54803,            -56,        353611,              0,              0,         32588,      2258971,              0.00,              0.00,             12.25
98/01,1513,中興電,      9039189,      1198927,      4434030,        472062,        312617,     15456825,      6511954,        576464,        286075,        442120,      7816613,      4800000,        309915,      1180344,      1157108,        -73899,              0,        266744,      7640212,              0.00,     10329917.00,             15.70
98/01,1514,亞力電機,      2714205,        252143,      1199142,         10617,        178990,      4355097,      1603386,         39450,        164401,         95229,      1902466,      2010670,        163523,        -40019,        259157,        -80308,              0,        139608,      2452631,              0.00,     10777072.00,             12.16
98/01,1515,力山,      2090153,        617722,      1967461,         70531,         89691,      4835558,      2470581,        306190,         31782,        291069,      3099622,      2287843,        207759,       -750658,        -50786,              0,              0,         41778,      1735936,              0.00,              0.00,              7.41
98/01,1516,川飛,        169762,         30000,         10859,              0,          8103,        218724,        129399,              0,              0,              0,        129399,        923500,          1705,       -835880,              0,              0,              0,              0,         89325,              0.00,              0.00,              0.97
98/01,1517,利奇機械,      3513437,        141033,        800040,        197329,         46639,      4698478,        610640,        272098,          3442,         82696,        968876,      2278250,         72891,        386427,         58162,              0,              0,        933872,      3729602,              0.00,              0.00,             12.27
98/01,1519,華城電機,      4747063,         72336,      1515965,         36895,         72131,      6444390,      2826249,        266667,         34528,        113098,      3240542,      2161975,         27138,        972645,         38326,              0,              0,          3764,      3203848,              0.00,              0.00,             14.80
98/01,1521,大億,      1059095,        176020,        949905,         15430,        147962,      2348412,        768895,        145000,         66974,         63555,      1044424,        762300,         60472,        457167,         24049,              0,              0,              0,      1303988,              0.00,              0.00,             17.11
98/01,1522,堤維西,      6513444,        573585,      6891584,        139073,        279996,     14397682,      5208559,      3474569,         38717,        154514,      8876359,      2722189,      1347931,        869061,        170808,        -50508,              0,        461842,      5521323,              0.00,      4090540.00,             18.87
98/01,1523,臺灣開億,      1607886,        813886,      3687712,         54692,        169996,      6334172,      1508586,      1203005,              0,        151966,      2863557,      1624462,        444057,      1137822,         86734,              0,              0,        177540,      3470615,              0.00,              0.00,             20.27
98/01,1524,耿鼎企業,      1334543,         99735,      3989378,              0,         14181,      5437837,      1955012,      1242239,         74336,         24213,      3295800,      1592300,        220379,        291237,         75302,        -37181,              0,              0,      2142037,              0.00,      5146327.00,             13.90
98/01,1525,江申工業,        606242,      1019017,        523725,              0,         28619,      2177603,        198078,              0,         69799,         81157,        349034,        640272,          1251,        848534,        338512,              0,              0,              0,      1828569,              0.00,              0.00,             28.56
98/01,1526,日馳,        393092,          9220,        436179,             48,         61954,        900493,        247167,        215911,              0,         28034,        491112,        628970,              0,       -221145,          1556,              0,              0,              0,        409381,              0.00,              0.00,              6.51
98/01,1527,鑽全,      5127590,        593481,      1680627,            222,        527324,      7929244,      5222997,         97000,              0,          9921,      5329918,      1782266,            305,      1572848,       -619062,       -137031,              0,              0,      2599326,              0.00,      4708000.00,             14.98
98/01,1528,恩德,      2420680,         41302,        755783,         75704,         86663,      3380132,        920278,        788588,              0,         80390,      1789256,      1150682,        290393,        134638,         11252,        -17347,              0,         21258,      1590876,              0.00,      2500000.00,             13.94
98/01,1529,樂士,      1258343,         26393,        265351,              0,        104140,      1654227,        449861,         43236,              0,          9636,        502733,      1597089,          2320,       -447915,              0,              0,              0,              0,      1151494,              0.00,              0.00,              7.21
98/01,1530,亞崴機電,      2169161,         41583,      1016911,         19978,         21289,      3268922,        842523,        389800,              0,         74856,      1307179,        823709,        225881,        861770,         50383,              0,              0,              0,      1961743,              0.00,              0.00,             23.82
98/01,1531,高林股,      3877467,              0,      1627409,        251436,         76454,      5832766,        668615,        359603,              0,        259992,      1288210,      1931511,        341177,      1501532,        376573,              0,              0,        393763,      4544556,              0.00,              0.00,             21.49
98/01,1532,勤美,     16580609,      6069728,     12938072,        194976,        627936,     36411321,     18456195,      3926246,              0,        653454,     23035895,      2714722,      1985600,      1408519,        581807,        -17339,              0,      6702117,     13375426,              0.00,      1537227.00,             24.72
98/01,1533,車王電,      1909115,        131384,      1291281,        123516,         34418,      3489714,        618368,      1000000,              0,         24284,      1642652,        964152,        275871,        528015,         79015,              0,              0,              9,      1847062,              0.00,              0.00,             19.16
98/01,1535,中宇,      2674634,        543580,        130703,              0,         27028,      3375945,      1386652,              0,         47730,          8369,      1442751,      1130474,        121157,        638807,         42756,              0,              0,              0,      1933194,              0.00,              0.00,             17.10
98/01,1536,和大工業,      2376879,        125276,      2994900,         62332,         36690,      5596077,      2397428,      1775543,          1417,        129815,      4304203,      1235594,        428676,       -290678,       -125939,              0,              0,         44221,      1291874,              0.00,              0.00,             10.10
98/01,1537,廣隆光電,      1607435,          4074,      1089126,         87576,          9988,      2798199,      1181270,        259067,              0,          7974,      1448311,        671389,        379181,        221700,         32261,              0,              0,         45357,      1349888,              0.00,              0.00,             19.43
98/01,1538,正峰新,      2155829,              0,      1292938,              0,         92123,      3540890,      1023185,        394136,         18130,         29721,      1465172,      1390842,         56789,        433166,        200645,         -5724,              0,              0,      2075718,              0.00,        353000.00,             14.96
98/01,1539,巨庭機械,        844028,          8750,        522160,              0,        118800,      1493738,        598999,         77695,              0,         14341,        691035,        653700,         74525,         39162,         35316,              0,              0,              0,        802703,              0.00,              0.00,             12.28
98/01,1540,喬福機械,      1540898,              0,        459970,            187,            410,      2001465,        645576,              0,              0,          3674,        649250,        743249,        124668,        514490,              0,        -30206,              0,             14,      1352215,              0.00,      5309488.00,             19.59
98/01,1558,伸興,      1032820,         11205,        652976,         68964,          4559,      1770524,        494493,              0,             87,        101236,        595816,        434648,         78971,        617986,         43103,              0,              0,              0,      1174708,              0.00,              0.00,             27.03
98/01,1582,信錦,      4735904,         50865,        577476,        382204,        110791,      5857240,      1557274,          3487,              0,        458346,      2019107,      1351685,      1406471,        671311,        397651,              0,              0,         11015,      3838133,              0.00,              0.00,             28.31
98/01,1583,程泰,      3956774,         92987,      1828730,         65926,        208043,      6152460,      1971914,        679389,          4733,        122295,      2778331,        892595,        465083,        713905,         40316,       -148040,              0,      1410270,      3374129,              0.00,      2474000.00,             22.63
98/01,1603,華電,      1764455,      1553179,      3042239,              0,        704846,      7064719,      2777074,              0,        726956,         46760,      3550790,      3423000,        412208,     -1288365,      1153848,       -194705,              0,          7943,      3513929,              0.00,     58646089.00,             12.36
98/01,1604,聲寶,      4694679,      3760536,      4343418,        418701,        513925,     13731259,      4517078,              0,        863737,        430512,      5811327,      8763900,        152877,     -2642316,      2071382,       -429199,              0,          3288,      7919932,              0.00,     30803953.00,              9.36
98/01,1605,華新,     40801165,     22714110,     28356649,      2540805,      1634831,     96047560,     36735850,        883352,        131132,      2035117,     39785451,     31792004,     16834338,      6100802,        402884,       -454694,              0,      1586775,     56262109,              0.00,     43416701.00,             17.44
98/01,1608,華榮,      5962735,        503167,      3968960,         72453,        903959,     11411274,      1566981,         52812,        786248,        423464,      2829505,      6327735,         69117,       -414953,        810697,       -185736,              0,      1974909,      8581769,              0.00,     91110824.00,             12.20
