年季,公司代號,公司名稱,流動資產,基金及投資,固定資產,無形資產,其他資產,受託買賣借項,資產合計,流動負債,長期負債,其他負債,受託買賣貸項,負債合計,股本,資本公積,保留盈餘,股東權益其他項目,少數股權,股東權益合計,預收股款(股東權益項下)之約當發行股數(單位:股),母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值
97/04,2855,統一證券,     30274241,        820736,      2448369,            242,      2038344,         21820,     35603752,     14317515,      3678430,        343456,              0,     18339401,     12157062,        255234,      5644976,       -816310,         23389,     17264351,              0,     55178000,             14.86
97/04,2856,元富證券,     45590859,      1408506,      1937226,         44382,      1888159,         74651,     50943783,     33220836,      1719757,        369029,              0,     35309622,     13988726,         18629,      2231618,       -604812,              0,     15634161,              0,     46780167,             11.56
97/04,6005,群益證,     37920779,      1590844,      4191967,        389999,      3330687,         10796,     47435072,     28579222,      1167680,        334610,              0,     30081512,     16267870,        845050,       -120687,           -637,        361964,     17353560,              0,     16001000,             10.55
97/04,6012,金鼎證券,     24394277,        666988,      2124695,        252539,      1827348,              0,     29265847,     18690533,        199834,        340286,         30971,     19261624,     10827764,              0,       -895755,         28769,         43445,     10004223,              0,              0,              9.20
