年季,公司代號,公司名稱,流動資產,基金及投資,固定資產,無形資產,其他資產,受託買賣借項,資產合計,流動負債,長期負債,其他負債,受託買賣貸項,負債合計,股本,資本公積,保留盈餘,股東權益其他項目,少數股權,股東權益合計,預收股款(股東權益項下)之約當發行股數(單位:股),母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值
95/04,2855,統一證券,     43543947,      3083445,      2466509,              0,      2406984,        132486,     51633371,     30977234,      2000000,        383806,              0,     33361040,     11370720,         47002,      6912012,        -57403,              0,     18272331,              0,      4637000,             16.14
95/04,2856,元富證券,     72831532,      1084918,      2119596,         68437,      2462762,        162165,     78729410,     59735124,        200000,        746109,              0,     60681233,     13782095,        223437,      4373825,       -331180,              0,     18048177,              0,     34316000,             13.43
95/04,6005,群益證,     64118521,        651092,      4311430,        400864,      2473510,        402542,     72357959,     50442456,        357698,        421531,              0,     51221685,     14009670,        845050,      6159414,        101078,         21062,     21136274,              0,              0,             15.07
95/04,6012,金鼎證券,     45357179,        728799,      2289836,        252539,      1754888,         45819,     50429060,     39693061,        199844,        398313,              0,     40291218,     10827764,          7112,       -771667,         29976,         44657,     10137842,              0,              0,              9.32
