年季,公司代號,公司名稱,流動資產,貼現及放款,基金與投資,固定資產,無形資產,其他資產,流動負債,存款及匯款,央行及銀行同業融資,長期負債,其他負債,股本,資本公積,保留盈餘,股東權益其他項目,庫藏股票,資產合計,負債合計,少數股權,股東權益合計,預收股款(股東權益項下)之約當發行股數(單位:股),母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值
101/02,1409,新纖,     37174786,     33529550,      7851342,     20456438,         38634,      6280374,     21878854,     43955574,              0,      7936295,      2559429,     18282070,      1123895,      2587861,        548119,              0,    105331124,     76330152,      6459027,     29000972,              0,     91586487,             12
101/02,1718,中纖,     98952892,    300025565,     21231178,     14384933,         28272,      4757896,     28498151,    359708518,      2838885,      9646105,      1594897,     14105902,      1853244,      2196245,       -524445,              0,    439380736,    402286556,     19463234,     37094180,              0,    280172859,             15
101/02,2514,龍邦國際,    293503473,     42704280,     10232521,      9607538,         12192,     40873190,     10739633,              0,              0,      7014895,    367373374,      5144340,        845196,      1013796,     -1952124,              0,    396933194,    385127902,      6754084,     11805292,              0,     43929000,             10
101/02,2905,三商,     78811836,     50408774,    351416222,     10802952,         85236,     58705793,     10880944,              0,              0,     10684600,    514749258,      6307333,        431711,      4293895,     -3651816,              0,    550230813,    536314802,      6534888,     13916011,              0,     34785000,             12
