年季,公司代號,公司名稱,流動資產,貼現及放款,基金與投資,固定資產,無形資產,其他資產,流動負債,存款及匯款,央行及銀行同業融資,長期負債,其他負債,股本,資本公積,保留盈餘,股東權益其他項目,庫藏股票,資產合計,負債合計,少數股權,股東權益合計,預收股款(股東權益項下)之約當發行股數(單位:股),母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值
98/01,1409,新纖,     21537962,     27115748,      8455824,     17006099,         88805,      3155961,     12574463,     36048522,              0,      5523568,      3225906,     14540738,        728231,        799826,       -799331,        -95892,     77360399,     57372459,      4814368,     19987940,              0,     17842000,             10
98/01,1718,中纖,     78756581,    202410464,     18679251,     12123445,        343972,      8202155,     23588601,    263674128,              0,      3688136,      1569489,     14353100,      1212892,     -1224838,      1934567,     -1779305,    320515868,    292520354,     13499098,     27995514,              0,    323571283,             13
98/01,2514,龍邦國際,     78975106,     31936385,    112210733,      7658412,              0,     32504268,      7125816,              0,              0,      1971155,    247072663,      5277540,      1170259,     -1457863,       -789211,       -644160,    263284904,    256169634,      3558705,      7115270,              0,     57249000,              7
98/01,2905,三商,     30352700,     14216090,     55835602,      7127828,         16782,     12723713,     10769733,              0,              0,      3702242,     97840848,      5479739,        484657,      2233290,     -2309448,       -718344,    120272715,    112312823,      2789998,      7959892,              0,     46731821,             10
