年季,公司代號,公司名稱,現金及約當現金,存放央行及拆借銀行同業,公平價值變動列入損益之金融資產-淨額,附賣回票券及債券投資,應收款項-淨額,待出售資產,貼現及放款-淨額,備供出售金融資產-淨額,持有至到期日金融資產-淨額,採權益法之股權投資-淨額,其他金融資產-淨額,固定資產-淨額,無形資產,其他資產,資產總計,央行及銀行同業存款,應付商業本票-淨額,公平價值變動列入損益之金融負債,附買回票券及債券負債,應付款項,與待出售資產直接相關之負債,存款及匯款,央行及同業融資、應付金融債券,特別股負債,其他負債,負債總計,股本,資本公積,保留盈餘,股東權益其他項目,母公司股東權益合計,少數股權,股東權益總計,母公司暨子公司持有之母公司庫藏股股數（單位：股）,預收股款(股東權益項下)之約當發行股數(單位:股),每股淨值
97/02,2801,彰化銀行,     22744709,     77091700,     16292376,      4954418,     22631579,              0,    918155470,     59447863,    127662729,              0,      7455135,     24896525,         65499,     20499732,  1301897735,    130480176,              0,      1705149,     19104002,     36444983,              0,    997514168,     28009197,              0,     11051474,  1224309149,     62094756,              0,      8893849,      6599981,     77588586,              0,     77588586,              0,              0,             12.50
97/02,2809,京城銀行,      3051916,     28773213,        397889,              0,        888089,              0,    116116655,      4187921,      1306129,              0,      2691325,      3409514,        152110,      1242585,    162217346,      5050149,              0,          1967,        676288,      1400763,              0,    141127268,        602550,              0,      2050291,    150909276,     10843343,              0,        611464,       -146737,     11308070,              0,     11308070,      6323000,              0,             10.49
97/02,2812,台中銀行,      4077235,     37509806,      1111046,              0,      2231234,              0,    196405360,              0,     14958497,              0,        181549,      3732789,              0,      3242595,    263450111,      3397908,              0,        177700,        702000,      2998404,              0,    237133158,      2400000,              0,        722042,    247531212,     13719006,        750000,      1155350,        293553,     15917909,            990,     15918899,              0,              0,             12.21
97/02,2836,高銀,      1948132,      5836512,      4494672,      5569449,      1195198,              0,    124800429,      1748629,      8695093,              0,      4485525,      2393450,         33231,        715855,    161916175,     10253954,              0,          5585,        620115,      2803755,              0,    131717890,      5531450,              0,        555585,    151488334,      5257982,      2542403,      2652425,        -24969,     10427841,              0,     10427841,              0,              0,             20.71
97/02,2838,聯邦銀行,      5615554,     42616575,     19793502,      7882089,     27047624,              0,    190014064,      7365520,     36854204,        173928,     22413460,      8536400,      2574217,     13296416,    384183553,     24149521,         99849,         77180,     49503400,      4904354,              0,    271650086,      9879400,              0,      3232797,    363496587,     23188244,         33811,     -4391364,       -126890,     18703801,      1983165,     20686966,              0,              0,              8.07
97/02,2845,遠東商銀,      2559244,     77013355,     10331334,              0,     20107901,              0,    219480007,      5509480,              0,      2815809,     17224193,      2439171,              0,      2574601,    360055095,     15469951,              0,      3736505,      2304077,      4575301,              0,    282317148,     31741099,              0,      1024130,    341168211,     18797803,        233070,        113421,       -257410,     18886884,              0,     18886884,              0,              0,             10.05
97/02,2849,安泰銀行,      3440614,     37075927,      4721609,              0,      5031878,              0,    177848459,      7296601,              0,      1143628,     23193475,      2951601,        275659,      8656625,    271636076,      2704225,              0,     33547684,      4460995,      3785376,              0,    197737137,     12861830,      3442167,        802113,    259341527,     33598850,      2658133,    -23934691,        -27743,     12294549,              0,     12294549,              0,              0,              3.66
